dataset,cancer,gene,group_a,group_b,mean_a,mean_b,log2FC,t_stat,p_value,n_a,n_b
GSE199274,NEPC,DDX11L1,LKO_control,shCXCR7,0.0,0.0057,22.4316,-1.0,0.363217,6,6
GSE199274,NEPC,WASH7P,LKO_control,shCXCR7,0.2496,0.2626,0.0736,-0.2258,0.82591,6,6
GSE199274,NEPC,MIR6859-3,LKO_control,shCXCR7,0.0,0.0,0.0,0.0,1.0,6,6
GSE199274,NEPC,MIR6859-2,LKO_control,shCXCR7,0.0,0.0,0.0,0.0,1.0,6,6
GSE199274,NEPC,MIR6859-1,LKO_control,shCXCR7,0.0,0.0,0.0,0.0,1.0,6,6
GSE199274,NEPC,MIR6859-4,LKO_control,shCXCR7,0.0,0.0,0.0,0.0,1.0,6,6
GSE199274,NEPC,MIR1302-2,LKO_control,shCXCR7,0.0,0.0,0.0,0.0,1.0,6,6
GSE199274,NEPC,MIR1302-11,LKO_control,shCXCR7,0.0,0.0,0.0,0.0,1.0,6,6
GSE199274,NEPC,MIR1302-9,LKO_control,shCXCR7,0.0,0.0,0.0,0.0,1.0,6,6
GSE199274,NEPC,MIR1302-10,LKO_control,shCXCR7,0.0,0.0,0.0,0.0,1.0,6,6
GSE199274,NEPC,FAM138A,LKO_control,shCXCR7,0.0,0.0,0.0,0.0,1.0,6,6
GSE199274,NEPC,FAM138C,LKO_control,shCXCR7,0.0,0.0,0.0,0.0,1.0,6,6
GSE199274,NEPC,FAM138F,LKO_control,shCXCR7,0.0,0.0,0.0,0.0,1.0,6,6
GSE199274,NEPC,OR4F5,LKO_control,shCXCR7,0.0,0.0153,23.8642,-1.0,0.363217,6,6
GSE199274,NEPC,LOC729737,LKO_control,shCXCR7,0.0802,0.1276,0.67,-0.8365,0.428947,6,6
GSE199274,NEPC,FAM138D,LKO_control,shCXCR7,0.0,0.0,0.0,0.0,1.0,6,6
GSE199274,NEPC,OR4F29,LKO_control,shCXCR7,0.0,0.0,0.0,0.0,1.0,6,6
GSE199274,NEPC,OR4F3,LKO_control,shCXCR7,0.0,0.0,0.0,0.0,1.0,6,6
GSE199274,NEPC,OR4F16,LKO_control,shCXCR7,0.0,0.0,0.0,0.0,1.0,6,6
GSE199274,NEPC,LOC100132287,LKO_control,shCXCR7,0.0,0.0,0.0,0.0,1.0,6,6
GSE199274,NEPC,LOC100132062,LKO_control,shCXCR7,0.0,0.0,0.0,0.0,1.0,6,6
GSE199274,NEPC,LOC101928626,LKO_control,shCXCR7,0.0,0.0,0.0,0.0,1.0,6,6
GSE199274,NEPC,MIR6723,LKO_control,shCXCR7,2.3998,3.1419,0.3887,-0.6459,0.533909,6,6
GSE199274,NEPC,LOC100133331,LKO_control,shCXCR7,0.4787,0.3966,-0.2713,1.2814,0.229938,6,6
GSE199274,NEPC,LOC100288069,LKO_control,shCXCR7,1.1441,1.0278,-0.1547,0.6285,0.543812,6,6
GSE199274,NEPC,FAM87B,LKO_control,shCXCR7,0.0667,0.1725,1.3714,-2.0334,0.090509,6,6
GSE199274,NEPC,LINC00115,LKO_control,shCXCR7,0.2352,0.3226,0.456,-1.0848,0.305856,6,6
GSE199274,NEPC,LINC01128,LKO_control,shCXCR7,1.0998,0.8034,-0.4531,1.7932,0.104106,6,6
GSE199274,NEPC,FAM41C,LKO_control,shCXCR7,0.0,0.0603,25.8447,-1.0,0.363217,6,6
GSE199274,NEPC,LOC100130417,LKO_control,shCXCR7,27.3095,19.8012,-0.4638,1.368,0.20149,6,6
GSE199274,NEPC,SAMD11,LKO_control,shCXCR7,23.055,20.4192,-0.1752,0.6214,0.548256,6,6
GSE199274,NEPC,NOC2L,LKO_control,shCXCR7,65.2242,40.0833,-0.7024,4.6545,0.002693,6,6
GSE199274,NEPC,KLHL17,LKO_control,shCXCR7,39.2423,30.8842,-0.3455,0.802,0.441239,6,6
GSE199274,NEPC,PLEKHN1,LKO_control,shCXCR7,13.0304,12.3951,-0.0721,0.3844,0.711934,6,6
GSE199274,NEPC,PERM1,LKO_control,shCXCR7,4.7975,4.2644,-0.1699,0.8414,0.423227,6,6
GSE199274,NEPC,HES4,LKO_control,shCXCR7,28.9852,22.9575,-0.3364,1.3591,0.217033,6,6
GSE199274,NEPC,ISG15,LKO_control,shCXCR7,66.4302,61.2323,-0.1175,0.5644,0.588763,6,6
GSE199274,NEPC,AGRN,LKO_control,shCXCR7,81.9151,67.5682,-0.2778,0.5457,0.597228,6,6
GSE199274,NEPC,RNF223,LKO_control,shCXCR7,3.4754,2.1101,-0.7199,1.6571,0.12907,6,6
GSE199274,NEPC,C1orf159,LKO_control,shCXCR7,8.4773,8.2515,-0.0389,0.1656,0.871794,6,6
GSE199274,NEPC,LINC01342,LKO_control,shCXCR7,0.0,0.103,26.6176,-1.0946,0.323606,6,6
GSE199274,NEPC,MIR200B,LKO_control,shCXCR7,4.4933,3.1995,-0.4899,0.7652,0.468518,6,6
GSE199274,NEPC,MIR200A,LKO_control,shCXCR7,5.1523,3.7236,-0.4685,1.2603,0.255708,6,6
GSE199274,NEPC,MIR429,LKO_control,shCXCR7,14.1062,6.7452,-1.0644,2.4395,0.041023,6,6
GSE199274,NEPC,TTLL10,LKO_control,shCXCR7,0.0817,0.1408,0.7849,-0.5761,0.587337,6,6
GSE199274,NEPC,TNFRSF18,LKO_control,shCXCR7,6.7249,6.1986,-0.1176,0.1398,0.891581,6,6
GSE199274,NEPC,TNFRSF4,LKO_control,shCXCR7,0.0903,0.2595,1.5221,-1.1589,0.286299,6,6
GSE199274,NEPC,SDF4,LKO_control,shCXCR7,136.7825,117.7021,-0.2167,1.0653,0.330763,6,6
GSE199274,NEPC,B3GALT6,LKO_control,shCXCR7,44.2722,35.0011,-0.339,1.7758,0.110594,6,6
GSE199274,NEPC,FAM132A,LKO_control,shCXCR7,1.2384,1.1759,-0.0747,0.2368,0.817659,6,6
GSE199274,NEPC,UBE2J2,LKO_control,shCXCR7,36.2702,35.0547,-0.0492,0.2727,0.795168,6,6
GSE199274,NEPC,SCNN1D,LKO_control,shCXCR7,13.4455,8.6385,-0.6383,2.7243,0.028941,6,6
GSE199274,NEPC,ACAP3,LKO_control,shCXCR7,53.6276,57.0057,0.0881,-0.443,0.671849,6,6
GSE199274,NEPC,MIR6726,LKO_control,shCXCR7,0.2504,0.4738,0.92,-0.5717,0.580517,6,6
GSE199274,NEPC,PUSL1,LKO_control,shCXCR7,17.663,16.133,-0.1307,0.7326,0.490111,6,6
GSE199274,NEPC,CPSF3L,LKO_control,shCXCR7,45.6708,37.681,-0.2774,1.4021,0.199318,6,6
GSE199274,NEPC,MIR6727,LKO_control,shCXCR7,6.6519,3.334,-0.9965,1.5174,0.16983,6,6
GSE199274,NEPC,CPTP,LKO_control,shCXCR7,14.1086,30.6371,1.1187,-3.9242,0.006954,6,6
GSE199274,NEPC,TAS1R3,LKO_control,shCXCR7,1.3463,1.2745,-0.0791,0.2794,0.786203,6,6
GSE199274,NEPC,DVL1,LKO_control,shCXCR7,85.448,66.1843,-0.3686,1.7607,0.124743,6,6
GSE199274,NEPC,MIR6808,LKO_control,shCXCR7,0.7454,0.7426,-0.0054,0.0045,0.996527,6,6
GSE199274,NEPC,MXRA8,LKO_control,shCXCR7,56.8396,37.8987,-0.5847,3.4361,0.007024,6,6
GSE199274,NEPC,AURKAIP1,LKO_control,shCXCR7,98.1344,101.964,0.0552,-0.294,0.779393,6,6
GSE199274,NEPC,CCNL2,LKO_control,shCXCR7,76.938,55.6703,-0.4668,2.0096,0.084026,6,6
GSE199274,NEPC,LOC148413,LKO_control,shCXCR7,19.395,13.1482,-0.5608,3.7075,0.005394,6,6
GSE199274,NEPC,MRPL20,LKO_control,shCXCR7,104.3939,93.7776,-0.1547,0.8206,0.440736,6,6
GSE199274,NEPC,ANKRD65,LKO_control,shCXCR7,1.1805,1.3755,0.2206,-0.2831,0.782966,6,6
GSE199274,NEPC,TMEM88B,LKO_control,shCXCR7,0.2329,0.0754,-1.6276,1.9745,0.077879,6,6
GSE199274,NEPC,LOC102724312,LKO_control,shCXCR7,4.916,3.5936,-0.4521,1.7241,0.115784,6,6
GSE199274,NEPC,VWA1,LKO_control,shCXCR7,30.1702,28.3268,-0.091,0.3803,0.715539,6,6
GSE199274,NEPC,ATAD3C,LKO_control,shCXCR7,0.4202,0.1935,-1.119,3.5021,0.007731,6,6
GSE199274,NEPC,ATAD3B,LKO_control,shCXCR7,17.8705,15.589,-0.1971,0.9216,0.388513,6,6
GSE199274,NEPC,ATAD3A,LKO_control,shCXCR7,22.5202,14.7544,-0.6101,4.3183,0.003717,6,6
GSE199274,NEPC,TMEM240,LKO_control,shCXCR7,0.4086,0.3441,-0.2481,0.5621,0.586811,6,6
GSE199274,NEPC,SSU72,LKO_control,shCXCR7,80.917,84.4813,0.0622,-0.323,0.756398,6,6
GSE199274,NEPC,C1orf233,LKO_control,shCXCR7,33.7989,32.5246,-0.0554,0.2863,0.782151,6,6
GSE199274,NEPC,MIB2,LKO_control,shCXCR7,20.3159,18.3515,-0.1467,0.8425,0.424746,6,6
GSE199274,NEPC,MMP23B,LKO_control,shCXCR7,0.0345,0.0435,0.3341,-0.3297,0.74915,6,6
GSE199274,NEPC,MMP23A,LKO_control,shCXCR7,0.0305,0.0214,-0.5133,0.4418,0.668049,6,6
GSE199274,NEPC,CDK11B,LKO_control,shCXCR7,15.6042,12.852,-0.2799,1.6129,0.153978,6,6
GSE199274,NEPC,SLC35E2B,LKO_control,shCXCR7,19.3462,14.0856,-0.4578,2.2046,0.052443,6,6
GSE199274,NEPC,CDK11A,LKO_control,shCXCR7,22.6616,15.7953,-0.5208,2.9545,0.015595,6,6
GSE199274,NEPC,SLC35E2,LKO_control,shCXCR7,2.9044,2.8714,-0.0165,0.1092,0.916051,6,6
GSE199274,NEPC,NADK,LKO_control,shCXCR7,20.5403,21.2164,0.0467,-0.1863,0.856769,6,6
GSE199274,NEPC,GNB1,LKO_control,shCXCR7,145.4928,109.1563,-0.4146,2.3537,0.051487,6,6
GSE199274,NEPC,CALML6,LKO_control,shCXCR7,2.5505,2.1636,-0.2374,1.1636,0.272563,6,6
GSE199274,NEPC,TMEM52,LKO_control,shCXCR7,15.4192,17.3878,0.1734,-0.5859,0.575412,6,6
GSE199274,NEPC,CFAP74,LKO_control,shCXCR7,0.1104,0.2398,1.1191,-1.125,0.301817,6,6
GSE199274,NEPC,GABRD,LKO_control,shCXCR7,0.7927,2.8094,1.8254,-2.4677,0.055636,6,6
GSE199274,NEPC,PRKCZ,LKO_control,shCXCR7,14.5467,11.159,-0.3825,1.5619,0.156537,6,6
GSE199274,NEPC,FAAP20,LKO_control,shCXCR7,7.5012,6.9618,-0.1077,0.5741,0.58601,6,6
GSE199274,NEPC,SKI,LKO_control,shCXCR7,25.4533,28.5332,0.1648,-0.8984,0.399094,6,6
GSE199274,NEPC,MORN1,LKO_control,shCXCR7,1.9093,1.6452,-0.2148,0.7704,0.458865,6,6
GSE199274,NEPC,LOC100129534,LKO_control,shCXCR7,2.8313,3.2042,0.1785,-0.3282,0.750517,6,6
GSE199274,NEPC,RER1,LKO_control,shCXCR7,40.647,37.4873,-0.1167,0.6245,0.557729,6,6
GSE199274,NEPC,PEX10,LKO_control,shCXCR7,11.0223,10.4339,-0.0791,0.4253,0.685167,6,6
GSE199274,NEPC,PLCH2,LKO_control,shCXCR7,0.9994,1.699,0.7656,-1.4643,0.188973,6,6
GSE199274,NEPC,PANK4,LKO_control,shCXCR7,6.0307,6.2403,0.0493,-0.2276,0.825384,6,6
GSE199274,NEPC,HES5,LKO_control,shCXCR7,0.0723,0.0587,-0.3006,0.264,0.797901,6,6
GSE199274,NEPC,LOC115110,LKO_control,shCXCR7,0.0627,0.1717,1.4527,-4.2847,0.005313,6,6
GSE199274,NEPC,TNFRSF14,LKO_control,shCXCR7,1.1148,1.1089,-0.0076,0.02,0.984411,6,6
GSE199274,NEPC,LOC100996583,LKO_control,shCXCR7,0.2909,0.2285,-0.3483,0.4957,0.630972,6,6
GSE199274,NEPC,FAM213B,LKO_control,shCXCR7,13.1446,12.6964,-0.05,0.1742,0.865771,6,6
GSE199274,NEPC,MMEL1,LKO_control,shCXCR7,0.635,0.512,-0.3108,1.2611,0.241238,6,6
GSE199274,NEPC,TTC34,LKO_control,shCXCR7,0.0303,0.0753,1.3124,-0.7081,0.506645,6,6
GSE199274,NEPC,ACTRT2,LKO_control,shCXCR7,0.0,0.1007,26.5859,-1.111,0.31713,6,6
GSE199274,NEPC,LINC00982,LKO_control,shCXCR7,0.0106,0.104,3.301,-0.9735,0.374827,6,6
GSE199274,NEPC,PRDM16,LKO_control,shCXCR7,0.0277,0.1854,2.7419,-1.8405,0.124694,6,6
GSE199274,NEPC,MIR4251,LKO_control,shCXCR7,0.0,0.0,0.0,0.0,1.0,6,6
GSE199274,NEPC,ARHGEF16,LKO_control,shCXCR7,19.6809,18.8495,-0.0623,0.2281,0.826353,6,6
GSE199274,NEPC,MEGF6,LKO_control,shCXCR7,4.6698,6.7205,0.5252,-0.9352,0.374359,6,6
GSE199274,NEPC,MIR551A,LKO_control,shCXCR7,0.0,0.0492,25.5518,-1.0,0.363217,6,6
GSE199274,NEPC,TPRG1L,LKO_control,shCXCR7,22.0143,28.204,0.3575,-1.6584,0.154941,6,6
GSE199274,NEPC,WRAP73,LKO_control,shCXCR7,16.6315,12.1895,-0.4483,2.2988,0.047781,6,6
GSE199274,NEPC,TP73,LKO_control,shCXCR7,1.8486,2.3599,0.3523,-2.2952,0.049074,6,6
GSE199274,NEPC,TP73-AS1,LKO_control,shCXCR7,9.3468,6.4813,-0.5282,2.4935,0.032697,6,6
GSE199274,NEPC,CCDC27,LKO_control,shCXCR7,0.1993,0.2533,0.346,-0.5162,0.618486,6,6
GSE199274,NEPC,SMIM1,LKO_control,shCXCR7,5.1932,4.1033,-0.3398,1.49,0.17539,6,6
GSE199274,NEPC,LRRC47,LKO_control,shCXCR7,33.158,29.9896,-0.1449,0.8651,0.425525,6,6
GSE199274,NEPC,CEP104,LKO_control,shCXCR7,9.6005,7.8185,-0.2962,1.749,0.131897,6,6
GSE199274,NEPC,DFFB,LKO_control,shCXCR7,3.9884,2.803,-0.5088,2.7226,0.022115,6,6
GSE199274,NEPC,C1orf174,LKO_control,shCXCR7,7.6346,9.381,0.2972,-1.2437,0.247252,6,6
GSE199274,NEPC,LINC01134,LKO_control,shCXCR7,0.526,0.373,-0.496,0.7048,0.497109,6,6
GSE199274,NEPC,LINC01346,LKO_control,shCXCR7,0.0237,0.1481,2.6408,-0.8291,0.443068,6,6
GSE199274,NEPC,LOC284661,LKO_control,shCXCR7,0.0146,0.0741,2.344,-0.9856,0.367564,6,6
GSE199274,NEPC,AJAP1,LKO_control,shCXCR7,0.0,0.069,26.0407,-1.0,0.363217,6,6
GSE199274,NEPC,MIR4417,LKO_control,shCXCR7,0.0,0.128,26.9318,-1.0,0.363217,6,6
GSE199274,NEPC,MIR4689,LKO_control,shCXCR7,0.0,0.6008,29.1623,-1.0,0.363217,6,6
GSE199274,NEPC,NPHP4,LKO_control,shCXCR7,4.8494,4.714,-0.0409,0.2543,0.80594,6,6
GSE199274,NEPC,KCNAB2,LKO_control,shCXCR7,6.9081,3.0128,-1.1972,8.8081,5e-06,6,6
GSE199274,NEPC,CHD5,LKO_control,shCXCR7,0.4807,0.5726,0.2523,-1.4498,0.180093,6,6
GSE199274,NEPC,RPL22,LKO_control,shCXCR7,46.531,48.4453,0.0582,-0.2855,0.783059,6,6
GSE199274,NEPC,LOC102724450,LKO_control,shCXCR7,1.5178,1.1679,-0.378,0.8758,0.401696,6,6
GSE199274,NEPC,RNF207,LKO_control,shCXCR7,7.366,4.8755,-0.5953,1.5529,0.152726,6,6
GSE199274,NEPC,ICMT,LKO_control,shCXCR7,21.6514,18.5897,-0.22,1.195,0.268032,6,6
GSE199274,NEPC,LINC00337,LKO_control,shCXCR7,0.2345,0.4662,0.9912,-2.3528,0.043344,6,6
GSE199274,NEPC,HES3,LKO_control,shCXCR7,0.0,0.2078,27.6308,-1.0,0.363217,6,6
GSE199274,NEPC,GPR153,LKO_control,shCXCR7,2.2424,3.494,0.6398,-0.8964,0.392995,6,6
GSE199274,NEPC,ACOT7,LKO_control,shCXCR7,12.867,15.5385,0.2722,-1.2086,0.266236,6,6
GSE199274,NEPC,HES2,LKO_control,shCXCR7,1.5371,2.6094,0.7635,-0.9637,0.362677,6,6
GSE199274,NEPC,ESPN,LKO_control,shCXCR7,2.084,3.0432,0.5462,-0.8466,0.418455,6,6
GSE199274,NEPC,MIR4252,LKO_control,shCXCR7,0.0,0.0742,26.1443,-1.0,0.363217,6,6
GSE199274,NEPC,TNFRSF25,LKO_control,shCXCR7,4.6269,4.3451,-0.0907,0.291,0.777437,6,6
GSE199274,NEPC,PLEKHG5,LKO_control,shCXCR7,4.1482,3.9655,-0.065,0.1675,0.870342,6,6
GSE199274,NEPC,NOL9,LKO_control,shCXCR7,7.4111,4.9226,-0.5903,2.6786,0.024757,6,6
GSE199274,NEPC,TAS1R1,LKO_control,shCXCR7,0.2603,0.5341,1.0366,-1.6432,0.156282,6,6
GSE199274,NEPC,ZBTB48,LKO_control,shCXCR7,14.9837,11.0827,-0.4351,3.3182,0.016309,6,6
GSE199274,NEPC,KLHL21,LKO_control,shCXCR7,14.8119,16.4057,0.1474,-0.9276,0.395299,6,6
GSE199274,NEPC,PHF13,LKO_control,shCXCR7,7.9298,6.4229,-0.3041,1.1578,0.275124,6,6
GSE199274,NEPC,THAP3,LKO_control,shCXCR7,4.2484,3.9605,-0.1012,0.5485,0.600203,6,6
GSE199274,NEPC,DNAJC11,LKO_control,shCXCR7,17.0351,17.3599,0.0272,-0.0994,0.922859,6,6
GSE199274,NEPC,LOC100505887,LKO_control,shCXCR7,0.0,0.0867,26.3697,-1.0,0.363217,6,6
GSE199274,NEPC,CAMTA1,LKO_control,shCXCR7,4.1441,4.0672,-0.027,0.158,0.87987,6,6
GSE199274,NEPC,VAMP3,LKO_control,shCXCR7,32.9623,30.2675,-0.123,0.6642,0.528437,6,6
GSE199274,NEPC,PER3,LKO_control,shCXCR7,8.7584,7.1662,-0.2894,0.6793,0.5136,6,6
GSE199274,NEPC,UTS2,LKO_control,shCXCR7,0.0,0.1087,26.6959,-2.6746,0.044107,6,6
GSE199274,NEPC,TNFRSF9,LKO_control,shCXCR7,0.0169,0.0608,1.8508,-0.9294,0.394236,6,6
GSE199274,NEPC,PARK7,LKO_control,shCXCR7,273.4545,238.0519,-0.2,0.8446,0.419037,6,6
GSE199274,NEPC,ERRFI1,LKO_control,shCXCR7,11.9633,14.7397,0.3011,-1.144,0.287273,6,6
GSE199274,NEPC,LOC102724539,LKO_control,shCXCR7,0.0272,0.0566,1.0559,-0.4677,0.653837,6,6
GSE199274,NEPC,SLC45A1,LKO_control,shCXCR7,2.0095,2.1245,0.0803,-0.0928,0.92788,6,6
GSE199274,NEPC,RERE,LKO_control,shCXCR7,8.4944,7.3361,-0.2115,0.7928,0.446368,6,6
GSE199274,NEPC,LOC102724552,LKO_control,shCXCR7,0.3956,0.3699,-0.0971,0.3356,0.747471,6,6
GSE199274,NEPC,ENO1,LKO_control,shCXCR7,243.4622,205.0122,-0.248,1.205,0.262965,6,6
GSE199274,NEPC,MIR6728,LKO_control,shCXCR7,0.1461,0.5321,1.8651,-1.3649,0.208505,6,6
GSE199274,NEPC,ENO1-AS1,LKO_control,shCXCR7,2.2327,1.4275,-0.6454,2.354,0.047755,6,6
GSE199274,NEPC,CA6,LKO_control,shCXCR7,0.0,0.083,26.3074,-1.0,0.363217,6,6
GSE199274,NEPC,SLC2A7,LKO_control,shCXCR7,0.0,0.213,27.6663,-1.2563,0.264511,6,6
GSE199274,NEPC,SLC2A5,LKO_control,shCXCR7,0.0106,0.1663,3.9725,-1.7366,0.142292,6,6
GSE199274,NEPC,GPR157,LKO_control,shCXCR7,3.8717,8.9527,1.2094,-5.2666,0.000476,6,6
GSE199274,NEPC,MIR34A,LKO_control,shCXCR7,1.3004,1.0176,-0.3538,0.5487,0.596046,6,6
GSE199274,NEPC,H6PD,LKO_control,shCXCR7,11.5691,23.8185,1.0418,-3.1171,0.015472,6,6
GSE199274,NEPC,SPSB1,LKO_control,shCXCR7,2.0865,3.6129,0.7921,-1.9574,0.079216,6,6
GSE199274,NEPC,LOC100506022,LKO_control,shCXCR7,0.4444,0.4441,-0.001,0.0029,0.997771,6,6
GSE199274,NEPC,SLC25A33,LKO_control,shCXCR7,12.7461,20.497,0.6854,-2.8819,0.02778,6,6
GSE199274,NEPC,TMEM201,LKO_control,shCXCR7,5.5573,5.9962,0.1097,-0.3401,0.740851,6,6
GSE199274,NEPC,PIK3CD,LKO_control,shCXCR7,18.8459,15.8428,-0.2504,0.9512,0.363927,6,6
GSE199274,NEPC,PIK3CD-AS1,LKO_control,shCXCR7,0.0,0.0641,25.9334,-1.0,0.363217,6,6
GSE199274,NEPC,PIK3CD-AS2,LKO_control,shCXCR7,3.0604,1.8716,-0.7094,1.8271,0.105713,6,6
GSE199274,NEPC,CLSTN1,LKO_control,shCXCR7,84.4646,100.1979,0.2464,-0.4665,0.651273,6,6
GSE199274,NEPC,CTNNBIP1,LKO_control,shCXCR7,12.1961,16.666,0.4505,-2.316,0.06637,6,6
GSE199274,NEPC,LZIC,LKO_control,shCXCR7,13.6953,13.7097,0.0015,-0.0083,0.993597,6,6
GSE199274,NEPC,NMNAT1,LKO_control,shCXCR7,3.437,3.8158,0.1508,-0.824,0.437496,6,6
GSE199274,NEPC,MIR5697,LKO_control,shCXCR7,0.4201,0.0599,-2.8099,1.3182,0.239644,6,6
GSE199274,NEPC,RBP7,LKO_control,shCXCR7,0.91,2.3878,1.3918,-1.569,0.163553,6,6
GSE199274,NEPC,UBE4B,LKO_control,shCXCR7,14.0323,15.6672,0.159,-0.92,0.396435,6,6
GSE199274,NEPC,KIF1B,LKO_control,shCXCR7,9.6782,9.6463,-0.0048,0.0142,0.988992,6,6
GSE199274,NEPC,MIR1273D,LKO_control,shCXCR7,0.0,0.0,0.0,0.0,1.0,6,6
GSE199274,NEPC,RNU6-1,LKO_control,shCXCR7,0.0,0.0,0.0,0.0,1.0,6,6
GSE199274,NEPC,RNU6-2,LKO_control,shCXCR7,0.0,0.0,0.0,0.0,1.0,6,6
GSE199274,NEPC,RNU6-7,LKO_control,shCXCR7,0.0,0.0,0.0,0.0,1.0,6,6
GSE199274,NEPC,RNU6-9,LKO_control,shCXCR7,0.0,0.0,0.0,0.0,1.0,6,6
GSE199274,NEPC,RNU6-8,LKO_control,shCXCR7,0.0,0.0,0.0,0.0,1.0,6,6
GSE199274,NEPC,PGD,LKO_control,shCXCR7,38.6097,35.0018,-0.1415,0.8387,0.433262,6,6
GSE199274,NEPC,APITD1-CORT,LKO_control,shCXCR7,0.0,0.0,0.0,0.0,1.0,6,6
GSE199274,NEPC,APITD1,LKO_control,shCXCR7,2.1118,1.6115,-0.3901,1.4135,0.18983,6,6
GSE199274,NEPC,CORT,LKO_control,shCXCR7,0.5912,0.5213,-0.1815,0.5723,0.580102,6,6
GSE199274,NEPC,DFFA,LKO_control,shCXCR7,15.0809,8.8764,-0.7647,4.7004,0.001032,6,6
GSE199274,NEPC,PEX14,LKO_control,shCXCR7,10.1765,11.1965,0.1378,-0.6629,0.531267,6,6
GSE199274,NEPC,CASZ1,LKO_control,shCXCR7,14.336,13.1394,-0.1257,0.6742,0.522967,6,6
GSE199274,NEPC,C1orf127,LKO_control,shCXCR7,0.0472,0.1651,1.8072,-0.8619,0.427428,6,6
GSE199274,NEPC,TARDBP,LKO_control,shCXCR7,29.7315,26.1005,-0.1879,1.0843,0.315587,6,6
GSE199274,NEPC,MASP2,LKO_control,shCXCR7,2.6263,2.2947,-0.1947,1.0591,0.316159,6,6
GSE199274,NEPC,SRM,LKO_control,shCXCR7,54.9009,67.6239,0.3007,-1.3865,0.212143,6,6
GSE199274,NEPC,EXOSC10,LKO_control,shCXCR7,29.0655,27.4028,-0.085,0.3336,0.745995,6,6
GSE199274,NEPC,MTOR,LKO_control,shCXCR7,11.0535,6.516,-0.7625,2.5861,0.031361,6,6
GSE199274,NEPC,MTOR-AS1,LKO_control,shCXCR7,0.0808,0.1459,0.8524,-1.117,0.290185,6,6
GSE199274,NEPC,ANGPTL7,LKO_control,shCXCR7,0.0976,0.1145,0.2302,-0.2166,0.835494,6,6
GSE199274,NEPC,UBIAD1,LKO_control,shCXCR7,10.8818,7.6079,-0.5163,3.3506,0.012586,6,6
GSE199274,NEPC,PTCHD2,LKO_control,shCXCR7,0.0397,0.2525,2.6688,-1.5895,0.171382,6,6
GSE199274,NEPC,LOC101929181,LKO_control,shCXCR7,0.0308,0.1018,1.7274,-0.7738,0.470728,6,6
GSE199274,NEPC,FBXO2,LKO_control,shCXCR7,29.7599,25.5593,-0.2195,0.7079,0.498735,6,6
GSE199274,NEPC,FBXO44,LKO_control,shCXCR7,18.6254,15.1223,-0.3006,1.3697,0.20785,6,6
GSE199274,NEPC,FBXO6,LKO_control,shCXCR7,4.6296,6.1628,0.4127,-1.6453,0.146531,6,6
GSE199274,NEPC,MAD2L2,LKO_control,shCXCR7,17.9631,19.1157,0.0897,-0.2875,0.779821,6,6
GSE199274,NEPC,DRAXIN,LKO_control,shCXCR7,0.0994,0.1929,0.9558,-0.6752,0.527559,6,6
GSE199274,NEPC,AGTRAP,LKO_control,shCXCR7,37.8897,79.5672,1.0704,-2.7684,0.032058,6,6
GSE199274,NEPC,C1orf167,LKO_control,shCXCR7,0.0803,0.1194,0.5716,-0.4975,0.633407,6,6
GSE199274,NEPC,LOC102724659,LKO_control,shCXCR7,0.0136,0.0725,2.4199,-0.8075,0.455117,6,6
GSE199274,NEPC,MTHFR,LKO_control,shCXCR7,7.279,7.609,0.064,-0.1943,0.851209,6,6
GSE199274,NEPC,CLCN6,LKO_control,shCXCR7,4.108,4.1575,0.0173,-0.0555,0.956828,6,6
GSE199274,NEPC,NPPA-AS1,LKO_control,shCXCR7,0.1766,0.2625,0.572,-0.6891,0.507525,6,6
GSE199274,NEPC,NPPA,LKO_control,shCXCR7,0.3222,0.3228,0.0028,-0.0044,0.996577,6,6
GSE199274,NEPC,NPPB,LKO_control,shCXCR7,0.0664,0.1135,0.774,-0.5195,0.616676,6,6
GSE199274,NEPC,RNU5E-1,LKO_control,shCXCR7,0.3695,0.9426,1.3509,-2.0037,0.075614,6,6
GSE199274,NEPC,KIAA2013,LKO_control,shCXCR7,22.3121,22.7133,0.0257,-0.1165,0.910642,6,6
GSE199274,NEPC,PLOD1,LKO_control,shCXCR7,59.0874,85.3241,0.5301,-1.3609,0.214583,6,6
GSE199274,NEPC,MFN2,LKO_control,shCXCR7,34.2824,31.0572,-0.1425,0.6315,0.543246,6,6
GSE199274,NEPC,MIIP,LKO_control,shCXCR7,16.5638,17.8536,0.1082,-0.33,0.750154,6,6
GSE199274,NEPC,MIR6729,LKO_control,shCXCR7,0.4075,0.2157,-0.9179,0.5707,0.581198,6,6
GSE199274,NEPC,TNFRSF8,LKO_control,shCXCR7,0.4754,0.5244,0.1415,-0.2319,0.821328,6,6
GSE199274,NEPC,MIR7846,LKO_control,shCXCR7,0.0,0.0,0.0,0.0,1.0,6,6
GSE199274,NEPC,TNFRSF1B,LKO_control,shCXCR7,0.0969,0.2218,1.1952,-1.1678,0.286331,6,6
GSE199274,NEPC,MIR4632,LKO_control,shCXCR7,0.0,0.2298,27.7759,-1.0,0.363217,6,6
GSE199274,NEPC,VPS13D,LKO_control,shCXCR7,4.9816,4.9973,0.0045,-0.0131,0.989797,6,6
GSE199274,NEPC,SNORA59A,LKO_control,shCXCR7,0.0,0.0,0.0,0.0,1.0,6,6
