dataset,cancer,gene,group_a,group_b,mean_a,mean_b,log2FC,t_stat,p_value,n_a,n_b
GSE157256,RCC_HLRCC,RP11-417E7,Normal_kidney,Tumor_Metastasis,1.112,1.2659,0.187,-0.3647,0.724662,5,20
GSE157256,RCC_HLRCC,WFDC21P,Normal_kidney,Tumor_Metastasis,5.8596,5.3126,-0.1414,0.4811,0.64409,5,20
GSE157256,RCC_HLRCC,RP11-536P16,Normal_kidney,Tumor_Metastasis,0.5486,0.5486,0.0,0.0,1.0,5,20
GSE157256,RCC_HLRCC,AP006547,Normal_kidney,Tumor_Metastasis,1.1168,0.9314,-0.2619,0.3114,0.768533,5,20
GSE157256,RCC_HLRCC,LINC02129,Normal_kidney,Tumor_Metastasis,0.5486,0.5999,0.1291,-1.0,0.329877,5,20
GSE157256,RCC_HLRCC,C2orf69P1,Normal_kidney,Tumor_Metastasis,0.5486,0.751,0.4531,-1.3196,0.202656,5,20
GSE157256,RCC_HLRCC,AC137527,Normal_kidney,Tumor_Metastasis,0.5486,0.5486,0.0,0.0,1.0,5,20
GSE157256,RCC_HLRCC,SULT1A3,Normal_kidney,Tumor_Metastasis,9.7306,9.4568,-0.0412,0.5207,0.618128,5,20
GSE157256,RCC_HLRCC,NAMPTP3,Normal_kidney,Tumor_Metastasis,0.5486,0.6062,0.144,-1.0,0.329877,5,20
GSE157256,RCC_HLRCC,RP11-6O2,Normal_kidney,Tumor_Metastasis,3.9647,3.5114,-0.1752,1.0153,0.335416,5,20
GSE157256,RCC_HLRCC,RP11-454F8,Normal_kidney,Tumor_Metastasis,0.5486,0.6582,0.2629,-1.4509,0.163121,5,20
GSE157256,RCC_HLRCC,LINC00555,Normal_kidney,Tumor_Metastasis,0.5486,0.5486,0.0,0.0,1.0,5,20
GSE157256,RCC_HLRCC,RP11-7K24,Normal_kidney,Tumor_Metastasis,2.9101,3.7259,0.3565,-1.0225,0.351123,5,20
GSE157256,RCC_HLRCC,RP1-223E5,Normal_kidney,Tumor_Metastasis,4.6379,3.6891,-0.3302,1.429,0.179819,5,20
GSE157256,RCC_HLRCC,RP11-5N19,Normal_kidney,Tumor_Metastasis,1.6092,0.9935,-0.6957,1.059,0.34284,5,20
GSE157256,RCC_HLRCC,LINC01195,Normal_kidney,Tumor_Metastasis,0.5486,0.5486,0.0,0.0,1.0,5,20
GSE157256,RCC_HLRCC,RP11-553E24,Normal_kidney,Tumor_Metastasis,0.5486,0.5486,0.0,0.0,1.0,5,20
GSE157256,RCC_HLRCC,RP11-481J2,Normal_kidney,Tumor_Metastasis,5.3943,5.1171,-0.0761,0.617,0.561108,5,20
GSE157256,RCC_HLRCC,RP1-166H4,Normal_kidney,Tumor_Metastasis,0.5486,0.8227,0.5847,-1.6646,0.112396,5,20
GSE157256,RCC_HLRCC,LINC01228,Normal_kidney,Tumor_Metastasis,0.5486,0.6018,0.1337,-1.0,0.329877,5,20
GSE157256,RCC_HLRCC,PPP1R1AP2,Normal_kidney,Tumor_Metastasis,0.5486,0.5486,0.0,0.0,1.0,5,20
GSE157256,RCC_HLRCC,CDC37P2,Normal_kidney,Tumor_Metastasis,4.1022,3.813,-0.1055,0.2801,0.789838,5,20
GSE157256,RCC_HLRCC,LINC02178,Normal_kidney,Tumor_Metastasis,1.8465,1.8532,0.0052,-0.0092,0.992946,5,20
GSE157256,RCC_HLRCC,RP11-899L11,Normal_kidney,Tumor_Metastasis,0.5486,0.5486,0.0,0.0,1.0,5,20
GSE157256,RCC_HLRCC,LINC00563,Normal_kidney,Tumor_Metastasis,0.5486,1.2297,1.1646,-3.554,0.002119,5,20
GSE157256,RCC_HLRCC,RP11-819C21,Normal_kidney,Tumor_Metastasis,6.2591,6.0279,-0.0543,1.0467,0.31193,5,20
GSE157256,RCC_HLRCC,RP4-545K15,Normal_kidney,Tumor_Metastasis,3.0865,2.8516,-0.1142,0.6325,0.540154,5,20
GSE157256,RCC_HLRCC,ATP5J2P6,Normal_kidney,Tumor_Metastasis,0.5486,0.5486,0.0,0.0,1.0,5,20
GSE157256,RCC_HLRCC,LMO7-AS1,Normal_kidney,Tumor_Metastasis,3.7284,2.6863,-0.473,1.5085,0.166825,5,20
GSE157256,RCC_HLRCC,RP11-96K14,Normal_kidney,Tumor_Metastasis,0.5486,0.5486,0.0,0.0,1.0,5,20
GSE157256,RCC_HLRCC,RP11-141O15,Normal_kidney,Tumor_Metastasis,2.6936,2.0802,-0.3728,0.8352,0.433087,5,20
GSE157256,RCC_HLRCC,RP11-325K4,Normal_kidney,Tumor_Metastasis,4.4128,3.916,-0.1723,1.0147,0.341715,5,20
GSE157256,RCC_HLRCC,TMEM178B,Normal_kidney,Tumor_Metastasis,7.0116,8.8087,0.3292,-1.252,0.271391,5,20
GSE157256,RCC_HLRCC,RP3-523K23,Normal_kidney,Tumor_Metastasis,7.5845,6.7069,-0.1774,1.2215,0.237664,5,20
GSE157256,RCC_HLRCC,RP11-333O1,Normal_kidney,Tumor_Metastasis,0.5486,1.2062,1.1368,-3.2226,0.004481,5,20
GSE157256,RCC_HLRCC,RP11-104N10,Normal_kidney,Tumor_Metastasis,7.7451,7.1321,-0.119,1.3722,0.220886,5,20
GSE157256,RCC_HLRCC,RP11-62H20,Normal_kidney,Tumor_Metastasis,1.0189,0.6552,-0.6372,0.7543,0.488891,5,20
GSE157256,RCC_HLRCC,RP11-496D24,Normal_kidney,Tumor_Metastasis,1.7338,0.8739,-0.9884,1.2823,0.26167,5,20
GSE157256,RCC_HLRCC,LINC02167,Normal_kidney,Tumor_Metastasis,3.7776,3.7303,-0.0182,0.0467,0.96407,5,20
GSE157256,RCC_HLRCC,AC135050,Normal_kidney,Tumor_Metastasis,1.9583,1.6005,-0.291,0.7125,0.507203,5,20
GSE157256,RCC_HLRCC,RBFADN,Normal_kidney,Tumor_Metastasis,6.8473,5.3003,-0.3695,2.6283,0.045108,5,20
GSE157256,RCC_HLRCC,RP11-361D14,Normal_kidney,Tumor_Metastasis,0.5486,0.5486,0.0,0.0,1.0,5,20
GSE157256,RCC_HLRCC,RP11-1021N1,Normal_kidney,Tumor_Metastasis,0.5486,0.5486,0.0,0.0,1.0,5,20
GSE157256,RCC_HLRCC,ADAMTS7P3,Normal_kidney,Tumor_Metastasis,1.4621,2.2884,0.6463,-1.8167,0.113048,5,20
GSE157256,RCC_HLRCC,RP11-102D18,Normal_kidney,Tumor_Metastasis,0.5486,0.5486,0.0,0.0,1.0,5,20
GSE157256,RCC_HLRCC,RP11-2A4,Normal_kidney,Tumor_Metastasis,0.5486,0.5486,0.0,0.0,1.0,5,20
GSE157256,RCC_HLRCC,EPPK1,Normal_kidney,Tumor_Metastasis,3.0638,5.0958,0.734,-1.4691,0.193048,5,20
GSE157256,RCC_HLRCC,RP11-332G1,Normal_kidney,Tumor_Metastasis,0.5486,0.5486,0.0,0.0,1.0,5,20
GSE157256,RCC_HLRCC,LINC02131,Normal_kidney,Tumor_Metastasis,0.5486,0.5486,0.0,0.0,1.0,5,20
GSE157256,RCC_HLRCC,LINC01989,Normal_kidney,Tumor_Metastasis,0.5486,0.5486,0.0,0.0,1.0,5,20
GSE157256,RCC_HLRCC,RP11-58A18,Normal_kidney,Tumor_Metastasis,1.4901,1.113,-0.4209,0.5237,0.624277,5,20
GSE157256,RCC_HLRCC,RP11-68I18,Normal_kidney,Tumor_Metastasis,3.8712,4.0584,0.0681,-0.3033,0.773255,5,20
GSE157256,RCC_HLRCC,HMGB1P33,Normal_kidney,Tumor_Metastasis,0.7801,0.6193,-0.3329,0.664,0.537419,5,20
GSE157256,RCC_HLRCC,LINC02188,Normal_kidney,Tumor_Metastasis,6.3108,4.9422,-0.3527,1.57,0.163796,5,20
GSE157256,RCC_HLRCC,RP11-2L4,Normal_kidney,Tumor_Metastasis,0.5486,0.5486,0.0,0.0,1.0,5,20
GSE157256,RCC_HLRCC,RP11-805I24,Normal_kidney,Tumor_Metastasis,0.5486,0.759,0.4684,-1.7656,0.093528,5,20
GSE157256,RCC_HLRCC,RP11-90K18,Normal_kidney,Tumor_Metastasis,0.5486,0.5486,0.0,0.0,1.0,5,20
GSE157256,RCC_HLRCC,RP11-467M13,Normal_kidney,Tumor_Metastasis,0.7633,0.5486,-0.4766,1.0,0.373901,5,20
GSE157256,RCC_HLRCC,RP11-201A3,Normal_kidney,Tumor_Metastasis,0.5486,0.6464,0.2368,-1.0,0.329877,5,20
GSE157256,RCC_HLRCC,RP11-532F12,Normal_kidney,Tumor_Metastasis,6.8796,6.5992,-0.06,0.4943,0.63015,5,20
GSE157256,RCC_HLRCC,RP11-196O2,Normal_kidney,Tumor_Metastasis,0.5486,0.6055,0.1425,-1.0,0.329877,5,20
GSE157256,RCC_HLRCC,RP11-1007O24,Normal_kidney,Tumor_Metastasis,4.9023,4.7354,-0.05,0.5433,0.601326,5,20
GSE157256,RCC_HLRCC,CTA-445C9,Normal_kidney,Tumor_Metastasis,8.0306,7.659,-0.0683,0.8527,0.434691,5,20
GSE157256,RCC_HLRCC,RP3-512B11,Normal_kidney,Tumor_Metastasis,4.2145,4.2865,0.0244,-0.1223,0.906872,5,20
GSE157256,RCC_HLRCC,C16orf97,Normal_kidney,Tumor_Metastasis,0.5486,0.5486,0.0,0.0,1.0,5,20
GSE157256,RCC_HLRCC,RP11-16L14,Normal_kidney,Tumor_Metastasis,0.5486,0.5486,0.0,0.0,1.0,5,20
GSE157256,RCC_HLRCC,RNF126P1,Normal_kidney,Tumor_Metastasis,0.7801,1.9451,1.3182,-3.4206,0.003933,5,20
GSE157256,RCC_HLRCC,LINC01898,Normal_kidney,Tumor_Metastasis,0.5486,0.8598,0.6483,-1.2156,0.239029,5,20
GSE157256,RCC_HLRCC,CTD-2380F24,Normal_kidney,Tumor_Metastasis,1.2359,1.2111,-0.0292,0.0742,0.942721,5,20
GSE157256,RCC_HLRCC,CYP4A43P,Normal_kidney,Tumor_Metastasis,0.5486,0.5486,0.0,0.0,1.0,5,20
GSE157256,RCC_HLRCC,RP11-26O3,Normal_kidney,Tumor_Metastasis,0.5486,0.5486,0.0,0.0,1.0,5,20
GSE157256,RCC_HLRCC,UBE2FP2,Normal_kidney,Tumor_Metastasis,1.681,0.9461,-0.8292,0.8423,0.444695,5,20
GSE157256,RCC_HLRCC,RP3-496C20,Normal_kidney,Tumor_Metastasis,2.3588,2.1693,-0.1208,0.3133,0.766942,5,20
GSE157256,RCC_HLRCC,AC004449,Normal_kidney,Tumor_Metastasis,2.0496,2.9798,0.5399,-1.8663,0.096275,5,20
GSE157256,RCC_HLRCC,NIFKP4,Normal_kidney,Tumor_Metastasis,1.0238,1.0092,-0.0207,0.0433,0.966677,5,20
GSE157256,RCC_HLRCC,LINC00561,Normal_kidney,Tumor_Metastasis,0.5486,0.5486,0.0,0.0,1.0,5,20
GSE157256,RCC_HLRCC,LA16c-361A3,Normal_kidney,Tumor_Metastasis,3.2195,2.9272,-0.1373,0.7817,0.45291,5,20
GSE157256,RCC_HLRCC,RP11-452D12,Normal_kidney,Tumor_Metastasis,1.289,1.6913,0.3919,-0.7911,0.457974,5,20
GSE157256,RCC_HLRCC,SULT1C2P2,Normal_kidney,Tumor_Metastasis,1.0189,0.5486,-0.8933,1.0,0.373901,5,20
GSE157256,RCC_HLRCC,CLEC19A,Normal_kidney,Tumor_Metastasis,1.5327,1.2408,-0.3048,0.6097,0.562139,5,20
GSE157256,RCC_HLRCC,BCAP31P1,Normal_kidney,Tumor_Metastasis,0.7633,0.6608,-0.2081,0.4492,0.67178,5,20
GSE157256,RCC_HLRCC,RP11-960L18,Normal_kidney,Tumor_Metastasis,1.6569,2.5186,0.6042,-1.1515,0.294525,5,20
GSE157256,RCC_HLRCC,RP11-344A16,Normal_kidney,Tumor_Metastasis,0.5486,0.7759,0.5002,-1.7973,0.088197,5,20
GSE157256,RCC_HLRCC,RP11-629O1,Normal_kidney,Tumor_Metastasis,0.5486,0.5486,0.0,0.0,1.0,5,20
GSE157256,RCC_HLRCC,ZNF865,Normal_kidney,Tumor_Metastasis,8.8394,9.0169,0.0287,-0.9337,0.373145,5,20
GSE157256,RCC_HLRCC,CTD-2006K23,Normal_kidney,Tumor_Metastasis,0.5486,0.5486,0.0,0.0,1.0,5,20
GSE157256,RCC_HLRCC,AC140912,Normal_kidney,Tumor_Metastasis,0.5486,0.6971,0.3458,-1.4209,0.171547,5,20
GSE157256,RCC_HLRCC,LINC02133,Normal_kidney,Tumor_Metastasis,1.2505,0.7612,-0.7162,1.0101,0.36333,5,20
GSE157256,RCC_HLRCC,RP11-331H13,Normal_kidney,Tumor_Metastasis,0.7775,0.5486,-0.5031,1.0,0.373901,5,20
GSE157256,RCC_HLRCC,ABCD1P3,Normal_kidney,Tumor_Metastasis,0.5486,0.5486,0.0,0.0,1.0,5,20
GSE157256,RCC_HLRCC,RP11-356O24,Normal_kidney,Tumor_Metastasis,0.5486,0.5486,0.0,0.0,1.0,5,20
GSE157256,RCC_HLRCC,RP11-510J16,Normal_kidney,Tumor_Metastasis,0.5486,0.7141,0.3805,-1.3904,0.180472,5,20
GSE157256,RCC_HLRCC,BOP1,Normal_kidney,Tumor_Metastasis,9.819,9.9232,0.0152,-0.3639,0.72865,5,20
GSE157256,RCC_HLRCC,AC009166,Normal_kidney,Tumor_Metastasis,4.3968,4.5179,0.0392,-0.2145,0.833888,5,20
GSE157256,RCC_HLRCC,ANKRD26P1,Normal_kidney,Tumor_Metastasis,2.6133,1.4985,-0.8024,0.6175,0.56924,5,20
GSE157256,RCC_HLRCC,LINC02128,Normal_kidney,Tumor_Metastasis,0.5486,1.163,1.0841,-2.1271,0.046734,5,20
GSE157256,RCC_HLRCC,RP11-517C16,Normal_kidney,Tumor_Metastasis,5.9196,4.5389,-0.3832,3.6436,0.001727,5,20
GSE157256,RCC_HLRCC,GOLGA8T,Normal_kidney,Tumor_Metastasis,3.2413,3.0214,-0.1013,0.2728,0.793748,5,20
GSE157256,RCC_HLRCC,LINC01751,Normal_kidney,Tumor_Metastasis,1.5545,0.9369,-0.7305,1.3461,0.234061,5,20
GSE157256,RCC_HLRCC,RP11-673E11,Normal_kidney,Tumor_Metastasis,1.1364,0.9737,-0.2228,0.2637,0.802878,5,20
GSE157256,RCC_HLRCC,CTD-2520I13,Normal_kidney,Tumor_Metastasis,0.5486,0.5486,0.0,0.0,1.0,5,20
GSE157256,RCC_HLRCC,RP11-308D13,Normal_kidney,Tumor_Metastasis,0.5486,0.7597,0.4697,-1.8144,0.085445,5,20
GSE157256,RCC_HLRCC,MUC22,Normal_kidney,Tumor_Metastasis,1.083,1.3669,0.3359,-0.7123,0.497756,5,20
GSE157256,RCC_HLRCC,LA16c-444G7,Normal_kidney,Tumor_Metastasis,0.5486,0.5486,0.0,0.0,1.0,5,20
GSE157256,RCC_HLRCC,TP53TG3GP,Normal_kidney,Tumor_Metastasis,0.846,0.6078,-0.477,0.7854,0.473039,5,20
GSE157256,RCC_HLRCC,OR4H6P,Normal_kidney,Tumor_Metastasis,0.846,0.7975,-0.0852,0.1403,0.892294,5,20
GSE157256,RCC_HLRCC,RP11-430C1,Normal_kidney,Tumor_Metastasis,0.5486,0.7027,0.3572,-1.3998,0.17769,5,20
GSE157256,RCC_HLRCC,ULK4P1,Normal_kidney,Tumor_Metastasis,2.3121,2.6492,0.1963,-0.3875,0.712012,5,20
GSE157256,RCC_HLRCC,SOD1P2,Normal_kidney,Tumor_Metastasis,0.5486,0.5486,0.0,0.0,1.0,5,20
GSE157256,RCC_HLRCC,RBM22P13,Normal_kidney,Tumor_Metastasis,0.5486,0.5486,0.0,0.0,1.0,5,20
GSE157256,RCC_HLRCC,CYP4A44P,Normal_kidney,Tumor_Metastasis,0.5486,0.5486,0.0,0.0,1.0,5,20
GSE157256,RCC_HLRCC,RP11-295M3,Normal_kidney,Tumor_Metastasis,1.5871,1.2456,-0.3495,0.6821,0.523519,5,20
GSE157256,RCC_HLRCC,RP11-389G6,Normal_kidney,Tumor_Metastasis,1.0212,0.8263,-0.3055,0.6138,0.562932,5,20
GSE157256,RCC_HLRCC,RP11-309M7,Normal_kidney,Tumor_Metastasis,4.9537,4.4385,-0.1584,0.4273,0.685887,5,20
GSE157256,RCC_HLRCC,C2orf69P3,Normal_kidney,Tumor_Metastasis,0.5486,0.5486,0.0,0.0,1.0,5,20
GSE157256,RCC_HLRCC,CTD-2125J1,Normal_kidney,Tumor_Metastasis,0.5486,0.5486,0.0,0.0,1.0,5,20
GSE157256,RCC_HLRCC,RP11-157P23,Normal_kidney,Tumor_Metastasis,0.5486,0.5486,0.0,0.0,1.0,5,20
GSE157256,RCC_HLRCC,FIGNL2,Normal_kidney,Tumor_Metastasis,5.0917,4.3051,-0.2421,0.592,0.578744,5,20
GSE157256,RCC_HLRCC,RP11-354I13,Normal_kidney,Tumor_Metastasis,0.5486,0.6667,0.2815,-1.453,0.162551,5,20
GSE157256,RCC_HLRCC,AC002550,Normal_kidney,Tumor_Metastasis,2.5326,2.9166,0.2037,-0.6147,0.569626,5,20
GSE157256,RCC_HLRCC,RP11-2C15,Normal_kidney,Tumor_Metastasis,0.5486,0.5486,0.0,0.0,1.0,5,20
GSE157256,RCC_HLRCC,LARP4P,Normal_kidney,Tumor_Metastasis,1.6374,1.7736,0.1153,-0.3894,0.706285,5,20
GSE157256,RCC_HLRCC,LINC01834,Normal_kidney,Tumor_Metastasis,0.5486,0.5486,0.0,0.0,1.0,5,20
GSE157256,RCC_HLRCC,RP11-653J6,Normal_kidney,Tumor_Metastasis,2.4461,1.9048,-0.3608,0.9449,0.382385,5,20
GSE157256,RCC_HLRCC,LINC02152,Normal_kidney,Tumor_Metastasis,2.0947,2.3561,0.1696,-0.1993,0.848823,5,20
GSE157256,RCC_HLRCC,RP11-297D21,Normal_kidney,Tumor_Metastasis,5.8611,5.3707,-0.1261,1.3121,0.247568,5,20
GSE157256,RCC_HLRCC,LINC02192,Normal_kidney,Tumor_Metastasis,0.5486,0.6768,0.303,-1.4431,0.165287,5,20
GSE157256,RCC_HLRCC,LINC01355,Normal_kidney,Tumor_Metastasis,8.8707,8.6904,-0.0296,0.9178,0.368232,5,20
GSE157256,RCC_HLRCC,CTD-2049O4,Normal_kidney,Tumor_Metastasis,0.7923,0.5999,-0.4012,0.7723,0.479646,5,20
GSE157256,RCC_HLRCC,RP11-281J9,Normal_kidney,Tumor_Metastasis,0.5486,0.5486,0.0,0.0,1.0,5,20
GSE157256,RCC_HLRCC,CD24P2,Normal_kidney,Tumor_Metastasis,0.5486,0.8554,0.6408,-2.064,0.052945,5,20
GSE157256,RCC_HLRCC,RP11-318A15,Normal_kidney,Tumor_Metastasis,1.2385,1.0849,-0.1911,0.4569,0.660304,5,20
GSE157256,RCC_HLRCC,EIF4BP5,Normal_kidney,Tumor_Metastasis,0.7633,1.348,0.8205,-2.1808,0.05671,5,20
GSE157256,RCC_HLRCC,RP11-378A13,Normal_kidney,Tumor_Metastasis,4.9194,4.7536,-0.0495,0.468,0.65279,5,20
GSE157256,RCC_HLRCC,LINC01616,Normal_kidney,Tumor_Metastasis,1.007,0.9566,-0.0741,0.1355,0.894667,5,20
GSE157256,RCC_HLRCC,CTD-2568A17,Normal_kidney,Tumor_Metastasis,0.5486,0.5486,0.0,0.0,1.0,5,20
GSE157256,RCC_HLRCC,AC006538,Normal_kidney,Tumor_Metastasis,0.846,0.9994,0.2404,-0.4638,0.659038,5,20
GSE157256,RCC_HLRCC,LINC02136,Normal_kidney,Tumor_Metastasis,0.5486,0.5486,0.0,0.0,1.0,5,20
GSE157256,RCC_HLRCC,RP3-465N24,Normal_kidney,Tumor_Metastasis,3.1488,2.6422,-0.2531,1.9295,0.07925,5,20
GSE157256,RCC_HLRCC,CTD-3185P2,Normal_kidney,Tumor_Metastasis,6.7705,6.4644,-0.0668,1.3685,0.207742,5,20
GSE157256,RCC_HLRCC,CTA-14H9,Normal_kidney,Tumor_Metastasis,5.1502,4.1588,-0.3085,2.9503,0.008328,5,20
GSE157256,RCC_HLRCC,PYCARD-AS1,Normal_kidney,Tumor_Metastasis,2.0872,1.5712,-0.4097,0.7297,0.497591,5,20
GSE157256,RCC_HLRCC,RP11-134D3,Normal_kidney,Tumor_Metastasis,0.7923,0.8926,0.172,-0.3566,0.73197,5,20
GSE157256,RCC_HLRCC,MANEA-AS1,Normal_kidney,Tumor_Metastasis,4.8002,4.8729,0.0217,-0.1945,0.853809,5,20
GSE157256,RCC_HLRCC,RP11-474B12,Normal_kidney,Tumor_Metastasis,1.007,0.7662,-0.3943,0.7876,0.46342,5,20
GSE157256,RCC_HLRCC,PECAM1,Normal_kidney,Tumor_Metastasis,10.3974,11.599,0.1578,-2.1067,0.082608,5,20
GSE157256,RCC_HLRCC,VPS9D1-AS1,Normal_kidney,Tumor_Metastasis,5.1198,5.2603,0.0391,-0.6576,0.522639,5,20
GSE157256,RCC_HLRCC,PDCD6IPP2,Normal_kidney,Tumor_Metastasis,4.4869,4.1737,-0.1044,1.0169,0.323153,5,20
GSE157256,RCC_HLRCC,RP11-395N3,Normal_kidney,Tumor_Metastasis,0.5486,2.1116,1.9446,-6.6893,2e-06,5,20
GSE157256,RCC_HLRCC,RP11-461L18,Normal_kidney,Tumor_Metastasis,0.5486,0.5486,0.0,0.0,1.0,5,20
GSE157256,RCC_HLRCC,RP11-60L3,Normal_kidney,Tumor_Metastasis,0.5486,1.1041,1.0092,-2.1838,0.041722,5,20
GSE157256,RCC_HLRCC,MAFTRR,Normal_kidney,Tumor_Metastasis,1.2749,2.4169,0.9228,-1.8948,0.092523,5,20
GSE157256,RCC_HLRCC,HSPE1P5,Normal_kidney,Tumor_Metastasis,0.846,0.9798,0.2118,-0.4079,0.697857,5,20
GSE157256,RCC_HLRCC,LINC01177,Normal_kidney,Tumor_Metastasis,0.5486,0.5486,0.0,0.0,1.0,5,20
GSE157256,RCC_HLRCC,LA16c-329F2,Normal_kidney,Tumor_Metastasis,4.3575,3.2515,-0.4224,1.6641,0.148287,5,20
GSE157256,RCC_HLRCC,AC011525,Normal_kidney,Tumor_Metastasis,0.5486,0.5486,0.0,0.0,1.0,5,20
GSE157256,RCC_HLRCC,RP11-378I6,Normal_kidney,Tumor_Metastasis,0.5486,0.5486,0.0,0.0,1.0,5,20
GSE157256,RCC_HLRCC,TEN1-CDK3,Normal_kidney,Tumor_Metastasis,7.5726,7.5657,-0.0013,0.0309,0.976105,5,20
GSE157256,RCC_HLRCC,RP11-543N12,Normal_kidney,Tumor_Metastasis,0.5486,0.5486,0.0,0.0,1.0,5,20
GSE157256,RCC_HLRCC,RP11-268G13,Normal_kidney,Tumor_Metastasis,2.2612,1.782,-0.3435,0.4967,0.640715,5,20
GSE157256,RCC_HLRCC,RP1-168L15,Normal_kidney,Tumor_Metastasis,4.2913,3.5541,-0.2719,0.938,0.383608,5,20
GSE157256,RCC_HLRCC,RP11-22D3,Normal_kidney,Tumor_Metastasis,0.5486,0.5486,0.0,0.0,1.0,5,20
GSE157256,RCC_HLRCC,ATP5F1P7,Normal_kidney,Tumor_Metastasis,0.5486,0.5486,0.0,0.0,1.0,5,20
GSE157256,RCC_HLRCC,AC144833,Normal_kidney,Tumor_Metastasis,0.5486,0.6802,0.3102,-1.0,0.329877,5,20
GSE157256,RCC_HLRCC,CTD-2349B8,Normal_kidney,Tumor_Metastasis,0.9948,0.8012,-0.3123,0.6501,0.54147,5,20
GSE157256,RCC_HLRCC,RP11-16P6,Normal_kidney,Tumor_Metastasis,5.5077,5.2974,-0.0562,0.4455,0.672114,5,20
GSE157256,RCC_HLRCC,DPPA2P4,Normal_kidney,Tumor_Metastasis,0.5486,0.6208,0.1785,-1.0,0.329877,5,20
GSE157256,RCC_HLRCC,RP4-616B8,Normal_kidney,Tumor_Metastasis,1.8641,1.5088,-0.3051,0.8234,0.440025,5,20
GSE157256,RCC_HLRCC,LINC01613,Normal_kidney,Tumor_Metastasis,1.1655,0.6946,-0.7466,0.7528,0.491345,5,20
GSE157256,RCC_HLRCC,RP13-126P21,Normal_kidney,Tumor_Metastasis,0.5486,0.9299,0.7615,-2.3685,0.028616,5,20
GSE157256,RCC_HLRCC,RP11-399O19,Normal_kidney,Tumor_Metastasis,5.0647,5.5424,0.13,-0.4027,0.704692,5,20
GSE157256,RCC_HLRCC,DKFZP434H168,Normal_kidney,Tumor_Metastasis,0.5486,0.6245,0.1871,-1.0,0.329877,5,20
GSE157256,RCC_HLRCC,DUX4L45,Normal_kidney,Tumor_Metastasis,0.5486,0.7801,0.508,-1.4511,0.163068,5,20
GSE157256,RCC_HLRCC,RP11-217B1,Normal_kidney,Tumor_Metastasis,2.9651,2.8334,-0.0655,0.1728,0.869708,5,20
GSE157256,RCC_HLRCC,RP11-709D24,Normal_kidney,Tumor_Metastasis,3.5619,3.6264,0.0259,-0.2056,0.839754,5,20
GSE157256,RCC_HLRCC,LINC00559,Normal_kidney,Tumor_Metastasis,0.5486,0.5486,0.0,0.0,1.0,5,20
GSE157256,RCC_HLRCC,RP11-109D9,Normal_kidney,Tumor_Metastasis,2.3683,1.0489,-1.175,2.1929,0.080845,5,20
GSE157256,RCC_HLRCC,LINC01735,Normal_kidney,Tumor_Metastasis,0.5486,0.7615,0.4731,-1.8127,0.085703,5,20
GSE157256,RCC_HLRCC,LINC01003,Normal_kidney,Tumor_Metastasis,7.2892,6.9319,-0.0725,1.7703,0.096023,5,20
GSE157256,RCC_HLRCC,TUBB8,Normal_kidney,Tumor_Metastasis,2.5035,3.1656,0.3385,-0.8899,0.413083,5,20
GSE157256,RCC_HLRCC,RP11-787D11,Normal_kidney,Tumor_Metastasis,0.7633,0.6006,-0.3459,0.7364,0.498209,5,20
GSE157256,RCC_HLRCC,UBE2MP1,Normal_kidney,Tumor_Metastasis,2.2235,2.8853,0.3759,-1.3554,0.235362,5,20
GSE157256,RCC_HLRCC,CTA-254O6,Normal_kidney,Tumor_Metastasis,0.5486,0.8898,0.6978,-1.6701,0.111287,5,20
GSE157256,RCC_HLRCC,RP11-731K22,Normal_kidney,Tumor_Metastasis,0.5486,0.7165,0.3853,-1.8296,0.083054,5,20
GSE157256,RCC_HLRCC,RP11-1024P17,Normal_kidney,Tumor_Metastasis,5.1192,5.1134,-0.0016,0.0174,0.986492,5,20
GSE157256,RCC_HLRCC,RP11-152O14,Normal_kidney,Tumor_Metastasis,0.5486,0.5486,0.0,0.0,1.0,5,20
GSE157256,RCC_HLRCC,RP11-61F12,Normal_kidney,Tumor_Metastasis,2.7716,2.5216,-0.1364,0.374,0.723785,5,20
GSE157256,RCC_HLRCC,RP11-467I17,Normal_kidney,Tumor_Metastasis,0.5486,0.6685,0.2853,-1.4472,0.164136,5,20
GSE157256,RCC_HLRCC,LINC02190,Normal_kidney,Tumor_Metastasis,0.5486,0.5486,0.0,0.0,1.0,5,20
GSE157256,RCC_HLRCC,RP11-673P17,Normal_kidney,Tumor_Metastasis,0.5486,0.5486,0.0,0.0,1.0,5,20
GSE157256,RCC_HLRCC,PAN3-AS1,Normal_kidney,Tumor_Metastasis,6.1896,5.8175,-0.0894,1.2298,0.247071,5,20
GSE157256,RCC_HLRCC,RARRES2P9,Normal_kidney,Tumor_Metastasis,0.5486,0.6075,0.1472,-1.0,0.329877,5,20
GSE157256,RCC_HLRCC,AC135048,Normal_kidney,Tumor_Metastasis,5.3968,5.5482,0.0399,-0.4154,0.69239,5,20
GSE157256,RCC_HLRCC,DNM1P31,Normal_kidney,Tumor_Metastasis,0.5486,0.5486,0.0,0.0,1.0,5,20
GSE157256,RCC_HLRCC,LINC00566,Normal_kidney,Tumor_Metastasis,0.5486,0.5486,0.0,0.0,1.0,5,20
GSE157256,RCC_HLRCC,CH17-260O16,Normal_kidney,Tumor_Metastasis,4.8146,4.5582,-0.0789,0.54,0.611878,5,20
