context,direction,library,rank,term,p_value,adj_p_value,overlap_genes,matches_nominated_agent
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,59,LJP006 BT20 3H-QL-XII-47-0.37,3.6090086580744e-10,4.4152244905052576e-08,NR4A2;NR4A3;GADD45A;MAFF;HBEGF,
renal medullary carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,60,LJP005 MCF10A 3H-PF-477736-10,3.908459657109264e-10,4.7018769675024446e-08,NR4A2;NR4A3;CXCL1;FOS;CXCL2,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,1,LJP008 HEPG2 24H-GSK-1070916-10,5.071321696328071e-14,8.389994614405161e-10,POSTN;ANGPT2;LUM;LYZ;DCN;GJA1;VCAN;COL3A1;COL1A2;PTPRC;IL8;FABP5,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,2,LJP005 HCC515 24H-XMD16-144-1.11,3.710703846021813e-13,3.0694942214292437e-09,CD74;POSTN;LUM;TNC;LYZ;CXCL14;IGJ;DCN;ASPN;MMP12;COL3A1;FABP5,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,3,LJP008 HEPG2 24H-I-BET151-1.11,1.3548595123279938e-12,6.124589379888049e-09,CD74;CD163;SPINK5;CFI;CXCL10;VCAN;FCGR2A;FABP5;SPP1;HLA-DRA;PI3;S100A9,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,4,LJP006 MCF10A 3H-WYE-125132-0.12,1.480800140205041e-12,6.124589379888049e-09,SERPINB3;SERPINB4;CXCL10;CXCL11;RSAD2;FABP5;CFI;SPP1;S100A12;CXCL14;SPRR1A;HLA-DPA1,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,5,LJP006 PC3 24H-CGP-60474-3.33,2.119515815793611e-12,7.0130539312979e-09,MMP12;CD74;COL3A1;GPNMB;IFI6;IFI44;HLA-DRA;SPARCL1;HLA-DQA1;DCN;HLA-DPA1,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,6,LJP006 HCC515 24H-QL-X-138-10,3.5916510796217874e-12,9.90337924354381e-09,SRGN;TNC;LYZ;MMP12;COL3A1;COL1A2;AKR1B10;IL8;FABP5;RGS1;SPP1;PLBD1,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,7,LJP009 HEPG2 24H-GDC-0879-3.33,7.435319886339442e-12,1.7572847457085675e-08,MMP12;CD74;CXCL9;ENTPD1;COL3A1;COL1A2;HLA-DRA;LYZ;IGJ;HLA-DQA1;HLA-DRB1;HLA-DPA1,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,8,LJP006 HS578T 24H-QL-X-138-10,1.1876614442776719e-11,2.4560838667662255e-08,SRGN;LUM;CFI;LAPTM5;LYZ;SULF1;IGJ;DCN;CXCL10;GJA1;COL3A1;VCAN,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,9,LJP006 HME1 3H-HG-5-88-01-10,1.403438687511985e-11,2.5798321829109198e-08,SERPINB3;KRT1;SPINK5;SPP1;DSG1;PI3;CXCL14;SPRR2B;SPRR1A;S100A7;TMEM45A,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,10,LJP006 SKBR3 24H-sorafenib-10,4.983539308037879e-11,8.244767431217867e-08,SERPINB3;POSTN;LUM;SAMHD1;CXCL14;DCN;ASPN;GJA1;IL8;FABP5;CCL2;PI3,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,11,LJP009 HEPG2 24H-SYK-inhibitor-1.11,6.881146108268167e-11,1.0349243746835323e-07,CD74;FGL2;CYBB;HLA-DRA;LYZ;S100A9;ASPN;HLA-DQA1;HLA-DRB1;HLA-DPA1;TMEM45A,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,12,LJP007 HA1E 24H-A66-10,8.84028520060513e-11,1.218780652990094e-07,MMP12;CXCL10;CXCL9;CD163;AKR1B10;IL8;RGS1;FGL2;LYZ;S100A9;HLA-DPA1;S100A7,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,13,LJP007 HA1E 24H-INK-128-0.12,9.937097603593893e-11,1.2646103288758258e-07,SRGN;CXCL9;KRT1;FGL2;TNC;KRT10;LYZ;CXCL14;IGJ;DCN;VCAN;IL8,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,14,LJP006 A375 24H-GW-843682X-3.33,1.4433277317978946e-10,1.7056009996331694e-07,SERPINB3;LUM;IFI6;SULF1;CXCL14;SEPP1;DCN;COL3A1;AKR1B10;HLA-DRA;SPRR1A;S100A7,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,15,LJP005 HCC515 24H-GDC-0980-0.37,1.707999396710395e-10,1.8838094679451186e-07,MMP12;CXCL9;FABP4;FABP5;RGS1;LUM;TNC;LYZ;CXCL14;S100A9;HLA-DQA1;S100A7,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,16,LJP008 HA1E 24H-I-BET-3.33,3.260423945921252e-10,3.2633122340990013e-07,CD74;CD163;CXCL14;DOCK10;CXCL10;VCAN;IL8;FABP5;PLBD1;HLA-DRA;CCL2;PI3,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,17,LJP005 A375 24H-enzastaurin-3.33,3.3532584610543416e-10,3.2633122340990013e-07,SERPINB3;SERPINB4;FABP5;MMP1;ENPP2;SPARCL1;SEPP1;S100A9;S100A7;TMEM45A,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,18,LJP006 HME1 3H-GW-843682X-1.11,4.611342537767074e-10,4.238336163601026e-07,MMP12;SERPINB4;GJA1;AKR1B10;FABP4;MMP1;MMP3;DSG1;PI3;SPRR1A;S100A7,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,19,LJP005 MDAMB231 3H-PF-477736-3.33,5.152264041856936e-10,4.486266121499008e-07,SERPINB3;CD74;VCAN;TNC;PLBD1;CXCL14;SEPP1;SPRR1A;ASPN;S100A7,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,20,LJP005 SKBR3 3H-CP466722-1.11,5.914436038402872e-10,4.892421490966857e-07,SRGN;MS4A6A;COL3A1;COL1A2;FGL2;LYZ;S100A9;HLA-DPA1;S100A7,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,21,LJP005 SKBR3 24H-buparlisib-1.11,7.641927395402535e-10,6.020383182359026e-07,GJA1;COL3A1;COL1A2;AKR1B10;LUM;SPP1;LAPTM5;PI3;DCN;S100A7;TMEM45A,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,22,LJP006 HME1 24H-QL-XII-47-1.11,8.153711176714802e-10,6.131590804889532e-07,SRGN;POSTN;CXCL9;LUM;CFI;TNC;SULF1;SEPP1;DCN;COL3A1;COL1A2;RGS1,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,23,LJP009 PC3 24H-dabrafenib-3.33,9.858018453788308e-10,7.09091553475973e-07,CD74;CXCL9;GJA1;ENPP2;PECAM1;A2M;GBP2;HLA-DQA1;S100A7,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,24,LJP005 MCF7 3H-pelitinib-10,1.2349573059582775e-09,8.326499854955368e-07,CD74;GJA1;POSTN;PTPRC;GPNMB;LUM;SPP1;COL6A3;LYZ;SEPP1;IGJ,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,25,LJP005 SKBR3 3H-BX-912-1.11,1.2582355922019111e-09,8.326499854955368e-07,CXCL10;CXCL9;CXCL11;FABP4;TNFSF10;PECAM1;SULF1;CXCL14;IFI44L,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,26,LJP009 HEPG2 24H-GSK-2334470-0.04,1.3888794692429256e-09,8.837546899674985e-07,GJA1;VCAN;COL3A1;CFI;HLA-DRA;LYZ;DCN;HLA-DQA1;HLA-DPA1;TMEM45A,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,27,LJP006 HCC515 24H-BI-2536-0.12,1.6789448734926214e-09,9.973161724967744e-07,MMP12;EDNRA;VCAN;COL3A1;IL8;TNFSF10;SPARCL1;CCL2;GBP2;SULF1;S100A7,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,28,LJP006 SKBR3 24H-AZD-8055-0.04,1.6879142184423165e-09,9.973161724967744e-07,POSTN;CXCL9;SPINK5;TNC;IGJ;DCN;CXCL10;COL1A2;AKR1B10;RGS1;HLA-DQA1;S100A7,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,29,LJP005 A549 24H-NVP-AEW541-0.37,2.00761327816966e-09,1.071417873356092e-06,MMP12;CD74;COL3A1;IL8;RGS1;COL6A3;HLA-DRA;LYZ;HLA-DPA1,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,30,LJP006 A549 24H-NVP-TAE684-0.12,2.00761327816966e-09,1.071417873356092e-06,CD74;COL3A1;COL1A2;GPNMB;HLA-DRA;LYZ;IL7R;IGJ;HLA-DQA1,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,31,LJP007 HEPG2 24H-tivozanib-1.11,2.00761327816966e-09,1.071417873356092e-06,SERPINB3;CXCL10;COL3A1;CLEC7A;SPARCL1;CXCL14;SPRR1A;HLA-DQA1;S100A7,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,32,LJP005 HEPG2 24H-torin-2-3.33,2.340192379010018e-09,1.2020540787241672e-06,CD163;LUM;IFI6;IGJ;DCN;CXCL10;GJA1;COL3A1;COL1A2;FABP5;COL6A3;PI3,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,33,LJP008 HCC515 24H-KU-55933-10,2.3977142527742696e-09,1.2020540787241672e-06,POSTN;COL3A1;COL1A2;FABP5;LUM;IFI6;PLBD1;IFI44;CXCL14;IFI44L,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,34,LJP009 HA1E 24H-JWE-035-3.33,2.855617885035168e-09,1.3895100673535829e-06,CXCL10;PECAM1;COL6A3;CCL2;IFI44;DDX60;S100A9;IGJ;IFI44L;TMEM45A,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,35,LJP006 BT20 3H-geldanamycin-10,3.1232314938072477e-09,1.4763069095299173e-06,VCAN;COL3A1;COL1A2;FABP5;IFI6;PLBD1;IL7R;CTSS;TMEM45A,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,36,LJP009 A375 24H-GSK1059615-10,3.3894426992802456e-09,1.557637222691455e-06,VCAN;COL3A1;COL1A2;IL8;TNC;PI3;SEPP1;S100A9;SPRR1A;S100A7,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,37,LJP006 HME1 24H-withaferin-a-0.37,3.9490317413152534e-09,1.7378277716504302e-06,GJA1;EDNRA;POSTN;COL3A1;COL1A2;MMP1;LUM;SPARCL1;SULF1;CXCL14;MMP10;DCN,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,38,LJP006 HEPG2 24H-KIN001-043-0.37,3.991625684400166e-09,1.7378277716504302e-06,POSTN;COL3A1;COL1A2;LUM;CFI;PLBD1;S100A12;PI3;LYZ;SEPP1;S100A9,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,39,LJP006 HEPG2 24H-GDC-0941-0.37,4.324975120431909e-09,1.8346766254468078e-06,CXCL10;CXCL9;POSTN;CXCL11;COL3A1;COL1A2;LYZ;DSC2,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,40,LJP005 PC3 24H-radicicol-0.37,4.749209892767252e-09,1.9642732116485353e-06,COL3A1;COL1A2;FABP4;AKR1B10;MMP1;TNFSF10;S100A9;S100A7;TMEM45A,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,41,LJP005 A375 24H-GSK-690693-3.33,5.238790171132604e-09,2.0635843950289955e-06,SERPINB3;CD74;VCAN;MMP1;TNC;COL6A3;A2M;SULF1;SPRR1A;HLA-DQA1;HLA-DPA1,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,42,LJP006 SKBR3 24H-QL-X-138-1.11,5.238790171132604e-09,2.0635843950289955e-06,MMP12;POSTN;COL1A2;AKR1B10;IL8;SPINK5;MMP3;TNC;PI3;SPRR1A;S100A7,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,43,LJP005 HEPG2 24H-XMD16-144-1.11,5.5601076020630656e-09,2.123537216870906e-06,GJA1;CD163;LUM;SPP1;SPARCL1;CXCL14;IGJ;DCN;HLA-DQA1;TMEM45A,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,44,LJP008 HCC515 24H-dasatinib-10,5.647705364018368e-09,2.123537216870906e-06,MMP12;GJA1;POSTN;VCAN;TNC;CCL2;SPARCL1;CXCL14,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,45,LJP006 HEPG2 24H-torin-1-10,5.895705843009742e-09,2.1675234992611816e-06,RSAD2;CFI;IFI44;IFI44L;DCN;GJA1;COL3A1;COL1A2;SPARCL1;COL6A3;PI3;S100A9,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,46,LJP008 A375 24H-GSK-1070916-1.11,7.306214988403708e-09,2.6276961036554555e-06,SLC6A14;HLA-DRA;LYZ;CXCL14;SEPP1;HLA-DRB1;HLA-DPA1;TMEM45A,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,47,LJP005 SKBR3 3H-NVP-AEW541-10,9.369403493952793e-09,3.298030029871383e-06,MS4A6A;VCAN;FABP4;AKR1B10;IL8;CCL2;IGJ;SEPP1,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,48,LJP009 A549 24H-KIN001-127-10,9.919916071388986e-09,3.4190644059387373e-06,COL3A1;COL1A2;IL8;PLBD1;CCL2;LYZ,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,49,LJP008 HEPG2 24H-I-BET-3.33,1.0326871603007074e-08,3.486689057145899e-06,CD74;VCAN;FABP5;SPINK5;MMP3;SPP1;PI3;S100A9;SPRR2B;SPRR1A,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,50,LJP005 HEPG2 24H-buparlisib-10,1.0788024872999018e-08,3.569541669977915e-06,GJA1;EDNRA;CXCL9;COL3A1;COL1A2;LUM;COL6A3;SULF1;CXCL14;IGJ;DCN;ASPN,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,51,LJP005 HA1E 24H-AZD-6482-1.11,1.1917138944328893e-08,3.865826405783867e-06,MMP12;CXCL10;COL3A1;GPNMB;LYZ;CXCL14;HLA-DRB1;TMEM45A,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,52,LJP008 HEPG2 24H-GSK-1059615-10,1.2805681601570015e-08,4.074176854161045e-06,SERPINB3;SERPINB4;FABP5;RGS1;ENPP2;SPP1;PI3;LYZ;S100A9;IGJ;S100A7,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,53,LJP007 HCC515 24H-PHA-767491-3.33,1.3853024971161526e-08,4.324234813639552e-06,IL8;FABP5;CFI;ENPP2;PLBD1;S100A12;CCL2;LYZ;S100A9;IGJ,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,54,LJP005 SKBR3 3H-PF-477736-10,1.4857664664788528e-08,4.524488994083364e-06,COL3A1;COL1A2;PALMD;LAMA4;CCL2;PI3;SULF1;S100A9;S100A7,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,55,LJP005 MDAMB231 3H-torin-2-0.04,1.5041519262245227e-08,4.524488994083364e-06,SERPINB3;GJA1;VCAN;COL3A1;COL1A2;IL8;TNC;COL6A3,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,56,LJP009 A549 24H-GSK-1059615-10,1.5986032409429957e-08,4.722730717528736e-06,MMP12;COL3A1;LUM;SPINK5;SPP1;CCL2;PI3;KRT10;SPRR1A;S100A7,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,57,LJP006 A375 24H-afatinib-10,1.6495091770145777e-08,4.787628039391083e-06,SERPINB3;CD74;LAMA4;TNC;LYZ;SEPP1;SPARCL1;HLA-DRA;A2M;S100A9;HLA-DRB1;S100A7,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,58,LJP009 A375 24H-CC-401-3.33,1.7703190050750562e-08,4.881359603326955e-06,SRGN;CD74;COL1A2;TNC;LYZ;CXCL14;SEPP1;HLA-DQA1;TMEM45A,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,59,LJP008 PC3 24H-LY2603618-10,1.7703190050750562e-08,4.881359603326955e-06,GJA1;VCAN;COL3A1;LUM;TNC;ENPP2;COL6A3;DCN;HLA-DPA1,
penile squamous cell carcinoma,reversal,LINCS_L1000_Chem_Pert_down,60,LJP008 HEPG2 24H-GSK-461364-10,1.7703190050750562e-08,4.881359603326955e-06,SERPINB3;MMP12;SERPINB4;CXCL10;CXCL9;COL3A1;ENPP2;SEPP1;HLA-DQA1,
penile squamous cell carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,1,LJP006 HA1E 24H-BMS-387032-10,9.25654934944316e-23,1.5906454402083127e-18,CXCL9;CFI;IFI6;FPR3;PLA2G7;CTSS;GPNMB;CLEC7A;ENPP2;A2M;HLA-DQA1;CD74,
penile squamous cell carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,2,LJP006 HA1E 24H-mitoxantrone-3.33,3.7469482580771425e-22,3.219377943339881e-18,CXCL9;LAMA4;CFI;IFI6;FPR3;PLA2G7;CTSS;GPNMB;RGS1;CLEC7A;ENPP2;A2M,
penile squamous cell carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,3,LJP006 HA1E 24H-CGP-60474-3.33,2.888435755125655e-20,1.6544960005359753e-16,CXCL9;LAMA4;CFI;PLA2G7;EDNRA;GPNMB;RGS1;SPP1;ENPP2;A2M;HLA-DQA1;CD74,
penile squamous cell carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,4,LJP006 HA1E 24H-alvocidib-0.37,4.9869227741823644e-20,2.1423820237887436e-16,CXCL9;IFI6;FPR3;CTSS;GJA1;GPNMB;RGS1;CLEC7A;TNFSF10;ENPP2;A2M;HLA-DQA1,
penile squamous cell carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,5,LJP006 HA1E 24H-CGP-60474-10,7.094272225052525e-20,2.4381594783060517e-16,CXCL9;LAMA4;CFI;FGL2;FPR3;GPNMB;RGS1;CLEC7A;TNFSF10;ENPP2;A2M;HLA-DQA1,
penile squamous cell carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,6,LJP006 HA1E 24H-alvocidib-1.11,2.8999130503888384e-19,8.305350976313634e-16,CXCL9;CFI;FPR3;CTSS;GJA1;EDNRA;GPNMB;CLEC7A;ENPP2;A2M;HLA-DQA1;CD74,
penile squamous cell carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,7,LJP006 HA1E 24H-BMS-387032-3.33,5.863976743502425e-18,1.4395225194335097e-14,CXCL9;CFI;IFI6;FPR3;EDNRA;GPNMB;RGS1;ENPP2;A2M;HLA-DQA1;CD74;LAPTM5,
penile squamous cell carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,8,LJP006 HA1E 24H-JNK-9L-3.33,1.9107806946369446e-17,4.104356932080157e-14,CXCL9;CFI;IFI6;CTSS;EDNRA;GPNMB;ENPP2;A2M;HLA-DQA1;CD74;CD163;LAPTM5,
penile squamous cell carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,9,LJP006 HA1E 24H-alvocidib-3.33,3.0098410170597156e-17,5.746789781906017e-14,CXCL9;CFI;FGL2;FPR3;CTSS;GPNMB;CLEC7A;ENPP2;A2M;HLA-DQA1;CD74;RSAD2,
penile squamous cell carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,10,LJP006 HA1E 24H-CGP-60474-0.37,2.221446317861324e-16,3.8173333526128993e-13,CD74;CXCL9;LAMA4;CFI;LAPTM5;FPR3;LYZ;SULF1;SEPP1;DCN;ASPN;MMP12,
penile squamous cell carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,11,LJP006 HCC515 24H-BMS-387032-10,2.026218657546953e-15,3.165321946480622e-12,CD74;RSAD2;IFI6;CYBB;IFI44;SULF1;SEPP1;ASPN;MMP12;EDNRA;COL3A1;COL1A2,
penile squamous cell carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,12,LJP006 HA1E 24H-AZD-5438-10,2.2125736976637455e-15,3.168405535054484e-12,CD74;CXCL9;LAMA4;CFI;CYBB;LYZ;SULF1;SEPP1;DCN;ASPN;MMP12;CXCL10,
penile squamous cell carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,13,LJP006 HA1E 24H-CGP-60474-0.12,2.456089757937652e-15,3.246572800030816e-12,CXCL9;CFI;IFI6;LAPTM5;FPR3;LYZ;SULF1;SEPP1;CTSS;ASPN;CXCL10;COL3A1,
penile squamous cell carcinoma,mimicry (control),LINCS_L1000_Chem_Pert_up,14,LJP006 HA1E 24H-PF-562271-10,3.0212569179671874e-15,3.708377062739153e-12,CD74;CXCL9;CFI;IFI6;LAPTM5;CYBB;LYZ;SULF1;SEPP1;ASPN;CXCL10;COL3A1,
