legacy_symbol,current_symbol,source
MGC10966,FERMT3,alias_symbol
MGC10974,ALKBH7,alias_symbol
MGC10981,AFAP1-AS1,alias_symbol
MGC10986,LIMD2,alias_symbol
MGC10992,CCDC102A,alias_symbol
MGC10993,TMEM177,alias_symbol
MGC10999,QNG1,alias_symbol
MGC11034,FAM107B,alias_symbol
MGC11061,YIPF4,alias_symbol
MGC11082,DLGAP1-AS2,alias_symbol
MGC11102,EIF1AD,alias_symbol
MGC11104,CHCHD5,alias_symbol
MGC111064,VDAC1,alias_symbol
MGC111083,RAD23A,alias_symbol
MGC111107,FHL1,alias_symbol
MGC111130,RPS15,alias_symbol
MGC11115,CARD19,alias_symbol
MGC111163,NABP1,alias_symbol
MGC111193,DPM2,alias_symbol
MGC111207,DTWD1,alias_symbol
MGC111222,PPIE,alias_symbol
MGC11134,TRPT1,alias_symbol
MGC111371,SH3GL1,alias_symbol
MGC111373,PRMT2,alias_symbol
MGC11138,CACNG4,alias_symbol
MGC1114,KEAP1,alias_symbol
MGC111488,BLTP2,alias_symbol
MGC111763,RGS9,alias_symbol
MGC11242,PRR15L,alias_symbol
MGC11251,TSPEAR,alias_symbol
MGC11256,CRELD2,alias_symbol
MGC11257,CHLSN,alias_symbol
MGC1126,ACOT7,alias_symbol
MGC11266,CENPO,alias_symbol
MGC1127,TRIM41,alias_symbol
MGC11271,BRME1,alias_symbol
MGC11279,FBXL15,alias_symbol
MGC11287,RPS6KL1,alias_symbol
MGC11296,BRMS1L,alias_symbol
MGC11308,SLC61A1,alias_symbol
MGC11316,RAB11FIP4,alias_symbol
MGC11321,MRPL45,alias_symbol
MGC11324,GPAT3,alias_symbol
MGC11326,CDIN1,alias_symbol
MGC11332,SLC67A2,alias_symbol
MGC11335,GFOD2,alias_symbol
MGC11337,COL27A1,alias_symbol
MGC11349,ZXDC,alias_symbol
MGC11352,TSPAN14,alias_symbol
MGC1136,DUSP26,alias_symbol
MGC11386,SLC35D4,alias_symbol
MGC1167,ATP5IF1,alias_symbol
MGC116735,EPB42,alias_symbol
MGC116737,EPB42,alias_symbol
MGC116786,IL13,alias_symbol
MGC116788,IL13,alias_symbol
MGC116789,IL13,alias_symbol
MGC117152,PLCH1,alias_symbol
MGC117164,IGSF3,alias_symbol
MGC117216,SOX13,alias_symbol
MGC117262,NUFIP2,alias_symbol
MGC117264,PRDX5,alias_symbol
MGC117291,SPAG9,alias_symbol
MGC117310,WBP4,alias_symbol
MGC117314,P3H1,alias_symbol
MGC117360,UGGT2,alias_symbol
MGC117373,TIMM8B,alias_symbol
MGC117402,SH3BGRL,alias_symbol
MGC117421,TRDV2,alias_symbol
MGC117425,HMGN1,alias_symbol
MGC118754.,PLAAT3,alias_symbol
MGC118899,ADAMTS13,alias_symbol
MGC118900,ADAMTS13,alias_symbol
MGC119014,PPP1R14D,alias_symbol
MGC119016,PPP1R14D,alias_symbol
MGC119055,SSX2,alias_symbol
MGC119067,RGS8,alias_symbol
MGC119068,RGS8,alias_symbol
MGC119069,RGS8,alias_symbol
MGC119078,CASP14,alias_symbol
MGC119079,CASP14,alias_symbol
MGC119100,RPS4Y1,alias_symbol
MGC119131,DTD1,alias_symbol
MGC119143,NAXE,alias_symbol
MGC119144,NAXE,alias_symbol
MGC119145,NAXE,alias_symbol
MGC119199,NT5C1A,alias_symbol
MGC119201,NT5C1A,alias_symbol
MGC119295,SPDYE2,alias_symbol
MGC119312,DAPK2,alias_symbol
MGC119403,VANGL2,alias_symbol
MGC119404,VANGL2,alias_symbol
MGC119447,SIM2,alias_symbol
MGC119522,MCM8,alias_symbol
MGC119523,MCM8,alias_symbol
MGC119818,INSL3,alias_symbol
MGC119819,INSL3,alias_symbol
MGC11983,IL1F10,alias_symbol
MGC119832,IL1F10,alias_symbol
MGC119833,IL1F10,alias_symbol
MGC119947,PEX11A,alias_symbol
MGC1203,CCDC28B,alias_symbol
MGC120420,SLC22A25,alias_symbol
MGC120442,POC5,alias_symbol
MGC120443,POC5,alias_symbol
MGC120444,POC5,alias_symbol
MGC12197,RSRC1,alias_symbol
MGC12217,KPNA4,alias_symbol
MGC1223,TMEM14B,alias_symbol
MGC12290,LIPT1,alias_symbol
MGC12301,SLN,alias_symbol
MGC12314,NDUFB5,alias_symbol
MGC12372,FXYD2,alias_symbol
MGC12435,DNAL1,alias_symbol
MGC12458,DRC8,alias_symbol
MGC12466,ZNF670,alias_symbol
MGC12515,ZNF566,alias_symbol
MGC125288,FMN1,alias_symbol
MGC125289,FMN1,alias_symbol
MGC12536,CAPNS2,alias_symbol
MGC12538,ANKRD36BP1,alias_symbol
MGC125469,FBXL19-AS1,alias_symbol
MGC125470,FBXL19-AS1,alias_symbol
MGC125472,FBXL19-AS1,alias_symbol
MGC125588,CCDC148,alias_symbol
MGC125711,PPP6R3,alias_symbol
MGC125712,PPP6R3,alias_symbol
MGC125835,RHOG,alias_symbol
MGC125836,RHOG,alias_symbol
MGC125854,SLN,alias_symbol
MGC125855,SLN,alias_symbol
MGC125864,RIT1,alias_symbol
MGC125865,RIT1,alias_symbol
MGC125904,DPM3,alias_symbol
MGC125905,DPM3,alias_symbol
MGC126058,DAP3,alias_symbol
MGC126059,DAP3,alias_symbol
MGC126063,BTG2,alias_symbol
MGC126064,BTG2,alias_symbol
MGC126187,PLP2,alias_symbol
MGC126218,ERCC2,alias_symbol
MGC126219,ERCC2,alias_symbol
MGC126226,EFNB2,alias_symbol
MGC126227,EFNB2,alias_symbol
MGC126228,EFNB2,alias_symbol
MGC126430,TLR5,alias_symbol
MGC126431,TLR5,alias_symbol
MGC126442,DAZ2,alias_symbol
MGC126552,CLDN17,alias_symbol
MGC126554,CLDN17,alias_symbol
MGC126562,CAPS,alias_symbol
MGC126567,PPFIA3,alias_symbol
MGC126569,PPFIA3,alias_symbol
MGC126572,GPHA2,alias_symbol
MGC126582,AXIN2,alias_symbol
MGC126590,MMP26,alias_symbol
MGC126592,MMP26,alias_symbol
MGC126621,TXLNG,alias_symbol
MGC126625,TXLNG,alias_symbol
MGC126664,PLAC4,alias_symbol
MGC126666,PLAC4,alias_symbol
MGC126674,SPPL3,alias_symbol
MGC126676,SPPL3,alias_symbol
MGC12676,SPEG,alias_symbol
MGC126774,SIGLEC10,alias_symbol
MGC126798,ITPRIPL2,alias_symbol
MGC126800,ITPRIPL2,alias_symbol
MGC126834,SHBG,alias_symbol
MGC126879,UBA52,alias_symbol
MGC126880,IL36B,alias_symbol
MGC126881,UBA52,alias_symbol
MGC126882,IL36B,alias_symbol
MGC126884,IL17C,alias_symbol
MGC1269,HACL2,alias_symbol
MGC1270,TMED1,alias_symbol
MGC12760,CROCCP2,alias_symbol
MGC12815,CCL3L3,alias_symbol
MGC12824,RAI1,alias_symbol
MGC12866,MCM8,alias_symbol
MGC12901,EXOSC5,alias_symbol
MGC12904,HDHD3,alias_symbol
MGC12909,ARK2N,alias_symbol
MGC12921,PLPP7,alias_symbol
MGC12928,WDR53,alias_symbol
MGC12936,NICN1,alias_symbol
MGC12945,SLC71A3P,alias_symbol
MGC1295,ARHGAP9,alias_symbol
MGC129526,MAGEA5P,alias_symbol
MGC129552,IL36A,alias_symbol
MGC129553,IL36A,alias_symbol
MGC129621,TREH,alias_symbol
MGC129625,P2RX6,alias_symbol
MGC129647,TCF3,alias_symbol
MGC129648,TCF3,alias_symbol
MGC12966,FAM220A,alias_symbol
MGC1297,COPS8,alias_symbol
MGC12972,MPV17L2,alias_symbol
MGC12974,ERC1,alias_symbol
MGC129793,TMEM95,alias_symbol
MGC12981,VMA22,alias_symbol
MGC12982,FOXD2-AS1,alias_symbol
MGC129899,EPN3,alias_symbol
MGC12992,PGAP4,alias_symbol
MGC129934,TNFSF15,alias_symbol
MGC129935,TNFSF15,alias_symbol
MGC130008,SP4,alias_symbol
MGC130009,SP4,alias_symbol
MGC13004,PRADC1,alias_symbol
MGC130048,SGCG,alias_symbol
MGC13007,BTBD10,alias_symbol
MGC13010,ZFTRAF1,alias_symbol
MGC13016,CHCHD6,alias_symbol
MGC13017,XTBD1,alias_symbol
MGC13024,ORAI3,alias_symbol
MGC13034,TMEM174,alias_symbol
MGC13038,BCAN,alias_symbol
MGC13040,CFAP300,alias_symbol
MGC13045,NUDT22,alias_symbol
MGC13057,AKAP19,alias_symbol
MGC13061,RNF135,alias_symbol
MGC13071,ZNF607,alias_symbol
MGC13090,MAFG,alias_symbol
MGC13096,PDCD2L,alias_symbol
MGC13098,POLR2J4,alias_symbol
MGC13102,TMEM79,alias_symbol
MGC13105,ZNF559,alias_symbol
MGC13114,METTL26,alias_symbol
MGC13125,BUD13,alias_symbol
MGC13130,DISP1,alias_symbol
MGC13138,ZNF764,alias_symbol
MGC1314,FUCA2,alias_symbol
MGC131524,INSYN1,alias_symbol
MGC13159,TMEM128,alias_symbol
MGC131633,INTS8,alias_symbol
MGC13168,BEST3,alias_symbol
MGC13170,C19ORF48P,alias_symbol
MGC131759,STAG3L2,alias_symbol
MGC131773,LRRC75B,alias_symbol
MGC131802,PRDM10,alias_symbol
MGC13183,CCDC77,alias_symbol
MGC131831,SEMA4B,alias_symbol
MGC13186,NTPCR,alias_symbol
MGC131950,WNT3,alias_symbol
MGC131980,PPP1R12B,alias_symbol
MGC132011,SNAPC3,alias_symbol
MGC13204,RHNO1,alias_symbol
MGC132456,MCEMP1,alias_symbol
MGC13250,ZNF397,alias_symbol
MGC13251,INF2,alias_symbol
MGC132578,CHL1,alias_symbol
MGC13261,SEC22C,alias_symbol
MGC13272,MON1A,alias_symbol
MGC13275,PERM1,alias_symbol
MGC132756,PNMA3,alias_symbol
MGC132758,PNMA3,alias_symbol
MGC133046,TMPRSS15,alias_symbol
MGC133107,SPINK4,alias_symbol
MGC133129,OXA1L,alias_symbol
MGC133166,INTS4P2,alias_symbol
MGC133236,HRC,alias_symbol
MGC133289,TJP1,alias_symbol
MGC133384,MYH1,alias_symbol
MGC13378,LIPT1,alias_symbol
MGC13379,TMEM216,alias_symbol
MGC13453,TUSC3,alias_symbol
MGC1346,PHF5A,alias_symbol
MGC1348,GAS7,alias_symbol
MGC134948,ITSN1,alias_symbol
MGC134949,ITSN1,alias_symbol
MGC13523,RWDD2A,alias_symbol
MGC13687,PSMC4,alias_symbol
MGC138140,HSD17B1,alias_symbol
MGC138169,KRT24,alias_symbol
MGC138173,KRT24,alias_symbol
MGC138321,WNT3,alias_symbol
MGC138323,WNT3,alias_symbol
MGC138338,OAZ1,alias_symbol
MGC138344,ZNF630,alias_symbol
MGC138391,SHBG,alias_symbol
MGC138401,IL17C,alias_symbol
MGC138502,CACNG2,alias_symbol
MGC138504,CACNG2,alias_symbol
MGC138509,PAEP,alias_symbol
MGC138534,PEX11A,alias_symbol
MGC138549,MAPT,alias_symbol
MGC138598,UPK2,alias_symbol
MGC138628,RFXANK,alias_symbol
MGC138724,CTAG2,alias_symbol
MGC138900,IL17B,alias_symbol
MGC138901,IL17B,alias_symbol
MGC1405,INSIG1,alias_symbol
MGC14126,CEP19,alias_symbol
MGC14128,SACK1A,alias_symbol
MGC14136,URB1-DT,alias_symbol
MGC14139,ZCCHC14,alias_symbol
MGC14140,FBXO44,alias_symbol
MGC14141,TMEM141,alias_symbol
MGC14151,NAA38,alias_symbol
MGC14156,PIGY,alias_symbol
MGC14161,FRMD5,alias_symbol
MGC141886,TMPRSS5,alias_symbol
MGC142200,IFNA4,alias_symbol
MGC142283,PRDX5,alias_symbol
MGC142285,PRDX5,alias_symbol
MGC142288,PAEP,alias_symbol
MGC14254,KCTD20,alias_symbol
MGC14258,ARHGAP19,alias_symbol
MGC14274,PSMD2,alias_symbol
MGC14280,ABHD8,alias_symbol
MGC14288,COX14,alias_symbol
MGC14289,ZC3HAV1L,alias_symbol
MGC14326,SRP14,alias_symbol
MGC14327,TMEM203,alias_symbol
MGC14333,PPP1R16A,alias_symbol
MGC14352,ACSBG1,alias_symbol
MGC14353,TXNDC17,alias_symbol
MGC14376,MIR22HG,alias_symbol
MGC14381,RNF166,alias_symbol
MGC14386,RCCD1,alias_symbol
MGC14421,UBL7,alias_symbol
MGC14439,RBM17,alias_symbol
MGC14452,ACAD9,alias_symbol
MGC14480,CENPX,alias_symbol
MGC14542,PSMA1,alias_symbol
MGC14553,NIPSNAP3A,alias_symbol
MGC14560,GPN3,alias_symbol
MGC14575,PSMA1,alias_symbol
MGC14580,TUBA1C,alias_symbol
MGC14595,UTP23,alias_symbol
MGC14597,BPIFB1,alias_symbol
MGC14613,MAGEA3,alias_symbol
MGC14697,ATP5MK,alias_symbol
MGC14751,PSMA1,alias_symbol
MGC14793,USP45,alias_symbol
MGC14797,PHF6,alias_symbol
MGC14798,DPH6,alias_symbol
MGC14799,GINS4,alias_symbol
MGC14801,LINC00467,alias_symbol
MGC14804,CAPNS2,alias_symbol
MGC148044,TMPRSS5,alias_symbol
MGC14816,LRRC39,alias_symbol
MGC14817,LLPH,alias_symbol
MGC14832,MIEN1,alias_symbol
MGC14833,UQCC2,alias_symbol
MGC14836,SLC25A51,alias_symbol
MGC14839,C11ORF52,alias_symbol
MGC14844,DDI2,alias_symbol
MGC14879,USP48,alias_symbol
MGC14896,NOL6,alias_symbol
MGC14921,NOL6,alias_symbol
MGC149260,SPINK13,alias_symbol
MGC149453,SMAGP,alias_symbol
MGC149454,SMAGP,alias_symbol
MGC149525,CRYL1,alias_symbol
MGC149526,CRYL1,alias_symbol
MGC14961,NAV1,alias_symbol
MGC149659,CLC,alias_symbol
MGC14967,SPAG9,alias_symbol
MGC149845,ZNF512B,alias_symbol
MGC149846,ZNF512B,alias_symbol
MGC149868,CSHL1,alias_symbol
MGC14993,RARS2,alias_symbol
MGC150517,SYT7,alias_symbol
MGC150530,ACSM2A,alias_symbol
MGC150539,MZT1,alias_symbol
MGC15057,NSUN5P2,alias_symbol
MGC150689,UGGT2,alias_symbol
MGC15092,PSMG2,alias_symbol
MGC15093,CTNNBIP1,alias_symbol
MGC15151,SUGT1P1,alias_symbol
MGC15161,RLIM,alias_symbol
MGC15171,GPRIN2,alias_symbol
MGC15201,ATG3,alias_symbol
MGC15204,PICK1,alias_symbol
MGC15229,SHMT1,alias_symbol
MGC15254,CAMKK2,alias_symbol
MGC15364,SSX2,alias_symbol
MGC15366,KRT19,alias_symbol
MGC15396,ANKRD40,alias_symbol
MGC15397,GLYATL1,alias_symbol
MGC15407,CFAP36,alias_symbol
MGC15416,MCRIP2,alias_symbol
MGC15419,FBXO31,alias_symbol
MGC15429,ABHD14B,alias_symbol
MGC15435,ZBED3,alias_symbol
MGC15436,LZIC,alias_symbol
MGC15438,CCDC183,alias_symbol
MGC15476,DACT3,alias_symbol
MGC15482,FBXL20,alias_symbol
MGC15504,ARHGAP5-AS1,alias_symbol
MGC15523,SLC38A10,alias_symbol
MGC15548,ZNF496,alias_symbol
MGC15563,AJUBA,alias_symbol
MGC15606,NXPE3,alias_symbol
MGC15619,HVCN1,alias_symbol
MGC15631,RAX2,alias_symbol
MGC15668,HPDL,alias_symbol
MGC15677,ALKBH6,alias_symbol
MGC15716,ZNF414,alias_symbol
MGC15718,KIRREL2,alias_symbol
MGC15730,IGSF21,alias_symbol
MGC15737,TCEAL3,alias_symbol
MGC15749,LSM10,alias_symbol
MGC15754,RERG,alias_symbol
MGC15763,OXNAD1,alias_symbol
MGC15827,PNMA6A,alias_symbol
MGC15831,RIMBP2,alias_symbol
MGC15873,PDXK,alias_symbol
MGC15875,PHYKPL,alias_symbol
MGC15882,C1ORF94,alias_symbol
MGC15887,FAM89A,alias_symbol
MGC15913,ARHGEF18,alias_symbol
MGC15959,H1-10,alias_symbol
MGC16028,IFT43,alias_symbol
MGC1603,TAF9,alias_symbol
MGC16037,SNHG7,alias_symbol
MGC16044,PCED1B,alias_symbol
MGC16121,MIR503HG,alias_symbol
MGC161462,KRT13,alias_symbol
MGC16153,GLIS3-AS1,alias_symbol
MGC16169,TBCK,alias_symbol
MGC16179,ATP1A1-AS1,alias_symbol
MGC16186,DYDC2,alias_symbol
MGC16202,PCGF5,alias_symbol
MGC16212,RAB7B,alias_symbol
MGC16279,FAM86B1,alias_symbol
MGC16309,LRRC46,alias_symbol
MGC163367,SPMIP10,alias_symbol
MGC163369,SPMIP10,alias_symbol
MGC163408,MYBPC2,alias_symbol
MGC163426,SCIMP,alias_symbol
MGC163428,SCIMP,alias_symbol
MGC16353,R3HDM4,alias_symbol
MGC16362,SNHG5,alias_symbol
MGC16372,DRC1,alias_symbol
MGC16385,CENPBD1P,alias_symbol
MGC16435,TUBB,alias_symbol
MGC164581,NBEAL1,alias_symbol
MGC16471,TAMM41,alias_symbol
MGC16491,TENT5B,alias_symbol
MGC16597,CCDC137,alias_symbol
MGC16619,SEPTIN6,alias_symbol
MGC16635,KLHDC7B,alias_symbol
MGC16638,PHYHD1,alias_symbol
MGC1665,PSMB10,alias_symbol
MGC16664,FAM163A,alias_symbol
MGC1667,PSMA1,alias_symbol
MGC166915,PRDM16,alias_symbol
MGC167029,TNC,alias_symbol
MGC16714,NEK9,alias_symbol
MGC16733,INTS4,alias_symbol
MGC16796,DISP1,alias_symbol
MGC16817,EPS8L3,alias_symbol
MGC16824,VPS35L,alias_symbol
MGC16925,PIDD1,alias_symbol
MGC16943,ERI2,alias_symbol
MGC16973,MAGEA2B,alias_symbol
MGC1708,MATK,alias_symbol
MGC17125,CDC42EP4,alias_symbol
MGC17134,CCL13,alias_symbol
MGC17150,GPM6B,alias_symbol
MGC17164,CCL5,alias_symbol
MGC17211,NMB,alias_symbol
MGC17226,SYT11,alias_symbol
MGC17299,TMEM125,alias_symbol
MGC17301,TMT1B,alias_symbol
MGC17303,CRB3,alias_symbol
MGC17318,CALCOCO2,alias_symbol
MGC17330,PIK3IP1,alias_symbol
MGC17332,CTU1,alias_symbol
MGC17337,MSANTD3,alias_symbol
MGC17342,SGMS1,alias_symbol
MGC17347,PABIR1,alias_symbol
MGC17358,C9ORF43,alias_symbol
MGC17403,TCEANC,alias_symbol
MGC17515,LINC00526,alias_symbol
MGC17525,SLC25A6,alias_symbol
MGC17528,S100A16,alias_symbol
MGC17544,MED8,alias_symbol
MGC17552,ZNF622,alias_symbol
MGC17597,TSC22D1,alias_symbol
MGC17624,CLMB,alias_symbol
MGC176705,NEDD4,alias_symbol
MGC17791,TIPE1,alias_symbol
MGC17810,DYNLL2,alias_symbol
MGC17839,TLCD5,alias_symbol
MGC17918,KPNA6,alias_symbol
MGC17921,FRMD6,alias_symbol
MGC17922,AEBP2,alias_symbol
MGC17943,TMEM263,alias_symbol
MGC17973,MRPL10,alias_symbol
MGC17986,ZNF114,alias_symbol
MGC17998,FLCN,alias_symbol
MGC18079,GSG1L,alias_symbol
MGC18216,IGF1R,alias_symbol
MGC18257,MLIP,alias_symbol
MGC1842,GUCD1,alias_symbol
MGC1892,ARHGAP32,alias_symbol
MGC189743,HSBP1L1,alias_symbol
MGC1936,TMEM147,alias_symbol
MGC1947,H2AZ2,alias_symbol
MGC19520,TTC19,alias_symbol
MGC19531,PPM1J,alias_symbol
MGC19535,HACL2,alias_symbol
MGC19556,LARP1,alias_symbol
MGC19570,OARD1,alias_symbol
MGC19595,ARMC6,alias_symbol
MGC19600,RPUSD1,alias_symbol
MGC19604,FDX2,alias_symbol
MGC19606,IMP4,alias_symbol
MGC19636,EEF2KMT,alias_symbol
MGC19641,MED8,alias_symbol
MGC19709,BUD23,alias_symbol
MGC19722,NASP,alias_symbol
MGC19764,SLFN5,alias_symbol
MGC19780,ALG14,alias_symbol
MGC19819,CCZ1B,alias_symbol
MGC19825,SFT2D1,alias_symbol
MGC19879,ASB13,alias_symbol
MGC19907,DAZAP1,alias_symbol
MGC20089,P2RX7,alias_symbol
MGC20134,SPAG7,alias_symbol
MGC20149,MAFG,alias_symbol
MGC20197,DPH3,alias_symbol
MGC20204,DHRS1,alias_symbol
MGC2022,BUD23,alias_symbol
MGC20235,TMEM106A,alias_symbol
MGC20255,CCDC97,alias_symbol
MGC20262,DIPK1B,alias_symbol
MGC20339,SEPTIN6,alias_symbol
MGC20369,NFX1,alias_symbol
MGC20372,NASP,alias_symbol
MGC20398,ZNF830,alias_symbol
MGC20400,CAVIN3,alias_symbol
MGC20410,BATF2,alias_symbol
MGC20419,KTI12,alias_symbol
MGC20452,EID2,alias_symbol
MGC20460,RBM33,alias_symbol
MGC20461,OSM,alias_symbol
MGC20470,UBQLNL,alias_symbol
MGC20471,SNX27,alias_symbol
MGC20481,CCDC32,alias_symbol
MGC20486,DYNC2I2,alias_symbol
MGC20531,FKBP9P1,alias_symbol
MGC20533,HAUS8,alias_symbol
MGC20553,FRMD3,alias_symbol
MGC20579,TMEM255B,alias_symbol
MGC20625,ATRIP,alias_symbol
MGC20653,ELAVL3,alias_symbol
MGC2068,IPO5,alias_symbol
MGC20689,LRR1,alias_symbol
MGC20700,MFSD12,alias_symbol
MGC20702,NOSTRIN,alias_symbol
MGC20706,GCC1,alias_symbol
MGC20727,ADCK2,alias_symbol
MGC20741,USP49,alias_symbol
MGC20781,NT5C3B,alias_symbol
MGC20785,DOK6,alias_symbol
MGC20791,TIFA,alias_symbol
MGC20806,LRRC45,alias_symbol
MGC20838,NOL6,alias_symbol
MGC20887,KEAP1,alias_symbol
MGC20962,FBXW5,alias_symbol
MGC20983,ODAD3,alias_symbol
MGC2101,MATK,alias_symbol
MGC21336,MAGEA4,alias_symbol
MGC21382,STX19,alias_symbol
MGC21394,SPINK6,alias_symbol
MGC21416,YIPF6,alias_symbol
MGC21459,PSMA1,alias_symbol
MGC21482,ATRIP,alias_symbol
MGC21518,KRT10-AS1,alias_symbol
MGC2155,KPNB1,alias_symbol
MGC21559,DPM2,alias_symbol
MGC2156,KPNB1,alias_symbol
MGC2157,KPNB1,alias_symbol
MGC21621,MRGPRF,alias_symbol
MGC21624,FLRT1,alias_symbol
MGC21636,FBXL13,alias_symbol
MGC21644,PRELID2,alias_symbol
MGC21654,TBC1D31,alias_symbol
MGC21658,FOXR2,alias_symbol
MGC21674,FBXO30,alias_symbol
MGC21675,CTBP1-DT,alias_symbol
MGC21688,FAM131A,alias_symbol
MGC21731,CEP57L1,alias_symbol
MGC21738,ZNF501,alias_symbol
MGC2181,CASP2,alias_symbol
MGC2182,MAGEA8,alias_symbol
MGC21830,BRICD5,alias_symbol
MGC21854,RCSD1,alias_symbol
MGC21874,TADA2B,alias_symbol
MGC21881,GLIDR,alias_symbol
MGC2198,HIGD2A,alias_symbol
MGC21981,MAMDC2,alias_symbol
MGC22001,LINC00311,alias_symbol
MGC22014,TET3,alias_symbol
MGC2217,CHCHD7,alias_symbol
MGC22228,SPC25,alias_symbol
MGC22429,LHFPL6,alias_symbol
MGC22484,PSG11,alias_symbol
MGC22487,POU5F1,alias_symbol
MGC22531,SCEL,alias_symbol
MGC22554,CCL11,alias_symbol
MGC22579,SERPINC1,alias_symbol
MGC22581,AKR1C4,alias_symbol
MGC22671,POPDC3,alias_symbol
MGC22679,KLHL23,alias_symbol
MGC22688,STK32A,alias_symbol
MGC22756,PSMA6,alias_symbol
MGC2277,NMB,alias_symbol
MGC22773,LRRIQ3,alias_symbol
MGC22776,PEBP4,alias_symbol
MGC22793,PPP1R35,alias_symbol
MGC22805,ANKRD22,alias_symbol
MGC22825,CHMP4C,alias_symbol
MGC22853,PSMA1,alias_symbol
MGC22916,BRAT1,alias_symbol
MGC22921,OGT,alias_symbol
MGC22960,NSUN4,alias_symbol
MGC2297,NASP,alias_symbol
MGC23001,TYW1,alias_symbol
MGC23008,COPZ2,alias_symbol
MGC23130,MIEF2,alias_symbol
MGC23143,ZNF524,alias_symbol
MGC23164,EPS8L1,alias_symbol
MGC23166,ZBTB9,alias_symbol
MGC2317,TNFAIP1,alias_symbol
MGC23214,PSMC4,alias_symbol
MGC23244,TMIGD2,alias_symbol
MGC23270,VESTAR,alias_symbol
MGC23280,DHRS13,alias_symbol
MGC23284,SNAI3-AS1,alias_symbol
MGC2333,PSMA6,alias_symbol
MGC23401,ZFC3H1,alias_symbol
MGC23410,NAP1L1,alias_symbol
MGC23427,NACC2,alias_symbol
MGC23445,FLCN,alias_symbol
MGC23665,STK32C,alias_symbol
MGC2376,KCTD14,alias_symbol
MGC23778,RARS2,alias_symbol
MGC23846,PSMA6,alias_symbol
MGC23884,C6ORF118,alias_symbol
MGC23885,PYHIN1,alias_symbol
MGC23908,BTF3L4,alias_symbol
MGC23909,TMEM167A,alias_symbol
MGC23911,TMED6,alias_symbol
MGC23915,PSMA1,alias_symbol
MGC23918,CCDC12,alias_symbol
MGC23920,RABL3,alias_symbol
MGC23937,UPRT,alias_symbol
MGC23940,LDHAL6A,alias_symbol
MGC23947,TCEAL7,alias_symbol
MGC2396,ZNF486,alias_symbol
MGC23980,C9ORF72,alias_symbol
MGC23985,C5ORF46,alias_symbol
MGC24009,GLYATL2,alias_symbol
MGC24039,DENND5B,alias_symbol
MGC2404,ACBD6,alias_symbol
MGC24047,SRARP,alias_symbol
MGC2408,ECE2,alias_symbol
MGC24116,H4C16,alias_symbol
MGC24132,METTL6,alias_symbol
MGC24133,C1ORF162,alias_symbol
MGC24180,MIMS1,alias_symbol
MGC24302,NT5DC1,alias_symbol
MGC24381,TSR3,alias_symbol
MGC24415,EMC4,alias_symbol
MGC2454,THUMPD2,alias_symbol
MGC24556,SHMT1,alias_symbol
MGC24596,PANK1,alias_symbol
MGC2463,PVRIG,alias_symbol
MGC24652,ZBTB34,alias_symbol
MGC24665,RMI2,alias_symbol
MGC2474,ZNF747,alias_symbol
MGC2477,LBHD1,alias_symbol
MGC2480,NDUFB7,alias_symbol
MGC2485,ZNF622,alias_symbol
MGC2487,DLK2,alias_symbol
MGC2488,MIS12,alias_symbol
MGC2491,CUEDC2,alias_symbol
MGC24932,FIBIN,alias_symbol
MGC2494,ANTKMT,alias_symbol
MGC24969,SCAMP5,alias_symbol
MGC24974,MRPL34,alias_symbol
MGC24975,PRR22,alias_symbol
MGC24976,LRRC28,alias_symbol
MGC24983,CACNG4,alias_symbol
MGC24986,ZNF99,alias_symbol
MGC24995,PODN,alias_symbol
MGC25043,SLC10A7,alias_symbol
MGC25062,TBC1D16,alias_symbol
MGC2508,ZNF576,alias_symbol
MGC2512,ABHD8,alias_symbol
MGC25181,D2HGDH,alias_symbol
MGC25497,KCTD15,alias_symbol
MGC2550,ZFYVE21,alias_symbol
MGC2553,SELENOS,alias_symbol
MGC2555,ZNF503,alias_symbol
MGC2560,RAMAC,alias_symbol
MGC2562,COA8,alias_symbol
MGC2574,CCDC86,alias_symbol
MGC2594,DDA1,alias_symbol
MGC2599,KATNAL1,alias_symbol
MGC2601,METRN,alias_symbol
MGC2603,AUNIP,alias_symbol
MGC2605,HAGHL,alias_symbol
MGC2610,KLHL23,alias_symbol
MGC26121,LARS2,alias_symbol
MGC26130,ZNF638,alias_symbol
MGC26143,CEP170P1,alias_symbol
MGC2615,SLC25A23,alias_symbol
MGC26158,KRT23,alias_symbol
MGC2616,MRPS34,alias_symbol
MGC26189,PLPPR1,alias_symbol
MGC26191,DPP8,alias_symbol
MGC26194,CTNNA3,alias_symbol
MGC26226,DNAJC5B,alias_symbol
MGC26243,NAP1L2,alias_symbol
MGC26259,IFT88,alias_symbol
MGC2629,ZBTB37,alias_symbol
MGC26312,NAP1L3,alias_symbol
MGC2633,MRPL34,alias_symbol
MGC26406,DAZL,alias_symbol
MGC2642,RNF26,alias_symbol
MGC26438,MAGEB2,alias_symbol
MGC26458,RGS9,alias_symbol
MGC2647,RNF166,alias_symbol
MGC26484,CDC14C,alias_symbol
MGC2650,TRAPPC6A,alias_symbol
MGC2654,METTL22,alias_symbol
MGC26544,CD46,alias_symbol
MGC2655,THOC6,alias_symbol
MGC2656,LRFN3,alias_symbol
