legacy_symbol,current_symbol,source
FLJ00026,DOCK8,alias_symbol
FLJ00028,ZFP41,alias_symbol
FLJ00029,KLHL6,alias_symbol
FLJ00030,OXCT2,alias_symbol
FLJ00032,ZNF160,alias_symbol
FLJ00034,SCAF1,alias_symbol
FLJ00038,WASHC1,alias_symbol
FLJ00040,ANKRD27,alias_symbol
FLJ00051,SIGLEC1,alias_symbol
FLJ00052,SUDS3,alias_symbol
FLJ00055,SIGLEC1,alias_symbol
FLJ00058,GNG7,alias_symbol
FLJ00060,KIR3DX1,alias_symbol
FLJ00065,BMF,alias_symbol
FLJ00073,SIGLEC1,alias_symbol
FLJ00086,ZNF598,alias_symbol
FLJ00089,PPP1R3E,alias_symbol
FLJ00101,LRRC56,alias_symbol
FLJ00103,FBF1,alias_symbol
FLJ00115,KDM2A,alias_symbol
FLJ00118,DNAJC5,alias_symbol
FLJ00130,CCDC57,alias_symbol
FLJ00131,RAB11FIP4,alias_symbol
FLJ00133,SNED1,alias_symbol
FLJ00135,PIGO,alias_symbol
FLJ00141,PHLDB1,alias_symbol
FLJ00151,EME2,alias_symbol
FLJ00152,DOCK8,alias_symbol
FLJ00166,TTC14,alias_symbol
FLJ00171,SLC37A2,alias_symbol
FLJ00173,SBNO2,alias_symbol
FLJ00181,FRMD1,alias_symbol
FLJ00193,PEAR1,alias_symbol
FLJ00194,ARHGAP19,alias_symbol
FLJ00199,MIGA2,alias_symbol
FLJ00204,SH3RF3,alias_symbol
FLJ00219,MAFIP,alias_symbol
FLJ00225,XRRA1,alias_symbol
FLJ00237,OLFML2A,alias_symbol
FLJ00245,C10ORF105,alias_symbol
FLJ00248,SAP25,alias_symbol
FLJ00267,ARHGAP30,alias_symbol
FLJ00274,FGD5,alias_symbol
FLJ00306,ZNF710,alias_symbol
FLJ00312,AGAP9,alias_symbol
FLJ00332,TBC1D10C,alias_symbol
FLJ00336,SLC27A1,alias_symbol
FLJ00337,ADAD2,alias_symbol
FLJ00346,DOCK8,alias_symbol
FLJ00348,NLRC3,alias_symbol
FLJ00354,CCDC88B,alias_symbol
FLJ00375,GAREM2,alias_symbol
FLJ00380,NFE2L1,alias_symbol
FLJ00381,ATXN7L2,alias_symbol
FLJ00382,IGHD,alias_symbol
FLJ00387,PINK1-AS,alias_symbol
FLJ00391,CD33,alias_symbol
FLJ10006,IWS1,alias_symbol
FLJ10007,SPATA6,alias_symbol
FLJ10024,MRPL20,alias_symbol
FLJ10033,GPATCH2L,alias_symbol
FLJ10035,ATG16L1,alias_symbol
FLJ10036,ZWILCH,alias_symbol
FLJ10038,GABPB1-IT1,alias_symbol
FLJ10042,ANKHD1,alias_symbol
FLJ10051,NEMF,alias_symbol
FLJ10052,SUSD4,alias_symbol
FLJ10053,YTHDC2,alias_symbol
FLJ10055,WIPI1,alias_symbol
FLJ10057,ZCWPW1,alias_symbol
FLJ10058,SPATA6L,alias_symbol
FLJ10060,SLC52A1,alias_symbol
FLJ10063,RUFY2,alias_symbol
FLJ10067,NARF,alias_symbol
FLJ10081,KANSL3,alias_symbol
FLJ10094,ENOX1,alias_symbol
FLJ10097,BEX4,alias_symbol
FLJ10099,TMEM248,alias_symbol
FLJ10101,RABL6,alias_symbol
FLJ10103,DET1,alias_symbol
FLJ10106,MYCBP2,alias_symbol
FLJ10110,C9ORF40,alias_symbol
FLJ10111,RNF31,alias_symbol
FLJ10116,MREG,alias_symbol
FLJ10120,LRRC37A4P,alias_symbol
FLJ10128,UACA,alias_symbol
FLJ10134,TMEM45A,alias_symbol
FLJ10140,TRMU,alias_symbol
FLJ10142,FEZF2,alias_symbol
FLJ10143,TAPBPL,alias_symbol
FLJ10147,IFT57,alias_symbol
FLJ10154,ARGLU1,alias_symbol
FLJ10156,PIMREG,alias_symbol
FLJ10157,KIF26B,alias_symbol
FLJ10159,SOBP,alias_symbol
FLJ10160,ISL2,alias_symbol
FLJ10177,BANP,alias_symbol
FLJ10178,RADX,alias_symbol
FLJ10181,ILKAP,alias_symbol
FLJ10188,CCDC186,alias_symbol
FLJ10193,MED9,alias_symbol
FLJ10197,NBEA,alias_symbol
FLJ10199,TMEM51,alias_symbol
FLJ10201,YEATS2,alias_symbol
FLJ10204,NTAQ1,alias_symbol
FLJ10206,GPATCH1,alias_symbol
FLJ10209,PACS1,alias_symbol
FLJ10210,FRMD4A,alias_symbol
FLJ10211,SAMD4B,alias_symbol
FLJ10215,TANC2,alias_symbol
FLJ10233,WDR70,alias_symbol
FLJ10241,DMAC2,alias_symbol
FLJ10242,ATG2B,alias_symbol
FLJ10243,CERS2,alias_symbol
FLJ10244,RALGPS2,alias_symbol
FLJ10251,KDM4D,alias_symbol
FLJ10252,GPATCH2,alias_symbol
FLJ10257,LPCAT4,alias_symbol
FLJ10260,SLFN12,alias_symbol
FLJ10261,ANO1,alias_symbol
FLJ10262,KLHL13,alias_symbol
FLJ10267,NSUN5,alias_symbol
FLJ10276,BSDC1,alias_symbol
FLJ10283,AGGF1,alias_symbol
FLJ10287,TRMT13,alias_symbol
FLJ10290,RBM22,alias_symbol
FLJ10292,MAGOHB,alias_symbol
FLJ10296,NIP7,alias_symbol
FLJ10297,PLEKHJ1,alias_symbol
FLJ10298,MANSC1,alias_symbol
FLJ10300,DYNC2I1,alias_symbol
FLJ10305,VAC14,alias_symbol
FLJ10307,XKR8,alias_symbol
FLJ10308,ARHGAP17,alias_symbol
FLJ10312,ARHGAP28,alias_symbol
FLJ10315,TMEM39B,alias_symbol
FLJ10316,SLC6A15,alias_symbol
FLJ10320,CRTAC1,alias_symbol
FLJ10324,RADIL,alias_symbol
FLJ10326,IARS2,alias_symbol
FLJ10330,PRPF38B,alias_symbol
FLJ10335,FANCL,alias_symbol
FLJ10337,LRRC8A,alias_symbol
FLJ10342,AKIRIN2,alias_symbol
FLJ10343,XYLB,alias_symbol
FLJ10349,GPN2,alias_symbol
FLJ10350,MAP7D1,alias_symbol
FLJ10351,PIWIL2,alias_symbol
FLJ10352,CEP192,alias_symbol
FLJ10355,SSBP3,alias_symbol
FLJ10357,ARHGEF40,alias_symbol
FLJ10359,HEATR1,alias_symbol
FLJ10369,TRIM68,alias_symbol
FLJ10372,SEMA5B,alias_symbol
FLJ10374,YJU2,alias_symbol
FLJ10375,ANO10,alias_symbol
FLJ10376,ODAD2,alias_symbol
FLJ10377,RBM28,alias_symbol
FLJ10378,LARP1B,alias_symbol
FLJ10379,SRBD1,alias_symbol
FLJ10381,VPS13C,alias_symbol
FLJ10385,WRAP53,alias_symbol
FLJ10386,MID1IP1,alias_symbol
FLJ10387,SZT2,alias_symbol
FLJ10388,POLR3B,alias_symbol
FLJ10390,ZNF358,alias_symbol
FLJ10392,CCDC88A,alias_symbol
FLJ10402,IPO9,alias_symbol
FLJ10404,FAM193B,alias_symbol
FLJ10407,NDC1,alias_symbol
FLJ10408,FAM90A1,alias_symbol
FLJ10415,ANKZF1,alias_symbol
FLJ10416,COP1,alias_symbol
FLJ10420,NECAP2,alias_symbol
FLJ10422,ELP3,alias_symbol
FLJ10430,NETO2,alias_symbol
FLJ10432,DDX49,alias_symbol
FLJ10439,WDR74,alias_symbol
FLJ10441,GSPT2,alias_symbol
FLJ10450,KBTBD4,alias_symbol
FLJ10458,NLE1,alias_symbol
FLJ10460,HAUS2,alias_symbol
FLJ10462,FAR2,alias_symbol
FLJ10466,EFHC1,alias_symbol
FLJ10470,LRRC8D,alias_symbol
FLJ10477,THAP1,alias_symbol
FLJ10479,ZDHHC4,alias_symbol
FLJ10482,RBM23,alias_symbol
FLJ10485,AIG1,alias_symbol
FLJ10486,MTPAP,alias_symbol
FLJ10488,DOK4,alias_symbol
FLJ10489,LINC01181,alias_symbol
FLJ10490,C19ORF73,alias_symbol
FLJ10491,PIMREG,alias_symbol
FLJ10493,TMEM38B,alias_symbol
FLJ10494,LMBR1L,alias_symbol
FLJ10496,DALRD3,alias_symbol
FLJ10498,SDAD1,alias_symbol
FLJ10504,MSTO1,alias_symbol
FLJ10506,WDR11,alias_symbol
FLJ10508,MCM3AP-AS1,alias_symbol
FLJ10509,POLR3E,alias_symbol
FLJ10511,ARMC1,alias_symbol
FLJ10512,SLF2,alias_symbol
FLJ10514,DARS2,alias_symbol
FLJ10517,ASPM,alias_symbol
FLJ10520,RFWD3,alias_symbol
FLJ10521,ARHGEF10L,alias_symbol
FLJ10523,CTDSPL2,alias_symbol
FLJ10524,EIF5B,alias_symbol
FLJ10525,TMEM33,alias_symbol
FLJ10530,ELAC2,alias_symbol
FLJ10534,TSR1,alias_symbol
FLJ10537,DIABLO,alias_symbol
FLJ10539,SHQ1,alias_symbol
FLJ10540,CEP55,alias_symbol
FLJ10545,CENPQ,alias_symbol
FLJ10546,MSL2,alias_symbol
FLJ10547,IQCC,alias_symbol
FLJ10548,MRPS18A,alias_symbol
FLJ10549,ASPM,alias_symbol
FLJ10559,PRMT6,alias_symbol
FLJ10560,TBCCD1,alias_symbol
FLJ10563,DNAAF2,alias_symbol
FLJ10564,CDC40,alias_symbol
FLJ10565,CEP72,alias_symbol
FLJ10567,MRPS10,alias_symbol
FLJ10569,INTS10,alias_symbol
FLJ10572,KLHL11,alias_symbol
FLJ10575,URI1,alias_symbol
FLJ10578,SEC61A2,alias_symbol
FLJ10579,RMDN3,alias_symbol
FLJ10581,MRM3,alias_symbol
FLJ10582,FAIM,alias_symbol
FLJ10587,SMG8,alias_symbol
FLJ10590,CCAR1,alias_symbol
FLJ10595,LARS1,alias_symbol
FLJ10597,RNF220,alias_symbol
FLJ10599,RIF1,alias_symbol
FLJ10600,DZANK1,alias_symbol
FLJ10601,ANTXR1,alias_symbol
FLJ10604,ASF1B,alias_symbol
FLJ10607,GNPNAT1,alias_symbol
FLJ10613,GNL3L,alias_symbol
FLJ10616,RHOU,alias_symbol
FLJ10618,SLC25A36,alias_symbol
FLJ10619,VPS13D,alias_symbol
FLJ10620,RIC8B,alias_symbol
FLJ10628,NUDT11,alias_symbol
FLJ10631,NADSYN1,alias_symbol
FLJ10633,NAV2,alias_symbol
FLJ10634,DNAJC17,alias_symbol
FLJ10637,INTS13,alias_symbol
FLJ10640,PRMT7,alias_symbol
FLJ10647,EVA1B,alias_symbol
FLJ10648,BTBD7,alias_symbol
FLJ10650,CCDC198,alias_symbol
FLJ10652,RESF1,alias_symbol
FLJ10656,RPRD1A,alias_symbol
FLJ10657,LUC7L2,alias_symbol
FLJ10659,APPL2,alias_symbol
FLJ10661,FAM86C1P,alias_symbol
FLJ10665,PLEKHG6,alias_symbol
FLJ10666,DGCR6L,alias_symbol
FLJ10667,PLEKHA5,alias_symbol
FLJ10669,MAP1S,alias_symbol
FLJ10675,LGI2,alias_symbol
FLJ10686,GTPBP4,alias_symbol
FLJ10688,ATF7IP,alias_symbol
FLJ10690,GTPBP4,alias_symbol
FLJ10694,DHX32,alias_symbol
FLJ10697,ZNF532,alias_symbol
FLJ10698,CADM3,alias_symbol
FLJ10700,FAM222B,alias_symbol
FLJ10701,SBNO1,alias_symbol
FLJ10702,ARL8B,alias_symbol
FLJ10704,DCUN1D2,alias_symbol
FLJ10706,FIRRM,alias_symbol
FLJ10707,SETD5,alias_symbol
FLJ10709,ATAD3A,alias_symbol
FLJ10713,DPPA4,alias_symbol
FLJ10715,BBS7,alias_symbol
FLJ10716,RCBTB1,alias_symbol
FLJ10718,P3H2,alias_symbol
FLJ10719,FANCI,alias_symbol
FLJ10724,HHAT,alias_symbol
FLJ10726,NKAPD1,alias_symbol
FLJ10727,TMLHE,alias_symbol
FLJ10730,BCO1,alias_symbol
FLJ10734,ZFP64,alias_symbol
FLJ10737,DNAJC11,alias_symbol
FLJ10738,EXD2,alias_symbol
FLJ10739,HMG20A,alias_symbol
FLJ10741,MTG2,alias_symbol
FLJ10743,TBC1D13,alias_symbol
FLJ10747,MACO1,alias_symbol
FLJ10748,KLHDC8A,alias_symbol
FLJ10749,CKAP2,alias_symbol
FLJ10751,LRRC20,alias_symbol
FLJ10752,VPS35,alias_symbol
FLJ10759,TRIM62,alias_symbol
FLJ10761,ETNK2,alias_symbol
FLJ10766,FBXO28,alias_symbol
FLJ10767,ARFGAP1,alias_symbol
FLJ10768,ETS1,alias_symbol
FLJ10769,NAXD,alias_symbol
FLJ10770,RAVER2,alias_symbol
FLJ10773,ENAH,alias_symbol
FLJ10774,NAT10,alias_symbol
FLJ10775,LRRC1,alias_symbol
FLJ10781,PNMA8A,alias_symbol
FLJ10782,PANK4,alias_symbol
FLJ10783,EDEM2,alias_symbol
FLJ10785,USP40,alias_symbol
FLJ10786,CCDC87,alias_symbol
FLJ10788,MOB1A,alias_symbol
FLJ10792,ZDHHC7,alias_symbol
FLJ10793,PARVA,alias_symbol
FLJ10796,CHFR,alias_symbol
FLJ10803,COA1,alias_symbol
FLJ10805,SMU1,alias_symbol
FLJ10808,UBA6,alias_symbol
FLJ10811,VRTN,alias_symbol
FLJ10813,AP5M1,alias_symbol
FLJ10814,NUP133,alias_symbol
FLJ10815,SLC38A7,alias_symbol
FLJ10816,POLR1B,alias_symbol
FLJ10817,ODAD2,alias_symbol
FLJ10821,ZZEF1,alias_symbol
FLJ10824,WASHC2A,alias_symbol
FLJ10826,OGFOD1,alias_symbol
FLJ10830,CNDP2,alias_symbol
FLJ10832,SDK2,alias_symbol
FLJ10833,SBNO1,alias_symbol
FLJ10842,AGK,alias_symbol
FLJ10844,LRRC20,alias_symbol
FLJ10846,TMEM184C,alias_symbol
FLJ10847,SLC47A1,alias_symbol
FLJ10849,SEPTIN11,alias_symbol
FLJ10850,UQCC1,alias_symbol
FLJ10851,OGDHL,alias_symbol
FLJ10852,ZDHHC13,alias_symbol
FLJ10853,CCDC25,alias_symbol
FLJ10856,CDC50A,alias_symbol
FLJ10857,SUPT16H,alias_symbol
FLJ10858,NEIL3,alias_symbol
FLJ10867,CDK5RAP2,alias_symbol
FLJ10871,INTS9,alias_symbol
FLJ10873,UGGT2,alias_symbol
FLJ10874,PACC1,alias_symbol
FLJ10876,RCOR3,alias_symbol
FLJ10879,ELP2,alias_symbol
FLJ10881,WDR12,alias_symbol
FLJ10883,PCMTD1,alias_symbol
FLJ10884,L1TD1,alias_symbol
FLJ10889,DHX32,alias_symbol
FLJ10890,TTC17,alias_symbol
FLJ10891,ZNF701,alias_symbol
FLJ10893,EXOC1,alias_symbol
FLJ10895,CCNJ,alias_symbol
FLJ10898,ASXL2,alias_symbol
FLJ10900,TYW1,alias_symbol
FLJ10901,INAVA,alias_symbol
FLJ10902,TMEM39A,alias_symbol
FLJ10903,H2AJ,alias_symbol
FLJ10904,WDR41,alias_symbol
FLJ10907,RNASET2,alias_symbol
FLJ10913,ADI1,alias_symbol
FLJ10914,MRGBP,alias_symbol
FLJ10916,THNSL2,alias_symbol
FLJ10917,SBDS,alias_symbol
FLJ10921,DNAI7,alias_symbol
FLJ10922,TMEM143,alias_symbol
FLJ10925,TRAPPC14,alias_symbol
FLJ10928,SSH3,alias_symbol
FLJ10932,CFAP298-TCP10L,alias_symbol
FLJ10933,KIF24,alias_symbol
FLJ10936,TMEM19,alias_symbol
FLJ10939,MTERF3,alias_symbol
FLJ10941,ZDHHC13,alias_symbol
FLJ10945,PRR34,alias_symbol
FLJ10948,ECHDC2,alias_symbol
FLJ10955,PSPC1,alias_symbol
FLJ10956,NUDT15,alias_symbol
FLJ10961,GBP3,alias_symbol
FLJ10967,HSBP1L1,alias_symbol
FLJ10968,IMP3,alias_symbol
FLJ10970,TMEM100,alias_symbol
FLJ10971,ARHGAP12,alias_symbol
FLJ10975,PHF10,alias_symbol
FLJ10979,VPS53,alias_symbol
FLJ10980,ATOSA,alias_symbol
FLJ10983,PGM2,alias_symbol
FLJ10986,FGGY,alias_symbol
FLJ10989,QRSL1,alias_symbol
FLJ10996,CCDC93,alias_symbol
FLJ10997,ZNF654,alias_symbol
FLJ10998,CWF19L1,alias_symbol
FLJ11000,TMEM140,alias_symbol
FLJ11001,PTGFRN,alias_symbol
FLJ11004,LRRC36,alias_symbol
FLJ11005,NGLY1,alias_symbol
FLJ11006,MCOLN3,alias_symbol
FLJ11008,DHRS4,alias_symbol
FLJ11011,UBE2W,alias_symbol
FLJ11015,ZNF83,alias_symbol
FLJ11016,RBM41,alias_symbol
FLJ11017,PGCKA1,alias_symbol
FLJ11021,RSRC2,alias_symbol
FLJ11026,EXOC2,alias_symbol
FLJ11029,PRR11,alias_symbol
FLJ11030,NAV2,alias_symbol
FLJ11036,TMEM40,alias_symbol
FLJ11040,RHOT1,alias_symbol
FLJ11042,ACOXL,alias_symbol
FLJ11045,RNF17,alias_symbol
FLJ11046,TBC1D23,alias_symbol
FLJ11052,BRF2,alias_symbol
FLJ11053,LTN1,alias_symbol
FLJ11058,PPP6R3,alias_symbol
FLJ11061,MYO9A,alias_symbol
FLJ11063,LUC7L3,alias_symbol
FLJ11071,FBXW7,alias_symbol
FLJ11080,CYRIA,alias_symbol
FLJ11082,TBC1D19,alias_symbol
FLJ11088,CCDC91,alias_symbol
FLJ11090,TDP1,alias_symbol
FLJ11099,RNF121,alias_symbol
FLJ11100,BRIX1,alias_symbol
FLJ11101,SAYSD1,alias_symbol
FLJ11105,PI4K2B,alias_symbol
FLJ11106,OLAH,alias_symbol
FLJ11110,GIMAP4,alias_symbol
FLJ11112,SPTLC3,alias_symbol
FLJ11113,MBD5,alias_symbol
FLJ11123,PAF1,alias_symbol
FLJ11126,DDX19A,alias_symbol
FLJ11127,OTULINL,alias_symbol
FLJ11128,PRPF39,alias_symbol
FLJ11129,LRRN3,alias_symbol
FLJ11137,ZNF444,alias_symbol
FLJ11142,CFAP44,alias_symbol
FLJ11146,MRPS18C,alias_symbol
FLJ11149,RFK,alias_symbol
FLJ11151,CPPED1,alias_symbol
FLJ11152,ERMARD,alias_symbol
FLJ11155,TMEM144,alias_symbol
FLJ11159,RIOK2,alias_symbol
FLJ11160,SLC29A3,alias_symbol
FLJ11164,RSAD1,alias_symbol
FLJ11168,AP5S1,alias_symbol
FLJ11171,CMTR2,alias_symbol
FLJ11175,MCTP2,alias_symbol
FLJ11180,TRAPPC3L,alias_symbol
FLJ11183,FGD6,alias_symbol
FLJ11184,TMA16,alias_symbol
FLJ11186,MIS18BP1,alias_symbol
FLJ11189,RNF20,alias_symbol
FLJ11190,TMEM74B,alias_symbol
FLJ11193,C5ORF22,alias_symbol
FLJ11196,LARP6,alias_symbol
FLJ11200,UFSP2,alias_symbol
FLJ11203,NIPBL,alias_symbol
FLJ11207,EPM2AIP1,alias_symbol
FLJ11208,CASP8AP2,alias_symbol
FLJ11209,TXLNG,alias_symbol
FLJ11210,AGPAT5,alias_symbol
FLJ11213,MYEF2,alias_symbol
FLJ11214,DHX30,alias_symbol
FLJ11215,LIN7C,alias_symbol
FLJ11218,RNLS,alias_symbol
FLJ11219,TRMT13,alias_symbol
FLJ11220,RSBN1,alias_symbol
FLJ11222,MNS1,alias_symbol
FLJ11230,BLOC1S4,alias_symbol
FLJ11235,EPB41L4A-DT,alias_symbol
FLJ11238,ACER3,alias_symbol
FLJ11240,LMBRD1,alias_symbol
FLJ11249,KPNA6,alias_symbol
FLJ1125,EXOC6,alias_symbol
FLJ11259,DRAM1,alias_symbol
FLJ11264,CSGALNACT1,alias_symbol
FLJ11265,DIDO1,alias_symbol
FLJ11266,NT5DC3,alias_symbol
FLJ11267,C8ORF44,alias_symbol
FLJ11269,LRIF1,alias_symbol
FLJ11273,TMEM106B,alias_symbol
FLJ11274,SLC39A9,alias_symbol
FLJ11275,NIPSNAP3B,alias_symbol
FLJ11277,ZNFX1,alias_symbol
FLJ11280,MINDY1,alias_symbol
FLJ11281,PLAA,alias_symbol
FLJ11282,DDX28,alias_symbol
FLJ11286,SHFL,alias_symbol
FLJ11287,WDR5B,alias_symbol
FLJ11294,WDR33,alias_symbol
FLJ11301,LSG1,alias_symbol
FLJ11304,AKAP11,alias_symbol
FLJ11305,PCID2,alias_symbol
FLJ11307,STRBP,alias_symbol
FLJ11315,BRWD1,alias_symbol
FLJ11316,MBNL3,alias_symbol
FLJ11320,SLC35C1,alias_symbol
FLJ11323,PLCXD1,alias_symbol
FLJ11328,USP48,alias_symbol
FLJ11331,ZGRF1,alias_symbol
FLJ11336,TCP11L1,alias_symbol
FLJ11342,ABHD10,alias_symbol
FLJ11350,METTL2B,alias_symbol
FLJ11360,DCLRE1C,alias_symbol
FLJ11362,BCORL1,alias_symbol
FLJ11383,PCNX2,alias_symbol
FLJ11391,CAPRIN2,alias_symbol
FLJ11413,PGBD5,alias_symbol
FLJ11429,TRIM33,alias_symbol
FLJ11457,TTC21B,alias_symbol
FLJ11467,FBXL18,alias_symbol
FLJ11477,DSEL,alias_symbol
FLJ11485,UGGT2,alias_symbol
FLJ11500,EBF2,alias_symbol
FLJ11506,AAGAB,alias_symbol
FLJ11526,SAP30L,alias_symbol
FLJ11535,PLPPR3,alias_symbol
FLJ11539,HAND2-AS1,alias_symbol
FLJ11543,DMAP1,alias_symbol
FLJ11560,ATOSB,alias_symbol
FLJ11564,MRPS15,alias_symbol
FLJ11565,MORC4,alias_symbol
FLJ11577,TASL,alias_symbol
FLJ11583,NPEPL1,alias_symbol
FLJ11588,BEND5,alias_symbol
FLJ11595,MOB1A,alias_symbol
FLJ11598,SEMA6D,alias_symbol
FLJ11601,THG1L,alias_symbol
FLJ11608,RIC3,alias_symbol
FLJ11618,FBRS,alias_symbol
FLJ11619,SEPTIN10,alias_symbol
FLJ11626,NSUN5P2,alias_symbol
FLJ11637,ZNF556,alias_symbol
FLJ11656,ELMO2,alias_symbol
FLJ11665,LMBR1,alias_symbol
FLJ11712,RNASEH2B,alias_symbol
FLJ11722,ANP32A-IT1,alias_symbol
FLJ11724,PRR29,alias_symbol
FLJ11729,PANK2,alias_symbol
FLJ11730,MEAF6,alias_symbol
FLJ11743,ABHD8,alias_symbol
FLJ11749,CHMP6,alias_symbol
FLJ11751,PLXNA2,alias_symbol
FLJ11752,GORAB,alias_symbol
FLJ11753,QTMAN,alias_symbol
FLJ11767,CLXN,alias_symbol
FLJ11773,ATG101,alias_symbol
FLJ11785,RINT1,alias_symbol
FLJ11790,DCHS1,alias_symbol
FLJ11795,ANKRD55,alias_symbol
FLJ11798,FBXO17,alias_symbol
FLJ11800,FAM106A,alias_symbol
FLJ11806,ZC3H14,alias_symbol
FLJ11807,UBTD1,alias_symbol
FLJ11808,SUGCT,alias_symbol
FLJ11811,NYNRIN,alias_symbol
FLJ11812,TGFB2-OT1,alias_symbol
FLJ11824,TANC2,alias_symbol
FLJ11830,PJA1,alias_symbol
FLJ11834,LRRC1,alias_symbol
FLJ11838,PPCS,alias_symbol
FLJ11848,PAAF1,alias_symbol
FLJ11856,SLC52A2,alias_symbol
FLJ11867,ST3GAL4,alias_symbol
FLJ11895,COL27A1,alias_symbol
FLJ11896,ICE2,alias_symbol
FLJ11937,MICAL1,alias_symbol
FLJ11979,ANKHD1,alias_symbol
FLJ12042,CDCA8,alias_symbol
FLJ12056,ANKRD53,alias_symbol
FLJ12057,EFCC1,alias_symbol
FLJ12076,PHAF1,alias_symbol
FLJ12082,TSPAN2,alias_symbol
FLJ12085,TBC1D15,alias_symbol
FLJ12089,CERS4,alias_symbol
FLJ12116,GAL3ST4,alias_symbol
FLJ12118,CARS2,alias_symbol
FLJ12132,GPR157,alias_symbol
FLJ12150,GSDMD,alias_symbol
FLJ12154,C14ORF93,alias_symbol
FLJ12155,TNPO2,alias_symbol
FLJ12168,TBC1D17,alias_symbol
FLJ12171,FN3KRP,alias_symbol
FLJ12178,CHD9,alias_symbol
FLJ12179,NAT10,alias_symbol
FLJ12189,QRSL1,alias_symbol
FLJ12221,ZSWIM4,alias_symbol
FLJ12229,COQ8B,alias_symbol
FLJ12240,SIK3,alias_symbol
FLJ12242,KCTD17,alias_symbol
FLJ12254,PARVA,alias_symbol
FLJ12255,UCK1,alias_symbol
FLJ12270,WDR59,alias_symbol
FLJ12286,AFG2B,alias_symbol
FLJ12287,SEMA4A,alias_symbol
FLJ12296,ZMAT3,alias_symbol
FLJ12298,ZNF394,alias_symbol
FLJ12303,LRRIQ1,alias_symbol
FLJ12331,RPS2P45,alias_symbol
FLJ12334,LINC00954,alias_symbol
FLJ12343,ATRIP,alias_symbol
FLJ12363,SNX29,alias_symbol
FLJ12377,PGAP1,alias_symbol
FLJ12383,CLMN,alias_symbol
FLJ12386,AVIL,alias_symbol
FLJ12387,KLC2,alias_symbol
FLJ12389,AACS,alias_symbol
FLJ12406,SORBS1,alias_symbol
FLJ12407,SUN1,alias_symbol
FLJ12419,PIAS4,alias_symbol
FLJ12428,DEPTOR,alias_symbol
FLJ12433,METTL22,alias_symbol
FLJ12436,CCDC51,alias_symbol
FLJ12438,MIIP,alias_symbol
FLJ12439,COA7,alias_symbol
FLJ12442,NT5DC2,alias_symbol
FLJ12443,LPCAT1,alias_symbol
FLJ12448,C12ORF43,alias_symbol
FLJ12450,NCAPG,alias_symbol
FLJ12455,GPATCH3,alias_symbol
FLJ12457,LIN28A,alias_symbol
FLJ12460,OPA1,alias_symbol
FLJ12474,ORAI2,alias_symbol
FLJ12476,IQCH,alias_symbol
FLJ12484,AEN,alias_symbol
FLJ12488,ZNF93,alias_symbol
FLJ12496,SLC30A5,alias_symbol
FLJ12505,VASH2,alias_symbol
FLJ12515,ZNF502,alias_symbol
FLJ12517,JMJD4,alias_symbol
FLJ12519,WDR75,alias_symbol
FLJ12525,LAS1L,alias_symbol
FLJ12526,RNF122,alias_symbol
FLJ12528,TARS2,alias_symbol
FLJ12529,CPSF7,alias_symbol
FLJ12530,KIF4A,alias_symbol
FLJ12539,XYLB,alias_symbol
FLJ12541,STRA6,alias_symbol
FLJ12542,CEP76,alias_symbol
FLJ12543,KLHL36,alias_symbol
FLJ12549,NUP85,alias_symbol
FLJ12552,USP46,alias_symbol
FLJ12560,NAV1,alias_symbol
FLJ12562,AEN,alias_symbol
FLJ12565,RNF123,alias_symbol
FLJ12568,LRRTM4,alias_symbol
FLJ12571,IFT56,alias_symbol
FLJ12572,TTC23,alias_symbol
FLJ12577,CAB39L,alias_symbol
FLJ12581,NANOG,alias_symbol
FLJ12582,DBNDD1,alias_symbol
FLJ12584,ARMC9,alias_symbol
FLJ12586,ZNF329,alias_symbol
FLJ12587,KLHL25,alias_symbol
FLJ12592,ACAD11,alias_symbol
FLJ12595,GNL3LP1,alias_symbol
FLJ12597,NIPBL,alias_symbol
FLJ12598,PTCD2,alias_symbol
FLJ12604,VEPH1,alias_symbol
FLJ12606,ZNF669,alias_symbol
FLJ12610,NHEJ1,alias_symbol
FLJ12614,NXN,alias_symbol
FLJ12615,PALS1,alias_symbol
FLJ12618,L2HGDH,alias_symbol
FLJ12619,C6ORF62,alias_symbol
FLJ12627,CHODL,alias_symbol
FLJ12628,ZFP64,alias_symbol
FLJ12634,MGA,alias_symbol
FLJ12643,CEP78,alias_symbol
FLJ12644,ZNF649,alias_symbol
FLJ12649,MAP7D3,alias_symbol
FLJ12650,NKAIN1,alias_symbol
FLJ12655,KIF4A,alias_symbol
FLJ12660,NUBPL,alias_symbol
FLJ12661,PROSER1,alias_symbol
FLJ12666,AKIRIN1,alias_symbol
FLJ12668,ATF7IP2,alias_symbol
FLJ12671,ISG20L2,alias_symbol
FLJ12681,LMF1,alias_symbol
FLJ12684,MICU1,alias_symbol
FLJ12687,TRMT2B,alias_symbol
FLJ12688,TANGO6,alias_symbol
FLJ12691,GALNT14,alias_symbol
FLJ12697,USP42,alias_symbol
FLJ12699,PLAA,alias_symbol
FLJ12700,ZNF767P,alias_symbol
FLJ12701,MRPL44,alias_symbol
FLJ12709,TUBD1,alias_symbol
FLJ12716,TRAPPC11,alias_symbol
FLJ12729,PHC3,alias_symbol
FLJ12732,RPAP1,alias_symbol
