gene,l2fc_12h_2C,q_12h_2C,l2fc_48h_2C,q_48h_2C,l2fc_disease_12h_2C,l2fc_disease_48h_2C,l2fc_12h_219,q_12h_219,l2fc_48h_219,q_48h_219,l2fc_disease_12h_219,l2fc_disease_48h_219,up_RMC2C,up_RMC219,up_both,mean_l2fc_disease_48h
EIF4G3,-0.301487612209933,4.84156518810304e-05,-0.28267768611502,1.95578427412294e-05,0.301487612209933,0.28267768611502,0.114321245794514,0.999847911406781,0.0148738915365777,0.939986225794029,-0.114321245794514,-0.0148738915365777,False,False,False,0.13390189728922114
NUP37,0.724988131586365,3.03874326650253e-13,-0.0880089444444578,0.514041963481036,-0.724988131586365,0.0880089444444578,-0.0831437962472296,0.999847911406781,-0.142398738595981,0.259050617132109,0.0831437962472296,0.142398738595981,False,False,False,0.1152038415202194
SEMA3A,-0.596588003497113,1.1451842380534e-20,0.681255060160447,1.85174366980429e-36,0.596588003497113,-0.681255060160447,0.033157205467355,0.999847911406781,0.356526807114177,0.0249429357118745,-0.033157205467355,-0.356526807114177,False,False,False,-0.518890933637312
GTSE1,0.892948311529738,6.48797725097952e-34,-0.00106885798780685,0.994171515459469,-0.892948311529738,0.00106885798780685,0.0403842763119194,0.999847911406781,-0.0599464304650448,0.649707790885827,-0.0403842763119194,0.0599464304650448,False,False,False,0.030507644226425826
SEMA3C,-0.988795446458557,5.52336518923125e-94,-0.915619379875162,1.50858952202629e-101,0.988795446458557,0.915619379875162,0.128528408421849,0.999847911406781,0.262964690283704,0.152466439394719,-0.128528408421849,-0.262964690283704,True,False,False,0.326327344795729
TTC38,0.345038194262344,0.000129038453953454,0.0868469542908376,0.425609936078529,-0.345038194262344,-0.0868469542908376,-0.024954488750356,0.999847911406781,-0.161315329220006,0.218068281920403,0.024954488750356,0.161315329220006,False,False,False,0.0372341874645842
ACAT1,0.0095692065443744,0.932625197298477,-0.0703471929149733,0.424942449795205,-0.0095692065443744,0.0703471929149733,-0.0215573642728552,0.999847911406781,0.307439253372991,0.000177421246437221,0.0215573642728552,-0.307439253372991,False,False,False,-0.11854603022900885
GRAMD4,-1.36079839675979,8.09590711400196e-36,0.1128694694429,0.328969682031416,1.36079839675979,-0.1128694694429,-0.0430134069762688,0.999847911406781,0.129198340751179,0.526315747315295,0.0430134069762688,-0.129198340751179,False,False,False,-0.1210339050970395
CELSR1,-0.577616665147912,3.1294109954327e-22,-0.138704697102639,0.0183559975802369,0.577616665147912,0.138704697102639,0.105653739251659,0.999847911406781,0.426807301200494,0.00304893252089312,-0.105653739251659,-0.426807301200494,False,False,False,-0.1440513020489275
WNT8B,-0.721379424506375,0.476585883606001,0.103434061174069,0.934379893221842,0.721379424506375,-0.103434061174069,-0.198386473108487,0.999847911406781,2.59290218780148,,0.198386473108487,-2.59290218780148,False,False,False,-1.3481681244877746
ZNF638,-0.379224367824534,5.22991394113809e-09,0.119767029590428,0.0670481066919599,0.379224367824534,-0.119767029590428,0.117943255606685,0.999847911406781,0.25295993112804,0.0563459502453664,-0.117943255606685,-0.25295993112804,False,False,False,-0.186363480359234
SLC25A40,-0.313559486490108,0.0712520439145514,-0.424184609750744,0.00451045873710043,0.313559486490108,0.424184609750744,-0.0890473671953624,0.999847911406781,0.0174867302799493,0.956215842760326,0.0890473671953624,-0.0174867302799493,False,False,False,0.20334893973539736
TIMM21,1.25055627708588,1.3741036305809e-28,-0.176057070488193,0.206817422151837,-1.25055627708588,0.176057070488193,-0.0390408680223735,0.999847911406781,-0.394925563423739,3.97981587817352e-06,0.0390408680223735,0.394925563423739,False,False,False,0.285491316955966
ADD2,0.444185129056826,2.42446601048668e-08,0.211507420927065,0.00672040799699325,-0.444185129056826,-0.211507420927065,0.454379612321883,0.999847911406781,0.24056415013945,0.683495242407032,-0.454379612321883,-0.24056415013945,False,False,False,-0.2260357855332575
RASAL2,-0.0798688335777101,0.420509780584876,-0.118193957773626,0.169150688656308,0.0798688335777101,0.118193957773626,0.120107902710458,0.999847911406781,0.170822883146243,0.291187043906529,-0.120107902710458,-0.170822883146243,False,False,False,-0.0263144626863085
VPS9D1,-0.444839005480414,0.0098642557510251,0.210944576409319,0.225970226462128,0.444839005480414,-0.210944576409319,0.00153619630625381,0.999847911406781,0.406903414137284,0.132066251059085,-0.00153619630625381,-0.406903414137284,False,False,False,-0.3089239952733015
ZNF37A,-0.535319251575251,1.18788589082924e-12,-0.525839581022522,2.18024534787245e-15,0.535319251575251,0.525839581022522,0.142731610136587,0.999847911406781,0.0917929350562513,0.681114421373537,-0.142731610136587,-0.0917929350562513,True,False,False,0.21702332298313537
MARK3,0.19545550145754,0.0192838152618874,-0.179830812517504,0.0210830565157785,-0.19545550145754,0.179830812517504,-0.0589603375036813,0.999847911406781,-0.0445847209844598,0.741177908582686,0.0589603375036813,0.0445847209844598,False,False,False,0.1122077667509819
SLC25A3,-0.0404515298607901,0.494571011105463,-0.0364790237453808,0.546943032068738,0.0404515298607901,0.0364790237453808,-0.0630024785233522,0.999847911406781,0.0761151379542976,0.509022798210353,0.0630024785233522,-0.0761151379542976,False,False,False,-0.0198180571044584
FNDC3B,-0.382987454773563,3.0568252459356e-13,-0.00746915894221191,0.934549861907053,0.382987454773563,0.00746915894221191,0.139144885728919,0.999847911406781,0.0327845840682344,0.879126650875537,-0.139144885728919,-0.0327845840682344,False,False,False,-0.012657712563011247
FOSL2,0.0638428717785464,0.408310128489664,0.586307550712227,6.87338338481397e-29,-0.0638428717785464,-0.586307550712227,0.0292734991728675,0.999847911406781,-0.614505877369518,2.41572531910486e-15,-0.0292734991728675,0.614505877369518,False,True,False,0.014099163328645525
CACNG4,-0.500629483624332,0.298755589052624,-0.653842783669697,0.118266173617898,0.500629483624332,0.653842783669697,-0.143446881721342,0.999847911406781,0.0416930434304314,0.760718914913096,0.143446881721342,-0.0416930434304314,False,False,False,0.30607487011963275
FRYL,-0.143687230089612,0.0955733065971545,-0.332173606721472,2.02473828889813e-06,0.143687230089612,0.332173606721472,0.167007835440482,0.999847911406781,-0.137178591104764,0.473814303500031,-0.167007835440482,0.137178591104764,False,False,False,0.234676098913118
TMEM131,-0.00677711677171472,0.936371404247343,-0.193827952822016,0.00010491694713859,0.00677711677171472,0.193827952822016,0.0161223576930626,0.999847911406781,0.103649385470032,0.517001923532186,-0.0161223576930626,-0.103649385470032,False,False,False,0.045089283675992006
FSCN1,1.12982012146113,3.61762984444062e-90,0.326675879065231,4.83482818919479e-10,-1.12982012146113,-0.326675879065231,-0.138331461381976,0.999847911406781,-0.297770606559622,0.305821104886195,0.138331461381976,0.297770606559622,False,False,False,-0.01445263625280449
ACTB,0.694844594913422,1.32563734025064e-72,-0.188769969626533,2.28855422096788e-07,-0.694844594913422,0.188769969626533,-0.132799874666838,0.999847911406781,-0.337587283839969,0.00139399680698523,0.132799874666838,0.337587283839969,False,False,False,0.263178626733251
MOCOS,-0.559628278007824,1.02943436265978e-05,-0.234909597032917,0.055615418557755,0.559628278007824,0.234909597032917,-0.018115943194531,0.999847911406781,-0.00412698690997845,0.983871868156042,0.018115943194531,0.00412698690997845,False,False,False,0.11951829197144773
PLD1,-0.0898772143178389,0.471489101074137,0.938813977970825,5.67732451534956e-32,0.0898772143178389,-0.938813977970825,0.011530670157399,0.999847911406781,1.71133324423784,0.000727382574850325,-0.011530670157399,-1.71133324423784,False,False,False,-1.3250736111043324
ATP12A,-0.887190042780284,,-1.16082030002623,,0.887190042780284,1.16082030002623,1.10241523333965,,1.26551180737765,,-1.10241523333965,-1.26551180737765,False,False,False,-0.05234575367570993
WDR62,0.757369130449395,1.85317583487428e-18,-0.756354493943373,5.9771695578729e-20,-0.757369130449395,0.756354493943373,0.0113798723128245,0.999847911406781,-0.325788462691164,0.0112594733222246,-0.0113798723128245,0.325788462691164,True,False,False,0.5410714783172685
DLG1,-0.689511847404271,1.75397390105856e-33,-0.378321259689528,1.2569135219347e-13,0.689511847404271,0.378321259689528,0.104489004889979,0.999847911406781,0.0972229512181776,0.449041579149813,-0.104489004889979,-0.0972229512181776,False,False,False,0.1405491542356752
RAB7A,-0.0548599389318601,0.363147432010551,-0.272996959173403,5.05150704383039e-10,0.0548599389318601,0.272996959173403,-0.0617491015630145,0.999847911406781,-0.273874246874369,2.26925331147259e-05,0.0617491015630145,0.273874246874369,False,False,False,0.27343560302388603
BCAP29,0.222074296739106,0.022006634984338,-0.124426703392613,0.22014248644782,-0.222074296739106,0.124426703392613,-0.071529309921081,0.999847911406781,-0.192845732637057,0.367562199726266,0.071529309921081,0.192845732637057,False,False,False,0.15863621801483502
SEC31B,-1.4825525398649,0.0290042620670718,0.616086200972379,0.292190562704132,1.4825525398649,-0.616086200972379,-0.0108470198225425,0.999847911406781,0.0459619923436794,0.860441412834796,0.0108470198225425,-0.0459619923436794,False,False,False,-0.3310240966580292
SART3,0.319759391317127,1.50368761879901e-06,-0.184022318269299,0.00451744719348659,-0.319759391317127,0.184022318269299,-0.00189076465547073,0.999847911406781,-0.216273027772228,0.0182248342152244,0.00189076465547073,0.216273027772228,False,False,False,0.2001476730207635
TUBA3D,-0.887190042780284,,-1.16082030002623,,0.887190042780284,1.16082030002623,-0.821130111420921,,0.303723120800224,,0.821130111420921,-0.303723120800224,False,False,False,0.428548589613003
PAX2,-1.04365949940095,3.81662595275685e-36,-0.442345230640483,1.25151018827789e-09,1.04365949940095,0.442345230640483,-0.102725570422806,0.999847911406781,0.337129292496622,0.0025060865338293,0.102725570422806,-0.337129292496622,False,False,False,0.052607969071930494
EXOSC7,0.516940478304412,1.7341871669407e-05,0.0131660623728257,0.949181285806288,-0.516940478304412,-0.0131660623728257,-0.0453860252150303,0.999847911406781,-0.392821175294414,0.00473469889160396,0.0453860252150303,0.392821175294414,False,False,False,0.18982755646079416
KIFAP3,-0.417547931728758,0.00348313000625557,-0.0261406367286419,0.903452340355337,0.417547931728758,0.0261406367286419,0.0378549227822659,0.999847911406781,0.232627048718809,0.0242863245817164,-0.0378549227822659,-0.232627048718809,False,False,False,-0.10324320599508355
MKRN2,0.363065931522196,0.000418187794481159,-0.14186438812529,0.212202144667055,-0.363065931522196,0.14186438812529,-0.112857226936441,0.999847911406781,-0.108982689784254,0.412359688899377,0.112857226936441,0.108982689784254,False,False,False,0.125423538954772
MCM6,0.493943685201811,2.49084400818024e-16,-0.158882305978787,0.0093075838230225,-0.493943685201811,0.158882305978787,0.0319524303611964,0.999847911406781,-0.0032153695951012,0.982735071902475,-0.0319524303611964,0.0032153695951012,False,False,False,0.0810488377869441
REXO2,0.158451169263328,0.139648803266391,0.243029895787377,0.00664828437780193,-0.158451169263328,-0.243029895787377,-0.0836686137816149,0.999847911406781,-0.208696600713412,0.100949464970424,0.0836686137816149,0.208696600713412,False,False,False,-0.017166647536982493
RBM7,-0.35328149254552,0.00344214104414883,0.248609528948582,0.0223397666205972,0.35328149254552,-0.248609528948582,-0.148082100916217,0.999847911406781,-0.072514235653075,0.810718613454468,0.148082100916217,0.072514235653075,False,False,False,-0.0880476466477535
RBMS2,-1.01621436926374,7.72142053469023e-59,-0.599372645098188,1.51400734770859e-27,1.01621436926374,0.599372645098188,0.178882243584183,0.999847911406781,0.544200652545304,0.000348681402659203,-0.178882243584183,-0.544200652545304,True,False,False,0.027585996276441982
BAZ2A,-0.0656996937204966,0.3733638583759,0.288622793052557,7.03613286315156e-08,0.0656996937204966,-0.288622793052557,0.117704530486373,0.999847911406781,0.230851022234535,0.0653459451936641,-0.117704530486373,-0.230851022234535,False,False,False,-0.259736907643546
PTPN23,0.115608825731843,0.266708186804793,-0.132172211813773,0.165463484263616,-0.115608825731843,0.132172211813773,0.0393394885041024,0.999847911406781,-0.169508278859411,0.194605850011476,-0.0393394885041024,0.169508278859411,False,False,False,0.15084024533659202
MLH1,0.0949488529017758,0.36760535380968,0.0234320720880379,0.860853279034194,-0.0949488529017758,-0.0234320720880379,0.0413843502687835,0.999847911406781,-0.0458892930210995,0.753805377595345,-0.0413843502687835,0.0458892930210995,False,False,False,0.0112286104665308
UNG,0.583823219267473,1.04786779833879e-17,-0.231315317622877,0.000634622517439065,-0.583823219267473,0.231315317622877,-0.033008631519389,0.999847911406781,-0.217537155755654,0.0155844144565447,0.033008631519389,0.217537155755654,False,False,False,0.22442623668926548
FMO4,-0.672985865655015,0.601426142829535,1.27578853091361,0.153159295100509,0.672985865655015,-1.27578853091361,-0.012218461654245,,1.71885986382861,,0.012218461654245,-1.71885986382861,False,False,False,-1.49732419737111
KLHL20,0.118322851651178,0.561279829648097,0.244189255255329,0.138962660417359,-0.118322851651178,-0.244189255255329,-0.00166205929747776,0.999847911406781,-0.0967772780676133,0.564705425243026,0.00166205929747776,0.0967772780676133,False,False,False,-0.07370598859385785
RGS11,-1.39333491910186,0.000190965763349283,-0.00586859740884901,0.991430624632714,1.39333491910186,0.00586859740884901,0.1406505680746,,1.26551180737765,,-0.1406505680746,-1.26551180737765,False,False,False,-0.6298216049844004
SLC46A1,0.123605649588304,0.107828597713735,0.0598956307226469,0.484237183358254,-0.123605649588304,-0.0598956307226469,0.0143242645466086,0.999847911406781,-0.0875422923672348,0.579357001569518,-0.0143242645466086,0.0875422923672348,False,False,False,0.013823330822293953
PLXNA2,0.633489028698781,5.77329292363553e-16,0.485079938485026,1.01042985187336e-11,-0.633489028698781,-0.485079938485026,0.720690656861885,,0.725050630532136,,-0.720690656861885,-0.725050630532136,False,False,False,-0.605065284508581
SPAG5,0.927916910351815,7.13711508463047e-40,-0.01143159545009,0.929888991011758,-0.927916910351815,0.01143159545009,0.0883383131054444,0.999847911406781,0.0606849189153161,0.664718621197727,-0.0883383131054444,-0.0606849189153161,False,False,False,-0.024626661732613048
ANKRD13A,0.122309128502811,0.266580673502761,0.657909254736852,5.318531700172e-17,-0.122309128502811,-0.657909254736852,-0.0029385261840997,0.999847911406781,0.404629221677981,0.0111728300775815,0.0029385261840997,-0.404629221677981,False,False,False,-0.5312692382074164
TPD52,0.442816510031254,8.5519288959949e-08,0.0177654252364471,0.897682926599579,-0.442816510031254,-0.0177654252364471,-0.229776317512886,0.999847911406781,0.0219847819037507,0.941856883670127,0.229776317512886,-0.0219847819037507,False,False,False,-0.0198751035700989
ACACB,-0.0393683020528666,0.939196426690737,0.837893136526052,0.00381127359359576,0.0393683020528666,-0.837893136526052,0.0347202425544723,0.999847911406781,0.289139803562833,0.0496949445934807,-0.0347202425544723,-0.289139803562833,False,False,False,-0.5635164700444425
TRAF4,0.607522742477021,5.91974504802191e-16,0.199605199270199,0.00848179226516581,-0.607522742477021,-0.199605199270199,-0.148041966372964,0.999847911406781,-0.380214949864658,0.00112446129242711,0.148041966372964,0.380214949864658,False,False,False,0.09030487529722948
PAG1,-0.650932707595588,2.71292658832895e-17,0.21851036548051,0.00220550376372359,0.650932707595588,-0.21851036548051,0.0184508912010103,0.999847911406781,0.138150840515553,0.556134014130118,-0.0184508912010103,-0.138150840515553,False,False,False,-0.1783306029980315
GPATCH1,0.297687816416976,0.047911498673883,0.0225169813775522,0.924249308869741,-0.297687816416976,-0.0225169813775522,0.167046462304247,0.999847911406781,0.188554275917385,0.25888490100872,-0.167046462304247,-0.188554275917385,False,False,False,-0.1055356286474686
ICAM3,1.08757773540437,3.15889845877294e-11,-0.486053455213711,0.00572460177943183,-1.08757773540437,0.486053455213711,-0.0540492910814862,0.999847911406781,-0.268602286153555,0.289736038669824,0.0540492910814862,0.268602286153555,False,False,False,0.37732787068363305
NT5C2,-0.741058400631493,1.88004825090413e-39,-0.140502357488991,0.0106049622940938,0.741058400631493,0.140502357488991,0.0796508047186341,0.999847911406781,0.120449372544801,0.298108656804985,-0.0796508047186341,-0.120449372544801,False,False,False,0.010026492472095007
MCAM,1.41757030862037,6.53808406409247e-22,3.09876481309089,1.92890539679227e-136,-1.41757030862037,-3.09876481309089,2.130039965874,1.53305503250578e-07,1.26880490226668,0.00136734855169394,-2.130039965874,-1.26880490226668,False,False,False,-2.183784857678785
GPC4,1.41429011670701,0.0663250198056321,2.41935657954797,0.000129596342768964,-1.41429011670701,-2.41935657954797,-0.0435557229112161,0.999847911406781,0.0137661460820469,0.915549413358458,0.0435557229112161,-0.0137661460820469,False,False,False,-1.2165613628150085
MBNL3,0.0642950459348883,0.985466806068007,0.999361500102268,0.696291540045016,-0.0642950459348883,-0.999361500102268,0.0725514468990185,0.999847911406781,-0.221638149225651,0.579920308115877,-0.0725514468990185,0.221638149225651,False,False,False,-0.3888616754383085
CAMSAP3,0.336592978343271,0.00933191053123947,0.674334363213538,2.74440370263183e-10,-0.336592978343271,-0.674334363213538,-0.0844948317367431,0.999847911406781,0.251977740337325,0.433383760853898,0.0844948317367431,-0.251977740337325,False,False,False,-0.4631560517754315
RAP1GAP,0.107147737387903,0.893547756536612,0.730535525426812,0.183218954628604,-0.107147737387903,-0.730535525426812,1.10913322785745,0.946804532480541,1.9009401472439,8.13958539024581e-06,-1.10913322785745,-1.9009401472439,False,False,False,-1.315737836335356
XAB2,0.503714063036578,5.11097793649004e-11,0.14362427031489,0.0777095271572003,-0.503714063036578,-0.14362427031489,-0.137610836556406,0.999847911406781,-0.28954966770095,0.105944711286613,0.137610836556406,0.28954966770095,False,False,False,0.07296269869302999
ARHGEF1,0.510680761158582,7.54289636519786e-13,0.169918303177415,0.0190919662725294,-0.510680761158582,-0.169918303177415,-0.202586773035756,0.999847911406781,-0.433266858939011,0.0582495960620792,0.202586773035756,0.433266858939011,False,False,False,0.131674277880798
STXBP2,-1.57242893266561,3.123596337889e-10,1.15773521365574,6.91838320245892e-12,1.57242893266561,-1.15773521365574,0.177549863513429,0.999847911406781,0.639818780844726,0.00145407694627081,-0.177549863513429,-0.639818780844726,False,False,False,-0.898776997250233
MAP2K7,0.0910936968590154,0.4344442383282,0.0914220734003644,0.419162962357609,-0.0910936968590154,-0.0914220734003644,-0.105233364699685,0.999847911406781,-0.296110995749842,0.138901751233253,0.105233364699685,0.296110995749842,False,False,False,0.1023444611747388
DGKD,0.423979923391864,8.05130789838435e-09,0.131897310896264,0.0911759632928599,-0.423979923391864,-0.131897310896264,0.0659498560728969,0.999847911406781,-0.0465161924857028,0.784899586932407,-0.0659498560728969,0.0465161924857028,False,False,False,-0.0426905592052806
CTTNBP2,-0.887190042780284,,-1.16082030002623,,0.887190042780284,1.16082030002623,0.0432967942750083,0.999847911406781,0.82507726429059,1.13267735553211e-08,-0.0432967942750083,-0.82507726429059,False,False,False,0.16787151786782
RARB,-0.540736872771112,0.742926250119395,1.84981600865966,0.0667452599710712,0.540736872771112,-1.84981600865966,0.537258645261695,0.999847911406781,0.508135953619492,0.57185012629328,-0.537258645261695,-0.508135953619492,False,False,False,-1.1789759811395761
TOP2B,-0.355896974657774,1.7725834814374e-09,-0.0289224963223911,0.733326074193956,0.355896974657774,0.0289224963223911,-0.0436272226223301,0.999847911406781,0.281277976361982,0.0257693418124069,0.0436272226223301,-0.281277976361982,False,False,False,-0.12617774001979545
TM9SF3,-0.110261541565479,0.0550908879909645,-0.0623412725690277,0.298902315301485,0.110261541565479,0.0623412725690277,-0.165035884710953,0.999847911406781,-0.338115778374309,0.102093977291422,0.165035884710953,0.338115778374309,False,False,False,0.20022852547166836
NFKB2,-0.466084467892359,2.2855226168572e-16,-1.2155541795267,1.03612039670113e-128,0.466084467892359,1.2155541795267,-0.084418183368221,0.999847911406781,-0.87623546909394,1.6817248795201e-19,0.084418183368221,0.87623546909394,True,True,True,1.04589482431032
UBE2T,0.924315628077834,8.60551886333001e-15,-0.224827654152407,0.0983677061716122,-0.924315628077834,0.224827654152407,-0.0277021276702572,0.999847911406781,-0.444163178834665,0.000183027846185202,0.0277021276702572,0.444163178834665,False,False,False,0.334495416493536
PPP1R12B,-0.438566022066162,0.0822797707020991,0.383109567433216,0.0777649384572852,0.438566022066162,-0.383109567433216,0.10897180383641,0.999847911406781,0.292935204771919,0.178973788764279,-0.10897180383641,-0.292935204771919,False,False,False,-0.3380223861025675
DNAJC10,-0.381163843950394,1.05616808952394e-11,-0.248329369901346,1.33566621199626e-06,0.381163843950394,0.248329369901346,0.00481601831806618,0.999847911406781,-0.365252904875724,0.00418466451687856,-0.00481601831806618,0.365252904875724,False,False,False,0.306791137388535
GTF3C1,0.621415026949124,6.16660614275153e-30,0.152293025280549,0.00577794553801131,-0.621415026949124,-0.152293025280549,0.0762633946118165,0.999847911406781,-0.141773233595238,0.139005695439333,-0.0762633946118165,0.141773233595238,False,False,False,-0.0052598958426555015
IL4R,0.341301431127809,5.04653516103209e-06,-0.0974038272844063,0.253980063750881,-0.341301431127809,0.0974038272844063,-0.0179408131773563,0.999847911406781,-0.429915083507039,1.75493213404788e-06,0.0179408131773563,0.429915083507039,False,False,False,0.26365945539572266
USP33,-0.44732049640515,1.20218747768848e-07,0.21322979190271,0.00573737107917332,0.44732049640515,-0.21322979190271,0.0280804716462824,0.999847911406781,0.353290283011227,0.00537494527124557,-0.0280804716462824,-0.353290283011227,False,False,False,-0.2832600374569685
CAPN6,-0.887185131681907,,-0.199031823621289,,0.887185131681907,0.199031823621289,-0.821138118502824,,-0.658065565777198,,0.821138118502824,0.658065565777198,False,False,False,0.4285486946992435
SNRPA,-0.151182302660515,0.0314579454175373,-0.0987616701604606,0.157006868575522,0.151182302660515,0.0987616701604606,-0.027204926476026,0.999847911406781,0.247883611045978,0.0809541578915192,0.027204926476026,-0.247883611045978,False,False,False,-0.0745609704427587
SPAG6,-2.36820762387099,,-0.219419600640055,,2.36820762387099,0.219419600640055,-0.82113011142092,,0.303723120800224,,0.82113011142092,-0.303723120800224,False,False,False,-0.042151760080084505
EXOSC5,-0.04420758231432,0.831763220655363,-0.0496343166180908,0.818419438233394,0.04420758231432,0.0496343166180908,-0.135071877661651,0.999847911406781,-0.825041286557445,4.11660635417218e-06,0.135071877661651,0.825041286557445,False,True,False,0.4373378015877679
DYNC1I2,0.100345270185295,0.125520419456015,0.341409963116761,1.16465514644741e-11,-0.100345270185295,-0.341409963116761,0.0673804433406495,0.999847911406781,0.230662697767442,0.111745644542518,-0.0673804433406495,-0.230662697767442,False,False,False,-0.28603633044210147
APBB1IP,-3.21945819688668,0.00470490615578918,-1.6599914388449,0.0333386863950006,3.21945819688668,1.6599914388449,-0.962108772623349,,0.0977630936471904,,0.962108772623349,-0.0977630936471904,True,False,False,0.7811141725988547
LRCH4,0.703258938638244,2.26780198243804e-11,0.469008345070883,1.67467584813488e-06,-0.703258938638244,-0.469008345070883,-0.105843504863479,0.999847911406781,-0.364162775998756,0.0240774313477904,0.105843504863479,0.364162775998756,False,False,False,-0.0524227845360635
FAM76B,-0.412990960712109,0.0165487479861073,-0.503611849502799,0.000761622016453625,0.412990960712109,0.503611849502799,0.135980094280803,0.999847911406781,0.119003498125718,0.660362959088958,-0.135980094280803,-0.119003498125718,True,False,False,0.19230417568854052
SIRT6,0.477975945907196,8.98522120746556e-07,0.156588843177859,0.137141284575524,-0.477975945907196,-0.156588843177859,-0.108850081157477,0.999847911406781,-0.262822033090454,0.267941745930598,0.108850081157477,0.262822033090454,False,False,False,0.05311659495629749
POLD3,0.592124155310366,1.17777967783282e-09,-0.225400766758529,0.0263354064463151,-0.592124155310366,0.225400766758529,0.0599523957198855,0.999847911406781,-0.177830167974524,0.0633253622647533,-0.0599523957198855,0.177830167974524,False,False,False,0.2016154673665265
ACTN2,0.0746068686565789,,1.63034043103386,,-0.0746068686565789,-1.63034043103386,-0.214530236575291,,0.037469251520605,,0.214530236575291,-0.037469251520605,False,False,False,-0.8339048412772325
CAPZB,0.362143487071694,1.2482067789718e-12,0.0659961729340898,0.267829423214085,-0.362143487071694,-0.0659961729340898,-0.0406743375696502,0.999847911406781,-0.0442536460593457,0.770694778655822,0.0406743375696502,0.0442536460593457,False,False,False,-0.010871263437372047
GPR137B,-0.727484221931478,0.36760535380968,-0.414645759716073,0.62239354360493,0.727484221931478,0.414645759716073,-0.0690517398087188,0.999847911406781,-0.122161788584357,0.557430217615662,0.0690517398087188,0.122161788584357,False,False,False,0.268403774150215
JADE1,0.0633845156751041,0.469155439203446,-0.506979695965033,2.78588210177321e-16,-0.0633845156751041,0.506979695965033,0.0553668605875916,0.999847911406781,0.0800199254055847,0.55112640896245,-0.0553668605875916,-0.0800199254055847,True,False,False,0.21347988527972417
SLC25A43,0.232964847442498,0.761721774295773,0.369929119508255,0.606202839994235,-0.232964847442498,-0.369929119508255,-0.176080721777834,0.999847911406781,-0.712807134960769,0.561992327804564,0.176080721777834,0.712807134960769,False,False,False,0.17143900772625698
UBE2A,0.180484618703265,0.00848227010268175,0.015721044470942,0.878048880963794,-0.180484618703265,-0.015721044470942,-0.0733380014925184,0.999847911406781,-0.181865361764506,0.153226528882024,0.0733380014925184,0.181865361764506,False,False,False,0.083072158646782
FGFR1,1.33062002629363,6.49497157859445e-87,0.0997859863963645,0.206484600126501,-1.33062002629363,-0.0997859863963645,-0.0257883791457931,0.999847911406781,0.0834596969804617,0.40275362480081,0.0257883791457931,-0.0834596969804617,False,False,False,-0.0916228416884131
GTF2I,-0.0947448392623584,0.289371383401049,0.15102290112322,0.0425339967914636,0.0947448392623584,-0.15102290112322,0.10767912522249,0.999847911406781,0.180660659812695,0.194824957403239,-0.10767912522249,-0.180660659812695,False,False,False,-0.1658417804679575
SMC1B,-1.92270984488805,0.13041756620104,-0.889098392540809,0.446814490202675,1.92270984488805,0.889098392540809,0.140656865298873,,2.02191709170753,,-0.140656865298873,-2.02191709170753,False,False,False,-0.5664093495833606
FBLN1,-0.491906621303253,9.15217598746741e-13,0.633496789328701,1.07791989141166e-28,0.491906621303253,-0.633496789328701,-0.094402474272733,0.999847911406781,0.317354427032985,0.0279680254393517,0.094402474272733,-0.317354427032985,False,False,False,-0.475425608180843
MAP2,-1.66577375472503,6.29517722991734e-16,-0.588802304947966,0.000482186416097293,1.66577375472503,0.588802304947966,-0.0270059159027214,0.999847911406781,0.709947594584972,9.08767260091869e-05,0.0270059159027214,-0.709947594584972,True,False,False,-0.060572644818502996
PIAS2,-0.0290429793258075,0.819151354388497,-0.327306325252531,7.41022787678069e-05,0.0290429793258075,0.327306325252531,0.0243752872109902,0.999847911406781,0.0989680411015175,0.62656167172061,-0.0243752872109902,-0.0989680411015175,False,False,False,0.11416914207550675
ARAF,0.464912651365473,1.58494478596187e-09,0.288954262764918,6.27817761476955e-05,-0.464912651365473,-0.288954262764918,-0.0442117425651115,0.999847911406781,-0.254485083562086,0.122471255313355,0.0442117425651115,0.254485083562086,False,False,False,-0.017234589601415995
MCCC1,-1.09113731499272,1.99095649837608e-15,0.547029462651319,4.00069631850829e-07,1.09113731499272,-0.547029462651319,0.0300515936725186,0.999847911406781,0.560303756185414,1.92331140076415e-06,-0.0300515936725186,-0.560303756185414,False,False,False,-0.5536666094183664
LAMP3,-1.84495346458991,5.15925074146896e-53,-0.976731912396417,4.29182912722846e-22,1.84495346458991,0.976731912396417,0.172491504740573,0.999847911406781,0.100572019217763,0.848123157862499,-0.172491504740573,-0.100572019217763,True,False,False,0.438079946589327
FAP,0.993603705266958,0.469396759251718,0.801472739377143,0.582426063227126,-0.993603705266958,-0.801472739377143,1.10240722625775,,0.303723120800225,,-1.10240722625775,-0.303723120800225,False,False,False,-0.5525979300886841
NEBL,-0.67345651208298,4.55852587678924e-19,-0.232060528052399,0.000948569511444171,0.67345651208298,0.232060528052399,-0.0663690514085683,0.999847911406781,-0.18857092377231,0.320339621332512,0.0663690514085683,0.18857092377231,False,False,False,0.21031572591235448
ACER3,0.173465863187087,0.0181267802024727,-0.0463298297466867,0.616811808971756,-0.173465863187087,0.0463298297466867,-0.0816019795812323,0.999847911406781,0.0781006339336814,0.76223901574252,0.0816019795812323,-0.0781006339336814,False,False,False,-0.01588540209349735
