gene,l2fc_12h_2C,q_12h_2C,l2fc_48h_2C,q_48h_2C,l2fc_disease_12h_2C,l2fc_disease_48h_2C,l2fc_12h_219,q_12h_219,l2fc_48h_219,q_48h_219,l2fc_disease_12h_219,l2fc_disease_48h_219,up_RMC2C,up_RMC219,up_both,mean_l2fc_disease_48h
SOX8,2.00684390653341,0.0262516684091696,1.75824788076919,0.0456472434167665,-2.00684390653341,-1.75824788076919,-0.117785314532925,0.999847911406781,-4.09094272729848,,0.117785314532925,4.09094272729848,False,False,False,1.1663474232646451
IBTK,-0.768100961903185,1.4839091933821e-31,-0.583104600890168,4.54406751283792e-24,0.768100961903185,0.583104600890168,0.0449246380476529,0.999847911406781,0.291182464688188,0.0643650040850843,-0.0449246380476529,-0.291182464688188,True,False,False,0.14596106810099002
ZNF195,0.0829916526219413,0.612325603269529,-0.135579197180449,0.356636539763927,-0.0829916526219413,0.135579197180449,0.0326960355412227,0.999847911406781,-0.128416621756955,0.246648832506206,-0.0326960355412227,0.128416621756955,False,False,False,0.131997909468702
MYCBP2,-0.283277023194161,0.000503807248454606,-0.0772192233517466,0.422453788758222,0.283277023194161,0.0772192233517466,0.264025746707898,0.999847911406781,0.107805296299681,0.673488798302458,-0.264025746707898,-0.107805296299681,False,False,False,-0.015293036473967202
FBXL3,-0.00805951289248959,0.953095290885901,0.243172836790406,0.00153045425895312,0.00805951289248959,-0.243172836790406,-0.049720275002181,0.999847911406781,0.0626105425519834,0.82441809356819,0.049720275002181,-0.0626105425519834,False,False,False,-0.1528916896711947
PDK2,-0.84456930882893,0.0085635374786664,0.44882679604968,0.107669297945202,0.84456930882893,-0.44882679604968,0.0130398439462834,0.999847911406781,0.628623716153351,0.0110387157638728,-0.0130398439462834,-0.628623716153351,False,False,False,-0.5387252561015154
ITGA3,-0.263401126350645,7.65688264565817e-07,0.0124157437641463,0.883566254220523,0.263401126350645,-0.0124157437641463,0.00520766109813773,0.999847911406781,-0.154107036938635,0.155396471147624,-0.00520766109813773,0.154107036938635,False,False,False,0.07084564658724435
ZFX,-0.672487063565426,6.24624417590139e-09,-0.0882142812301591,0.547185717978587,0.672487063565426,0.0882142812301591,0.11173416118263,0.999847911406781,-0.024443947652744,0.905741935911546,-0.11173416118263,0.024443947652744,False,False,False,0.056329114441451555
LAMP2,-1.51779218734881,7.59485641333443e-107,0.120076599772872,0.100915893555255,1.51779218734881,-0.120076599772872,0.0665183924877835,0.999847911406781,0.18814236488073,0.327636938478438,-0.0665183924877835,-0.18814236488073,False,False,False,-0.154109482326801
GGNBP2,-0.0503350241037238,0.637746314545993,-0.0202220331755761,0.870919958614253,0.0503350241037238,0.0202220331755761,-0.0498322883043282,0.999847911406781,0.0917445437888381,0.386295571294283,0.0498322883043282,-0.0917445437888381,False,False,False,-0.035761255306631004
ITGA2B,-0.122348258211153,0.840126821051412,-0.234727205760201,0.683674340928609,0.122348258211153,0.234727205760201,-0.87648843218904,0.999847911406781,0.352198011295765,0.496813235105449,0.87648843218904,-0.352198011295765,False,False,False,-0.058735402767782
ASB4,-1.31424566205066,,-3.06130743307443,,1.31424566205066,3.06130743307443,-0.821137252935929,,2.91523159889293,,0.821137252935929,-2.91523159889293,False,False,False,0.07303791709075003
GDE1,0.395946143037697,1.07637390501557e-10,0.517157126658436,5.46263175175701e-22,-0.395946143037697,-0.517157126658436,-0.0526504857210789,0.999847911406781,-0.00567811130670924,0.963705593733815,0.0526504857210789,0.00567811130670924,False,False,False,-0.2557395076758634
REX1BD,0.250894093971026,0.00607401530079373,-0.0527666730475465,0.664125908871822,-0.250894093971026,0.0527666730475465,-0.29353747933895,0.999847911406781,-0.318500140061315,0.184498783982015,0.29353747933895,0.318500140061315,False,False,False,0.18563340655443075
CRLF1,-0.522060704745398,0.55372692019096,-0.0576265543033986,0.956981408737572,0.522060704745398,0.0576265543033986,-1.35493630216116,0.999847911406781,0.143953085215641,,1.35493630216116,-0.143953085215641,False,False,False,-0.0431632654561212
