context,direction,rank,term,pvalue,qvalue,is_nominated_agent,n_up_genes
SCBC NEUROD1+,reversal,16,LJP006 BT20 24H-QL-XII-47-0.37,0.0028802254769973324,0.08839209943105557,False,10
SCBC NEUROD1+,reversal,17,CPC009 HEPG2 6H-BRD-K79222491-10.0,0.0029147878179572105,0.08839209943105557,False,10
SCBC NEUROD1+,reversal,18,CPC006 A549 6H-dorsomorphin dihydrochloride-10.0,0.0032712037846386443,0.08839209943105557,False,10
SCBC NEUROD1+,reversal,19,LJP006 HEPG2 24H-QL-X-138-10,0.0033079210156509494,0.08839209943105557,False,10
SCBC NEUROD1+,reversal,20,CPC009 HEPG2 6H-BRD-K26304855-10.0,0.0033819400511227505,0.08839209943105557,False,10
SCBC NEUROD1+,reversal,21,CPC006 MCF7 6H-dorsomorphin dihydrochloride-10.0,0.0035703900039385323,0.08839209943105557,False,10
SCBC NEUROD1+,reversal,22,CPC007 HT29 6H-stock1s-53863-10.0,0.0039936462613403625,0.08839209943105557,False,10
SCBC NEUROD1+,reversal,23,CPC008 VCAP 24H-vu0418000-1-10.0,0.0039936462613403625,0.08839209943105557,False,10
SCBC NEUROD1+,reversal,24,CPC006 PC3 24H-lde225 (nvp-lde225)-10.0,0.0039936462613403625,0.08839209943105557,False,10
SCBC NEUROD1+,reversal,25,CPC019 HT29 6H-BRD-K71303366-10.0,0.004491844107510829,0.08839209943105557,False,10
SCBC NEUROD1+,mimicry (control),1,LJP008 HA1E 24H-PD-0325901-0.12,0.00010381978350160118,0.08419104241834185,False,10
SCBC NEUROD1+,mimicry (control),2,CPC006 HT29 24H-BRD-K00317371-10.0,0.00036641752551901487,0.08419104241834185,False,10
SCBC NEUROD1+,mimicry (control),3,CPC008 A549 6H-BRD-K08640787-10.0,0.00040532855479229646,0.08419104241834185,False,10
SCBC NEUROD1+,mimicry (control),4,CPC002 HA1E 6H-mebendazole-10.0,0.0004323414002614042,0.08419104241834185,False,10
SCBC NEUROD1+,mimicry (control),5,CPC012 HCC515 6H-BRD-K82837433-10.0,0.000804171683586709,0.08419104241834185,False,10
SCBC NEUROD1+,mimicry (control),6,CPC004 HCC515 24H-ru 24969-10.0,0.0008417860041969778,0.08419104241834185,False,10
SCBC NEUROD1+,mimicry (control),7,CPC006 SW948 6H-mln4924-11.1,0.0009195296371531131,0.08419104241834185,False,10
SCBC NEUROD1+,mimicry (control),8,LJP009 A375 24H-serdemetan-10,0.0009394884997984335,0.08419104241834185,False,10
SCBC NEUROD1+,mimicry (control),9,CPC001 HCC515 24H-lfm-a12-10.0,0.0009800325691035386,0.08419104241834185,False,10
SCBC NEUROD1+,mimicry (control),10,CPC014 SKB 24H-e3380-10.0,0.0015567588670392114,0.08419104241834185,False,10
SCBC NEUROD1+,mimicry (control),11,LJP008 HT29 24H-dasatinib-10,0.0016345963787666392,0.08419104241834185,False,10
SCBC NEUROD1+,mimicry (control),12,CPC006 SNUC4 6H-vorinostat-11.1,0.0016875070037332125,0.08419104241834185,False,10
SCBC NEUROD1+,mimicry (control),13,LJP008 A375 24H-PD-0325901-0.12,0.0022305453683866745,0.08419104241834185,False,10
SCBC NEUROD1+,mimicry (control),14,CPC018 SKB 24H-cymarin-10.0,0.0023855095888930286,0.08419104241834185,False,10
SCBC NEUROD1+,mimicry (control),15,LJP009 A549 24H-SYK-inhibitor-1.11,0.002996578172872153,0.08419104241834185,False,10
SCBC NEUROD1+,mimicry (control),16,CPC001 VCAP 6H-ro 04-5595-10.0,0.0034952242970889957,0.08419104241834185,False,10
SCBC NEUROD1+,mimicry (control),17,LJP008 A549 24H-GSK-J1-0.04,0.004491844107510829,0.08419104241834185,False,10
SCBC NEUROD1+,mimicry (control),18,LJP007 A549 24H-SB-525334-1.11,0.004491844107510829,0.08419104241834185,False,10
SCBC NEUROD1+,mimicry (control),19,CPC017 ASC 24H-digitoxin-10.0,0.005024037108783727,0.08419104241834185,False,10
SCBC NEUROD1+,mimicry (control),20,CPC004 PC3 24H-penicillin g potassium-10.0,0.006979473680213335,0.08419104241834185,False,10
SCBC NEUROD1+,mimicry (control),21,LJP008 A549 24H-GSK-461364-0.04,0.0074763281564485876,0.08419104241834185,False,10
SCBC NEUROD1+,mimicry (control),22,LJP005 BT20 3H-dasatinib-3.33,0.0074763281564485876,0.08419104241834185,False,10
SCBC NEUROD1+,mimicry (control),23,CPC008 HT29 6H-ncgc00182607-01-10.0,0.00797295899684864,0.08419104241834185,False,10
SCBC NEUROD1+,mimicry (control),24,CPC020 MCF7 6H-BRD-K35458079-10.0,0.00797295899684864,0.08419104241834185,False,10
SCBC NEUROD1+,mimicry (control),25,CPC008 PC3 24H-ncgc00185923-01-10.0,0.00846936628057759,0.08419104241834185,False,10
SCBC POU2F3+,reversal,1,CPC004 HA1E 6H-prochlorperazine edisylate-10.0,0.00047827241221250915,0.5484000500702744,False,106
SCBC POU2F3+,reversal,2,LJP008 PC3 24H-UNC0638-3.33,0.001151099141388825,0.5484000500702744,False,106
