context,refit_context,rule,pathway,overlap_k,pathway_size_K,de_set_size_n,universe_N,pvalue,overlap_genes,qvalue_BH
SCBC_NEUROD1,SCBC_NEUROD1,q<0.05 & logFC>0.5,Antigen_processing_presentation,0,69,10,20753,1.0,,1.0
SCBC_NEUROD1,SCBC_NEUROD1,q<0.05 & logFC>0.5,PDL1_PD1_checkpoint,0,86,10,20753,1.0,,1.0
SCBC_NEUROD1,SCBC_NEUROD1,q<0.05 & logFC>0.5,Pentose_phosphate_pathway,0,30,10,20753,1.0,,1.0
SCBC_NEUROD1,SCBC_NEUROD1,q<0.05 & logFC>0.5,Arachidonic_acid_metabolism,0,61,10,20753,1.0,,1.0
SCBC_NEUROD1,SCBC_NEUROD1,q<0.05 & logFC>0.5,Neuroactive_ligand_receptor,0,355,10,20753,1.0,,1.0
SCBC_NEUROD1,SCBC_NEUROD1,q<0.05 & logFC>0.5,Prostate_cancer,0,104,10,20753,1.0,,1.0
SCBC_NEUROD1,SCBC_NEUROD1,q<0.05 & logFC>0.5,Bladder_cancer,0,41,10,20753,1.0,,1.0
SCBC_NEUROD1,SCBC_NEUROD1,q<0.05 & logFC>0.5,Renal_cell_carcinoma,0,68,10,20753,1.0,,1.0
SCBC_NEUROD1,SCBC_NEUROD1,q<0.05 & logFC>0.5,Epigenetic_Regulation,0,93,10,20753,1.0,,1.0
SCBC_NEUROD1,SCBC_NEUROD1,p<0.05 & logFC>0.5,Cell_Cycle,7,158,616,20753,0.19060327224017018,CCNB1; CDC25C; DBF4B; E2F1; MAD2L1; NDC80; ORC6,0.9731658630312031
SCBC_NEUROD1,SCBC_NEUROD1,p<0.05 & logFC>0.5,Apoptosis,5,136,616,20753,0.3784533911788012,CTSL; DIABLO; LMNB1; MAP3K14; PARP1,0.9731658630312031
SCBC_NEUROD1,SCBC_NEUROD1,p<0.05 & logFC>0.5,HIF1_signaling,3,109,616,20753,0.6319301772794317,LDHA; PDHA1; PGK1,1.0
SCBC_NEUROD1,SCBC_NEUROD1,p<0.05 & logFC>0.5,VEGF_signaling,0,58,616,20753,1.0,,1.0
SCBC_NEUROD1,SCBC_NEUROD1,p<0.05 & logFC>0.5,Homologous_Recombination,2,41,616,20753,0.34473283767031176,TOP3B; XRCC3,0.9731658630312031
SCBC_NEUROD1,SCBC_NEUROD1,p<0.05 & logFC>0.5,PI3K_AKT_signaling,5,357,616,20753,0.9821970167288773,ITGA7; ITGA9; NGFR; PGF; PRKAA2,1.0
SCBC_NEUROD1,SCBC_NEUROD1,p<0.05 & logFC>0.5,p53_signaling,3,74,616,20753,0.3772104537844118,CCNB1; RPRM; SIVA1,0.9731658630312031
SCBC_NEUROD1,SCBC_NEUROD1,p<0.05 & logFC>0.5,Chemokine_signaling,1,186,616,20753,0.9964115958030014,CXCR4,1.0
SCBC_NEUROD1,SCBC_NEUROD1,p<0.05 & logFC>0.5,Cytokine_receptor_interaction,5,289,616,20753,0.9332450579819828,CXCR4; EDA; IL31RA; NGFR; TNFRSF19,1.0
SCBC_NEUROD1,SCBC_NEUROD1,p<0.05 & logFC>0.5,Antigen_processing_presentation,4,69,616,20753,0.14867090472933123,CTSL; HSPA1A; HSPA1B; HSPA6,0.9731658630312031
SCBC_NEUROD1,SCBC_NEUROD1,p<0.05 & logFC>0.5,PDL1_PD1_checkpoint,3,86,616,20753,0.47202068073613634,BATF3; CSNK2A2; RASGRP1,1.0
SCBC_NEUROD1,SCBC_NEUROD1,p<0.05 & logFC>0.5,Pentose_phosphate_pathway,2,30,616,20753,0.22335746050356856,PRPS1; TKTL1,0.9731658630312031
SCBC_NEUROD1,SCBC_NEUROD1,p<0.05 & logFC>0.5,Arachidonic_acid_metabolism,0,61,616,20753,1.0,,1.0
SCBC_NEUROD1,SCBC_NEUROD1,p<0.05 & logFC>0.5,Neuroactive_ligand_receptor,16,355,616,20753,0.06531771538114627,ADCYAP1R1; AVPR1A; CHRNA1; CHRNA3; CHRNB4; CHRND; CHRNG; GIP; GLRA1; GRIN2A; GRM4; NPS; NPY; NTSR2; SSTR2; TMEM97,0.9731658630312031
SCBC_NEUROD1,SCBC_NEUROD1,p<0.05 & logFC>0.5,Prostate_cancer,3,104,616,20753,0.6001611004494962,E2F1; FOXO1; ZEB1,1.0
SCBC_NEUROD1,SCBC_NEUROD1,p<0.05 & logFC>0.5,Bladder_cancer,1,41,616,20753,0.7096354340101043,E2F1,1.0
SCBC_NEUROD1,SCBC_NEUROD1,p<0.05 & logFC>0.5,Renal_cell_carcinoma,0,68,616,20753,1.0,,1.0
SCBC_NEUROD1,SCBC_NEUROD1,p<0.05 & logFC>0.5,Epigenetic_Regulation,1,93,616,20753,0.9397101350107787,BRDT,1.0
SCBC_POU2F3,SCBC_POU2F3,q<0.05 & logFC>0.5,Cell_Cycle,0,158,106,20753,1.0,,1.0
SCBC_POU2F3,SCBC_POU2F3,q<0.05 & logFC>0.5,Apoptosis,0,136,106,20753,1.0,,1.0
SCBC_POU2F3,SCBC_POU2F3,q<0.05 & logFC>0.5,HIF1_signaling,1,109,106,20753,0.4285776464823166,PLCG2,0.9642997045852124
SCBC_POU2F3,SCBC_POU2F3,q<0.05 & logFC>0.5,VEGF_signaling,2,58,106,20753,0.03548983508175255,PLA2G4A; PLCG2,0.3152003800354698
SCBC_POU2F3,SCBC_POU2F3,q<0.05 & logFC>0.5,Homologous_Recombination,0,41,106,20753,1.0,,1.0
SCBC_POU2F3,SCBC_POU2F3,q<0.05 & logFC>0.5,PI3K_AKT_signaling,1,357,106,20753,0.8418202012624653,ITGB4,1.0
SCBC_POU2F3,SCBC_POU2F3,q<0.05 & logFC>0.5,p53_signaling,1,74,106,20753,0.3158703213788463,COP1,0.947610964136539
SCBC_POU2F3,SCBC_POU2F3,q<0.05 & logFC>0.5,Chemokine_signaling,3,186,106,20753,0.07004452889677107,CCR4; HCK; PLCG2,0.3152003800354698
SCBC_POU2F3,SCBC_POU2F3,q<0.05 & logFC>0.5,Cytokine_receptor_interaction,4,289,106,20753,0.060892534969376154,CCR4; IL17RB; IL36R; TNFSF8,0.3152003800354698
SCBC_POU2F3,SCBC_POU2F3,q<0.05 & logFC>0.5,Antigen_processing_presentation,1,69,106,20753,0.2980658951120829,KIR2DL4,0.947610964136539
SCBC_POU2F3,SCBC_POU2F3,q<0.05 & logFC>0.5,PDL1_PD1_checkpoint,0,86,106,20753,1.0,,1.0
SCBC_POU2F3,SCBC_POU2F3,q<0.05 & logFC>0.5,Pentose_phosphate_pathway,0,30,106,20753,1.0,,1.0
SCBC_POU2F3,SCBC_POU2F3,q<0.05 & logFC>0.5,Arachidonic_acid_metabolism,3,61,106,20753,0.0037597320785690983,ALOX12B; PLA2G4A; PTGS1,0.06767517741424377
SCBC_POU2F3,SCBC_POU2F3,q<0.05 & logFC>0.5,Neuroactive_ligand_receptor,0,355,106,20753,1.0,,1.0
SCBC_POU2F3,SCBC_POU2F3,q<0.05 & logFC>0.5,Prostate_cancer,0,104,106,20753,1.0,,1.0
SCBC_POU2F3,SCBC_POU2F3,q<0.05 & logFC>0.5,Bladder_cancer,0,41,106,20753,1.0,,1.0
SCBC_POU2F3,SCBC_POU2F3,q<0.05 & logFC>0.5,Renal_cell_carcinoma,0,68,106,20753,1.0,,1.0
SCBC_POU2F3,SCBC_POU2F3,q<0.05 & logFC>0.5,Epigenetic_Regulation,1,93,106,20753,0.3795401535931134,KAT6A,0.9642997045852124
SCBC_POU2F3,SCBC_POU2F3,p<0.05 & logFC>0.5,Cell_Cycle,4,158,1171,20753,0.9803972416415887,BUB3; CCNE1; E2F3; PPP2R5C,1.0
SCBC_POU2F3,SCBC_POU2F3,p<0.05 & logFC>0.5,Apoptosis,10,136,1171,20753,0.23863110528796136,CASP9; CHUK; CTSC; CTSH; ITPR2; NFKBIA; PARP4; PIK3CD; PRF1; TUBA3C,0.5369199868979131
SCBC_POU2F3,SCBC_POU2F3,p<0.05 & logFC>0.5,HIF1_signaling,6,109,1171,20753,0.5838717333305109,EIF4E; LTBR; PIK3CD; PLCG2; PRKCB; RPS6,0.8567901500383768
SCBC_POU2F3,SCBC_POU2F3,p<0.05 & logFC>0.5,VEGF_signaling,7,58,1171,20753,0.04386522214146764,CASP9; PIK3CD; PLA2G4A; PLA2G4E; PLA2G4F; PLCG2; PRKCB,0.13659338986739208
SCBC_POU2F3,SCBC_POU2F3,p<0.05 & logFC>0.5,Homologous_Recombination,2,41,1171,20753,0.6812349809691405,NBN; PALB2,0.8567901500383768
SCBC_POU2F3,SCBC_POU2F3,p<0.05 & logFC>0.5,PI3K_AKT_signaling,28,357,1171,20753,0.049489399292018114,CASP9; CCNE1; CHRM1; CHUK; COL2A1; COL9A3; COMP; CRTC2; EIF4E; FGF1; FLT3; GH1; GNB4; GNG13; GNG7; IL4; ITGB4; ITGB5; LAMC2; LPAR2; NRTN; PIK3CD; PIK3CG; PIK3R5; PPP2R5C; RET; RPS6; SGK3,0.13659338986739208
SCBC_POU2F3,SCBC_POU2F3,p<0.05 & logFC>0.5,p53_signaling,4,74,1171,20753,0.6068066746203709,CASP9; CCNE1; COP1; GORAB,0.8567901500383768
SCBC_POU2F3,SCBC_POU2F3,p<0.05 & logFC>0.5,Chemokine_signaling,26,186,1171,20753,1.765225044733433e-05,ADCY6; CCL17; CCL20; CCL22; CCL25; CCR4; CCR6; CCR8; CCR9; CHUK; CX3CL1; CXCR5; GNAI2; GNB4; GNG13; GNG7; HCK; ITK; NFKBIA; PIK3CD; PIK3CG; PIK3R5; PLCG2; PRKCB; STAT1; VAV1,0.00031774050805201794
SCBC_POU2F3,SCBC_POU2F3,p<0.05 & logFC>0.5,Cytokine_receptor_interaction,28,289,1171,20753,0.003824894145620453,CCL17; CCL20; CCL22; CCL25; CCR4; CCR6; CCR8; CCR9; CD27; CX3CL1; CXCR5; GH1; IFNLR1; IL17RB; IL1RAP; IL22RA1; IL27; IL27RA; IL33; IL36A; IL36R; IL4; INHBB; LTBR; MPL; TNFSF13; TNFSF8; TNFSF9,0.03442404731058408
SCBC_POU2F3,SCBC_POU2F3,p<0.05 & logFC>0.5,Antigen_processing_presentation,9,69,1171,20753,0.015137307207001986,B2M; HLA-C; HLA-DMA; HLA-DOB; HLA-DQB2; HLA-DRA; KIR2DL4; KIR3DL2; TAP1,0.09082384324201191
SCBC_POU2F3,SCBC_POU2F3,p<0.05 & logFC>0.5,PDL1_PD1_checkpoint,9,86,1171,20753,0.05311965161509692,CHUK; LAT; LCK; NFATC1; NFKBIA; PIK3CD; PRKCQ; STAT1; TLR9,0.13659338986739208
SCBC_POU2F3,SCBC_POU2F3,p<0.05 & logFC>0.5,Pentose_phosphate_pathway,0,30,1171,20753,1.0,,1.0
SCBC_POU2F3,SCBC_POU2F3,p<0.05 & logFC>0.5,Arachidonic_acid_metabolism,8,61,1171,20753,0.020749561128040852,ALOX12B; ALOX5; ALOXE3; PLA2G1B; PLA2G4A; PLA2G4E; PLA2G4F; PTGS1,0.09337302507618384
SCBC_POU2F3,SCBC_POU2F3,p<0.05 & logFC>0.5,Neuroactive_ligand_receptor,18,355,1171,20753,0.7139917916986473,CHRM1; CRHR2; GABRA6; GABRB2; GH1; GHRL; GLRA2; GRIN2B; LPAR2; LTB4R; NMU; NMUR1; P2RY10; PATE2; PMCH; PNOC; SLURP1; TSPO,0.8567901500383768
SCBC_POU2F3,SCBC_POU2F3,p<0.05 & logFC>0.5,Prostate_cancer,7,104,1171,20753,0.3717998778026163,CASP9; CCNE1; CHUK; E2F3; NFKBIA; PIK3CD; SPINT1,0.6692397800447093
SCBC_POU2F3,SCBC_POU2F3,p<0.05 & logFC>0.5,Bladder_cancer,2,41,1171,20753,0.6812349809691405,E2F3; UPK3A,0.8567901500383768
SCBC_POU2F3,SCBC_POU2F3,p<0.05 & logFC>0.5,Renal_cell_carcinoma,2,68,1171,20753,0.9027666445646265,ARNT2; PIK3CD,1.0
SCBC_POU2F3,SCBC_POU2F3,p<0.05 & logFC>0.5,Epigenetic_Regulation,7,93,1171,20753,0.27112770772560474,KAT2B; KAT6A; KDM5B; KMT2B; NSD3; SMARCC1; TET2,0.5422554154512095
SCBC_YAP1,SCBC_YAP1,q<0.05 & logFC>0.5,Cell_Cycle,0,158,2,20753,1.0,,1.0
SCBC_YAP1,SCBC_YAP1,q<0.05 & logFC>0.5,Apoptosis,0,136,2,20753,1.0,,1.0
SCBC_YAP1,SCBC_YAP1,q<0.05 & logFC>0.5,HIF1_signaling,0,109,2,20753,1.0,,1.0
SCBC_YAP1,SCBC_YAP1,q<0.05 & logFC>0.5,VEGF_signaling,0,58,2,20753,1.0,,1.0
SCBC_YAP1,SCBC_YAP1,q<0.05 & logFC>0.5,Homologous_Recombination,0,41,2,20753,1.0,,1.0
SCBC_YAP1,SCBC_YAP1,q<0.05 & logFC>0.5,PI3K_AKT_signaling,0,357,2,20753,1.0,,1.0
SCBC_YAP1,SCBC_YAP1,q<0.05 & logFC>0.5,p53_signaling,0,74,2,20753,1.0,,1.0
SCBC_YAP1,SCBC_YAP1,q<0.05 & logFC>0.5,Chemokine_signaling,0,186,2,20753,1.0,,1.0
SCBC_YAP1,SCBC_YAP1,q<0.05 & logFC>0.5,Cytokine_receptor_interaction,0,289,2,20753,1.0,,1.0
SCBC_YAP1,SCBC_YAP1,q<0.05 & logFC>0.5,Antigen_processing_presentation,0,69,2,20753,1.0,,1.0
SCBC_YAP1,SCBC_YAP1,q<0.05 & logFC>0.5,PDL1_PD1_checkpoint,0,86,2,20753,1.0,,1.0
SCBC_YAP1,SCBC_YAP1,q<0.05 & logFC>0.5,Pentose_phosphate_pathway,0,30,2,20753,1.0,,1.0
SCBC_YAP1,SCBC_YAP1,q<0.05 & logFC>0.5,Arachidonic_acid_metabolism,0,61,2,20753,1.0,,1.0
SCBC_YAP1,SCBC_YAP1,q<0.05 & logFC>0.5,Neuroactive_ligand_receptor,0,355,2,20753,1.0,,1.0
SCBC_YAP1,SCBC_YAP1,q<0.05 & logFC>0.5,Prostate_cancer,0,104,2,20753,1.0,,1.0
SCBC_YAP1,SCBC_YAP1,q<0.05 & logFC>0.5,Bladder_cancer,0,41,2,20753,1.0,,1.0
SCBC_YAP1,SCBC_YAP1,q<0.05 & logFC>0.5,Renal_cell_carcinoma,0,68,2,20753,1.0,,1.0
SCBC_YAP1,SCBC_YAP1,q<0.05 & logFC>0.5,Epigenetic_Regulation,0,93,2,20753,1.0,,1.0
SCBC_YAP1,SCBC_YAP1,p<0.05 & logFC>0.5,Cell_Cycle,3,158,798,20753,0.9452755503395985,CDK4; MAD1L1; PPP2R1B,0.9452755503395986
SCBC_YAP1,SCBC_YAP1,p<0.05 & logFC>0.5,Apoptosis,5,136,798,20753,0.6035124989562531,CFLAR; CTSO; DFFB; IKBKG; TUBA3D,0.9452755503395986
SCBC_YAP1,SCBC_YAP1,p<0.05 & logFC>0.5,HIF1_signaling,6,109,798,20753,0.24243478636785593,CAMK2A; EDN1; EPO; MKNK2; PRKCA; RPS6KB2,0.7409713014242421
SCBC_YAP1,SCBC_YAP1,p<0.05 & logFC>0.5,VEGF_signaling,1,58,798,20753,0.897452961273489,PRKCA,0.9452755503395986
SCBC_YAP1,SCBC_YAP1,p<0.05 & logFC>0.5,Homologous_Recombination,1,41,798,20753,0.7999596766363295,MUS81,0.9452755503395986
SCBC_YAP1,SCBC_YAP1,p<0.05 & logFC>0.5,PI3K_AKT_signaling,18,357,798,20753,0.1476983142482402,ARTN; CDK4; CREB3L2; EPO; FGF20; FGF7; IKBKG; ITGA5; LAMC1; LPAR3; MET; NTF3; PDGFD; PPP2R1B; PRKCA; RPS6KB2; SGK1; VEGFB,0.6673479494271918
SCBC_YAP1,SCBC_YAP1,p<0.05 & logFC>0.5,p53_signaling,2,74,798,20753,0.7830394251971785,CDK4; SHISA5,0.9452755503395986
SCBC_YAP1,SCBC_YAP1,p<0.05 & logFC>0.5,Chemokine_signaling,9,186,798,20753,0.2881555061094275,ARRB1; CCL1; CCL16; CCR1; CXCL12; GRK4; IKBKG; PAK1; SHC1,0.7409713014242421
SCBC_YAP1,SCBC_YAP1,p<0.05 & logFC>0.5,Cytokine_receptor_interaction,12,289,798,20753,0.43449821027792446,BMP4; BMP5; BMPR1B; CCL1; CCL16; CCR1; CXCL12; EPO; IFNK; IL18RAP; NODAL; RELL1,0.9426339603715727
SCBC_YAP1,SCBC_YAP1,p<0.05 & logFC>0.5,Antigen_processing_presentation,2,69,798,20753,0.7492636803696127,KLRC2; NFYC,0.9452755503395986
SCBC_YAP1,SCBC_YAP1,p<0.05 & logFC>0.5,PDL1_PD1_checkpoint,6,86,798,20753,0.11348153670791654,ALK; BATF2; IKBKG; MAP2K3; RPS6KB2; TIRAP,0.6673479494271918
SCBC_YAP1,SCBC_YAP1,p<0.05 & logFC>0.5,Pentose_phosphate_pathway,1,30,798,20753,0.6918508362002238,SHPK,0.9452755503395986
SCBC_YAP1,SCBC_YAP1,p<0.05 & logFC>0.5,Arachidonic_acid_metabolism,1,61,798,20753,0.9088645995700204,PTGES2,0.9452755503395986
SCBC_YAP1,SCBC_YAP1,p<0.05 & logFC>0.5,Neuroactive_ligand_receptor,19,355,798,20753,0.09284341601009258,ADORA2B; CHRNA6; EDN1; EDN2; EDNRB; GABRR1; GALR2; GLP2R; GRID1; GRM3; GRPR; HRH3; INSL5; LPAR3; OXTR; P2RX5; PTH1R; S1PR3; TACR1,0.6673479494271918
SCBC_YAP1,SCBC_YAP1,p<0.05 & logFC>0.5,Prostate_cancer,4,104,798,20753,0.5706564107432468,CREB3L2; IKBKG; PDGFD; SRD5A2,0.9452755503395986
SCBC_YAP1,SCBC_YAP1,p<0.05 & logFC>0.5,Bladder_cancer,2,41,798,20753,0.47131698018578627,CDK4; MMP1,0.9426339603715727
SCBC_YAP1,SCBC_YAP1,p<0.05 & logFC>0.5,Renal_cell_carcinoma,4,68,798,20753,0.26536259609597923,FLCN; MET; PAK1; RAPGEF1,0.7409713014242421
SCBC_YAP1,SCBC_YAP1,p<0.05 & logFC>0.5,Epigenetic_Regulation,6,93,798,20753,0.14829954431715373,BRD9; CBX8; DPF2; HDAC9; KAT5; RING1,0.6673479494271918
NEPC_CXCR7,NEPC_CXCR7,q<0.05 & logFC>0.5,Cell_Cycle,2,144,454,12570,0.9686475070869236,CDK7; CDKN2B,1.0
NEPC_CXCR7,NEPC_CXCR7,q<0.05 & logFC>0.5,Apoptosis,8,108,454,12570,0.041609189553610426,CASP8; CTSO; EIF2AK3; JUN; MAP3K14; PIK3R2; PMAIP1; TUBA1A,0.37448270598249384
NEPC_CXCR7,NEPC_CXCR7,q<0.05 & logFC>0.5,HIF1_signaling,2,73,454,12570,0.7461550507621892,HMOX1; PIK3R2,1.0
NEPC_CXCR7,NEPC_CXCR7,q<0.05 & logFC>0.5,VEGF_signaling,2,43,454,12570,0.46341240120208993,HSPB1; PIK3R2,0.8341423221637619
NEPC_CXCR7,NEPC_CXCR7,q<0.05 & logFC>0.5,Homologous_Recombination,0,36,454,12570,1.0,,1.0
NEPC_CXCR7,NEPC_CXCR7,q<0.05 & logFC>0.5,PI3K_AKT_signaling,6,188,454,12570,0.6779668759516122,CREB3L2; FGFR1; GHR; MYB; PIK3R2; SGK1,1.0
NEPC_CXCR7,NEPC_CXCR7,q<0.05 & logFC>0.5,p53_signaling,3,66,454,12570,0.42812938719168053,CASP8; PMAIP1; SHISA5,0.8341423221637619
NEPC_CXCR7,NEPC_CXCR7,q<0.05 & logFC>0.5,Chemokine_signaling,2,95,454,12570,0.8625790021618703,PIK3R2; VAV3,1.0
NEPC_CXCR7,NEPC_CXCR7,q<0.05 & logFC>0.5,Cytokine_receptor_interaction,4,64,454,12570,0.19998597477959904,GHR; INHBB; RELL1; TNFRSF12A,0.8341423221637619
NEPC_CXCR7,NEPC_CXCR7,q<0.05 & logFC>0.5,Antigen_processing_presentation,1,31,454,12570,0.6807428742219722,TAPBP,1.0
NEPC_CXCR7,NEPC_CXCR7,q<0.05 & logFC>0.5,PDL1_PD1_checkpoint,3,65,454,12570,0.4184471715504086,JUN; MAP2K3; PIK3R2,0.8341423221637619
NEPC_CXCR7,NEPC_CXCR7,q<0.05 & logFC>0.5,Pentose_phosphate_pathway,2,23,454,12570,0.20102971031654096,H6PD; RPIA,0.8341423221637619
NEPC_CXCR7,NEPC_CXCR7,q<0.05 & logFC>0.5,Arachidonic_acid_metabolism,0,28,454,12570,1.0,,1.0
NEPC_CXCR7,NEPC_CXCR7,q<0.05 & logFC>0.5,Neuroactive_ligand_receptor,9,66,454,12570,0.0005741572134813129,ADRA2C; APLN; GABRD; GHR; GRIK2; NTSR2; P2RX2; UCN; VGF,0.010334829842663632
NEPC_CXCR7,NEPC_CXCR7,q<0.05 & logFC>0.5,Prostate_cancer,4,72,454,12570,0.26218306311902256,CREB3L2; FGFR1; LEF1; PIK3R2,0.8341423221637619
NEPC_CXCR7,NEPC_CXCR7,q<0.05 & logFC>0.5,Bladder_cancer,2,34,454,12570,0.3490527070537327,DAPK2; DAPK3,0.8341423221637619
NEPC_CXCR7,NEPC_CXCR7,q<0.05 & logFC>0.5,Renal_cell_carcinoma,3,58,454,12570,0.3494554902001823,JUN; PAK4; PIK3R2,0.8341423221637619
NEPC_CXCR7,NEPC_CXCR7,q<0.05 & logFC>0.5,Epigenetic_Regulation,2,87,454,12570,0.8274167828825973,CBX6; IDH1,1.0
NEPC_CXCR7,NEPC_CXCR7,p<0.05 & logFC>0.5,Cell_Cycle,2,144,533,12570,0.9859781455894568,CDK7; CDKN2B,1.0
NEPC_CXCR7,NEPC_CXCR7,p<0.05 & logFC>0.5,Apoptosis,8,108,533,12570,0.08785612853600935,CASP8; CTSO; EIF2AK3; JUN; MAP3K14; PIK3R2; PMAIP1; TUBA1A,0.7907051568240842
NEPC_CXCR7,NEPC_CXCR7,p<0.05 & logFC>0.5,HIF1_signaling,3,73,533,12570,0.6036670590801356,HMOX1; PGK1; PIK3R2,0.9055005886202036
NEPC_CXCR7,NEPC_CXCR7,p<0.05 & logFC>0.5,VEGF_signaling,2,43,533,12570,0.5497197042091759,HSPB1; PIK3R2,0.9055005886202036
NEPC_CXCR7,NEPC_CXCR7,p<0.05 & logFC>0.5,Homologous_Recombination,0,36,533,12570,1.0,,1.0
NEPC_CXCR7,NEPC_CXCR7,p<0.05 & logFC>0.5,PI3K_AKT_signaling,6,188,533,12570,0.8141426323825454,CREB3L2; FGFR1; GHR; MYB; PIK3R2; SGK1,0.9769711588590544
NEPC_CXCR7,NEPC_CXCR7,p<0.05 & logFC>0.5,p53_signaling,4,66,533,12570,0.30657884066263746,CASP8; PERP; PMAIP1; SHISA5,0.9055005886202036
NEPC_CXCR7,NEPC_CXCR7,p<0.05 & logFC>0.5,Chemokine_signaling,4,95,533,12570,0.5770983021285723,CXCL16; GRK2; PIK3R2; VAV3,0.9055005886202036
NEPC_CXCR7,NEPC_CXCR7,p<0.05 & logFC>0.5,Cytokine_receptor_interaction,5,64,533,12570,0.13440651909608833,CXCL16; GHR; INHBB; RELL1; TNFRSF12A,0.8064391145765301
NEPC_CXCR7,NEPC_CXCR7,p<0.05 & logFC>0.5,Antigen_processing_presentation,1,31,533,12570,0.7394087107954734,TAPBP,0.9506683424513229
NEPC_CXCR7,NEPC_CXCR7,p<0.05 & logFC>0.5,PDL1_PD1_checkpoint,3,65,533,12570,0.5244454220804684,JUN; MAP2K3; PIK3R2,0.9055005886202036
NEPC_CXCR7,NEPC_CXCR7,p<0.05 & logFC>0.5,Pentose_phosphate_pathway,2,23,533,12570,0.2548586833403018,H6PD; RPIA,0.9055005886202036
NEPC_CXCR7,NEPC_CXCR7,p<0.05 & logFC>0.5,Arachidonic_acid_metabolism,0,28,533,12570,1.0,,1.0
NEPC_CXCR7,NEPC_CXCR7,p<0.05 & logFC>0.5,Neuroactive_ligand_receptor,9,66,533,12570,0.0017756571211285572,ADRA2C; APLN; GABRD; GHR; GRIK2; NTSR2; P2RX2; UCN; VGF,0.03196182818031403
NEPC_CXCR7,NEPC_CXCR7,p<0.05 & logFC>0.5,Prostate_cancer,5,72,533,12570,0.18965352039446848,CREB3L2; FGFR1; LEF1; PIK3R2; SPINT1,0.8534408417751081
NEPC_CXCR7,NEPC_CXCR7,p<0.05 & logFC>0.5,Bladder_cancer,2,34,533,12570,0.42591384159933615,DAPK2; DAPK3,0.9055005886202036
NEPC_CXCR7,NEPC_CXCR7,p<0.05 & logFC>0.5,Renal_cell_carcinoma,3,58,533,12570,0.448536452679527,JUN; PAK4; PIK3R2,0.9055005886202036
NEPC_CXCR7,NEPC_CXCR7,p<0.05 & logFC>0.5,Epigenetic_Regulation,3,87,533,12570,0.7199048347094552,CBX6; IDH1; IDH2,0.9506683424513229
NEPC_DECITABINE,NEPC_DECITABINE,q<0.05 & logFC>0.5,Cell_Cycle,0,0,1974,14835,1.0,,1.0
NEPC_DECITABINE,NEPC_DECITABINE,q<0.05 & logFC>0.5,Apoptosis,0,0,1974,14835,1.0,,1.0
NEPC_DECITABINE,NEPC_DECITABINE,q<0.05 & logFC>0.5,HIF1_signaling,0,0,1974,14835,1.0,,1.0
NEPC_DECITABINE,NEPC_DECITABINE,q<0.05 & logFC>0.5,VEGF_signaling,0,0,1974,14835,1.0,,1.0
NEPC_DECITABINE,NEPC_DECITABINE,q<0.05 & logFC>0.5,Homologous_Recombination,0,0,1974,14835,1.0,,1.0
NEPC_DECITABINE,NEPC_DECITABINE,q<0.05 & logFC>0.5,PI3K_AKT_signaling,0,0,1974,14835,1.0,,1.0
NEPC_DECITABINE,NEPC_DECITABINE,q<0.05 & logFC>0.5,p53_signaling,0,0,1974,14835,1.0,,1.0
NEPC_DECITABINE,NEPC_DECITABINE,q<0.05 & logFC>0.5,Chemokine_signaling,0,0,1974,14835,1.0,,1.0
NEPC_DECITABINE,NEPC_DECITABINE,q<0.05 & logFC>0.5,Cytokine_receptor_interaction,0,0,1974,14835,1.0,,1.0
NEPC_DECITABINE,NEPC_DECITABINE,q<0.05 & logFC>0.5,Antigen_processing_presentation,0,0,1974,14835,1.0,,1.0
NEPC_DECITABINE,NEPC_DECITABINE,q<0.05 & logFC>0.5,PDL1_PD1_checkpoint,0,0,1974,14835,1.0,,1.0
NEPC_DECITABINE,NEPC_DECITABINE,q<0.05 & logFC>0.5,Pentose_phosphate_pathway,0,0,1974,14835,1.0,,1.0
NEPC_DECITABINE,NEPC_DECITABINE,q<0.05 & logFC>0.5,Arachidonic_acid_metabolism,0,0,1974,14835,1.0,,1.0
NEPC_DECITABINE,NEPC_DECITABINE,q<0.05 & logFC>0.5,Neuroactive_ligand_receptor,0,0,1974,14835,1.0,,1.0
NEPC_DECITABINE,NEPC_DECITABINE,q<0.05 & logFC>0.5,Prostate_cancer,0,0,1974,14835,1.0,,1.0
NEPC_DECITABINE,NEPC_DECITABINE,q<0.05 & logFC>0.5,Bladder_cancer,0,0,1974,14835,1.0,,1.0
NEPC_DECITABINE,NEPC_DECITABINE,q<0.05 & logFC>0.5,Renal_cell_carcinoma,0,0,1974,14835,1.0,,1.0
NEPC_DECITABINE,NEPC_DECITABINE,q<0.05 & logFC>0.5,Epigenetic_Regulation,0,0,1974,14835,1.0,,1.0
NEPC_DECITABINE,NEPC_DECITABINE,p<0.05 & logFC>0.5,Cell_Cycle,0,0,2237,14835,1.0,,1.0
NEPC_DECITABINE,NEPC_DECITABINE,p<0.05 & logFC>0.5,Apoptosis,0,0,2237,14835,1.0,,1.0
NEPC_DECITABINE,NEPC_DECITABINE,p<0.05 & logFC>0.5,HIF1_signaling,0,0,2237,14835,1.0,,1.0
NEPC_DECITABINE,NEPC_DECITABINE,p<0.05 & logFC>0.5,VEGF_signaling,0,0,2237,14835,1.0,,1.0
