"gene","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ILMN_1343291",-0.108755599472498,7.15100659451974,-1.92887996652077,0.0562565284802113,0.124054048728657,-5.01170933584594
"ILMN_1651209",0.0211342972434967,4.18060864969252,0.72827343314094,0.467955079086564,0.614835921030726,-6.57313340029653
"ILMN_1651228",-0.495620149939571,7.60773682942701,-8.1014603322253,7.11786293397047e-13,5.15028225150863e-11,18.8854403940942
"ILMN_1651229",0.754179366773479,5.73339739678244,8.92786877573899,9.29296620648059e-15,1.24657291437343e-12,23.1256470006723
"ILMN_1651235",0.930545322846774,5.175998539921,7.20861556179635,6.86273937241069e-11,2.58801918540833e-09,14.4275926022585
"ILMN_1651236",-0.0076945939044807,4.06464523206977,-0.344802171260764,0.73088507640424,0.824547269183079,-6.7777650465607
"ILMN_1651237",0.185339187164149,5.86558423299358,1.20213376415476,0.231828937107903,0.370253272013639,-6.12091900077906
"ILMN_1651238",0.0441033114172516,4.12800986070648,1.09025581056806,0.277923700311211,0.423231794310428,-6.24733650185657
"ILMN_1651254",0.0443733319569618,7.48488266071298,0.608636723188413,0.543988811744879,0.679800890021665,-6.6525822330881
"ILMN_1651260",-0.00221645014950919,4.00988185461727,-1.24429111911877,0.215968896201186,0.351096042387631,-6.07016437370206
"ILMN_1651262",0.0241033362056448,7.43619270479069,0.316847823923475,0.751944652290049,0.839791592545801,-6.78698062293657
"ILMN_1651268",0.0389131773623612,4.5813491423118,0.606768734265827,0.545223565013432,0.680793669800637,-6.65371081098681
"ILMN_1651278",-0.00358137752670191,4.04204008495509,-0.3106206782971,0.756662157389856,0.842977139733846,-6.78892763818269
"ILMN_1651282",-0.115144154634479,4.6447619433966,-0.619942903698878,0.536545557750493,0.673776037122127,-6.64567786507025
"ILMN_1651285",-0.00387918892684771,4.31404477680643,-0.107230137579606,0.914796734809486,0.947103349906222,-6.83129327184751
"ILMN_1651286",-1.12104427356419,5.5370856954669,-6.01586266784136,2.26443149427641e-08,4.0936740927605e-07,8.7908741580825
"ILMN_1651292",0.170534602484042,4.12039837463199,5.24743787105634,7.3116554484058e-07,8.41012146076026e-06,5.43464498525813
"ILMN_1651303",-0.1043627236536,4.11224875760874,-2.10769955858654,0.037271634642801,0.0894330483461214,-4.66442993964832
"ILMN_1651309",-0.0031403029000171,4.01893368775678,-0.320834208043938,0.748929593321819,0.837698167187598,-6.78571396548768
"ILMN_1651315",-0.0128205469119168,4.34625635785898,-0.42511507044014,0.671561772908949,0.780390102827855,-6.74696806355946
"ILMN_1651316",-0.378771035226791,4.73925255103668,-3.52776346459308,0.000607265214977982,0.00288900894257622,-0.952877632281064
"ILMN_1651330",0.0291599467092238,4.02152941319023,1.43602549482315,0.153762192305151,0.271733324383798,-5.81793948251581
"ILMN_1651336",-0.107829244501332,4.5913578884527,-2.05057981752839,0.0426238109973278,0.0995730231445085,-4.77845728650604
"ILMN_1651339",-0.205991386587247,4.62929583455746,-3.08053572640983,0.0025960773541406,0.00996016252221346,-2.29484635896817
"ILMN_1651343",0.00533687412319194,4.54813019986445,0.0629893706748978,0.949886436280291,0.969953531452535,-6.83504878491249
"ILMN_1651346",-0.129726918847939,5.03546317527663,-1.30775615276704,0.193614694923248,0.323447193219236,-5.99054757979197
"ILMN_1651347",-0.223640202521452,4.73708450237562,-3.67842455393136,0.000361146423594766,0.00185576324749754,-0.467834913498732
"ILMN_1651354",-0.265149785708892,6.37496019049992,-1.40692040405383,0.162199929947922,0.282903719175924,-5.85847267345576
"ILMN_1651358",-0.0222790676937814,4.02563806238505,-1.06003552329714,0.291392656984599,0.438100915882979,-6.27941315056136
"ILMN_1651364",-0.0373172282021937,4.11973296668956,-0.902971846415283,0.368464815002118,0.519678854977062,-6.43185737516912
"ILMN_1651365",0.00853646339775666,4.0421258358223,0.36531550608527,0.715559917994803,0.813758273108289,-6.77050821349538
"ILMN_1651370",-0.107118406541695,5.14331244579102,-1.15295335098879,0.251366571005528,0.393100652458312,-6.1779751823255
"ILMN_1651373",3.64242909870947e-05,4.00829158823831,0.0380734858912112,0.969696317694163,0.981997611944618,-6.8363046151416
"ILMN_1651378",0.109065887418769,6.97439247091494,2.14588108548953,0.0340234970512921,0.083169669270462,-4.5865644356147
"ILMN_1651385",0.410424123519687,5.35858092115266,2.99543054678778,0.00336954893501828,0.012378046650498,-2.53301538763425
"ILMN_1651405",0.248997502934795,7.82445254433075,5.87815250819554,4.28618985642083e-08,7.11386437356355e-07,8.1728348865237
"ILMN_1651415",0.0875188861170113,4.6615157285514,0.770246309409858,0.442763759464034,0.590452174940984,-6.54192133459293
"ILMN_1651428",-0.787974199492112,5.13882767885011,-7.76923316587079,3.96494302452417e-12,2.32956262462893e-10,17.2084748246736
"ILMN_1651429",0.470823773667946,7.67580727188953,4.4047256985552,2.4221225460027e-05,0.000178466752028897,2.08336459038992
"ILMN_1651430",-0.0166465928561852,4.06218400051164,-0.524619383321563,0.600877163916908,0.72537367759963,-6.69993152104864
"ILMN_1651433",-0.234237558393834,4.5785915472545,-3.71389061692996,0.000318931893481147,0.00166475874818686,-0.351458617874279
"ILMN_1651437",-0.00538594322963229,4.04166260882341,-0.224892187638975,0.822469989976608,0.887971366980625,-6.8118089220403
"ILMN_1651438",-0.41568590007141,4.74998410968641,-3.66010531974837,0.000385050649746303,0.00195611040244716,-0.52775137889433
"ILMN_1651456",-0.000403207396287454,4.00965103552301,-0.352360233376764,0.725224883516425,0.820746259459974,-6.775140457786
"ILMN_1651457",0.0461695131904218,4.06323456776286,1.12951116387768,0.261078187820734,0.404263858507785,-6.20435255003887
"ILMN_1651464",-0.00228325329490518,4.03042774154684,-0.390751281188595,0.69671729182815,0.799915403743002,-6.76092981631291
"ILMN_1651490",-0.0184147360561056,4.03049750458361,-0.717660776682812,0.474449907778987,0.620717897965473,-6.58075080065978
"ILMN_1651492",0.096350041459926,4.14003132643814,1.75398763831564,0.0821481851720087,0.167285958394434,-5.32345735384734
"ILMN_1651496",0.260603387069994,6.26667375689851,1.21746670991114,0.22596715155842,0.363420399175064,-6.10265572057771
"ILMN_1651498",0.530969922949258,4.67364858612141,4.34907748033538,3.01217468544419e-05,0.000214882602560209,1.87607861079434
"ILMN_1651499",0.22219483260032,4.92694216666993,3.11873581499723,0.00230547718865857,0.00901477483977409,-2.1861126968691
"ILMN_1651501",0.0360246140558289,4.21806538053894,0.553690852730785,0.580886183986978,0.709167328553608,-6.68433775091278
"ILMN_1651504",0.0090820623698446,5.33824424674329,0.137003403071282,0.89127209867233,0.93287565210738,-6.82766716865685
"ILMN_1651506",-0.00890385719342579,4.02174768567087,-0.825028309610928,0.411096620124398,0.560824064706716,-6.49858302832
"ILMN_1651513",0.0653131091508019,4.33471487135914,1.55181181739863,0.12350773198719,0.229522181337784,-5.64879050890055
"ILMN_1651536",0.456738182831414,5.29382320947023,3.07966301464945,0.00260309654593637,0.00997927276914692,-2.29731727629118
"ILMN_1651538",0.0151445523344935,4.05489569757818,1.14124989737394,0.256182681762848,0.398639784860946,-6.19121018141838
"ILMN_1651544",-0.0259667418773785,4.24466158375211,-0.813472768412035,0.417659661307769,0.567153531532874,-6.50797058138092
"ILMN_1651547",-0.177422298359307,4.19633838507785,-2.1720185710282,0.0319473020816556,0.0789797099430108,-4.53256043888274
"ILMN_1651554",-0.702195040530346,6.24719216274252,-5.13533846026586,1.18850249191915e-06,1.27776621773048e-05,4.96736387606361
"ILMN_1651557",-0.759369049102054,5.61749390792875,-6.76290047766927,6.28903229839457e-10,1.76966381063158e-08,12.2705495849023
"ILMN_1651567",0.0312960534839502,4.08450125643377,2.03095444731169,0.0446105972722791,0.103256028684821,-4.81697905238408
"ILMN_1651568",-0.0411756006958657,4.08897625147263,-0.776848571668848,0.438873942353006,0.586622977727922,-6.5368542551457
"ILMN_1651574",-0.0661339686523996,4.08667218243054,-2.99076882956572,0.00341751871249374,0.0125213827908367,-2.54589767493135
"ILMN_1651597",0.241766710154886,4.59307347066322,2.23124158234299,0.0276420541864232,0.0702700437724606,-4.40792182702928
"ILMN_1651599",0.0478122004139739,4.03824715843244,2.30135404285558,0.0232079733499224,0.0608298209404595,-4.25640842682416
"ILMN_1651604",0.0609328134868957,4.08290877352616,3.09237088250581,0.00250260298844427,0.00966083679257913,-2.26127913446923
"ILMN_1651609",0.390056842243918,4.31710981944056,4.67201497473886,8.30092689938543e-06,7.03770070774158e-05,3.10433847059081
"ILMN_1651617",0.00194677241955527,4.01060037603609,0.885709318223924,0.37765637930697,0.528884561896403,-6.44714930739261
"ILMN_1651624",0.0212530899525442,4.02249164578339,1.65099248453931,0.101521265836019,0.196948439969934,-5.49392819188219
"ILMN_1651628",-0.241566656396127,6.51755235037805,-2.46756579609993,0.0151053428481784,0.0428205786790444,-3.88028674070174
